SVC_CD|MODIFIER_1|FEE|AGE_UNIT|FROM_AGE|THROUGH_AGE|PLACE_OF_SERVICE_CODE
A9513||279.48||||
A9542||3490.46||||
A9543||64858.88||||
A9590||324.85||||
A9592||929.46||||
A9595||551.96||||
A9596||968.2||||
A9602||498.87||||
A9604||16287.34||||
A9606||164.1||||
A9607||227.59||||
A9800||800.0||||
C9254||0.42||||
C9293||411.74||||
C9460||19.09||||
J0121||3.8||||
J0122||1.21||||
J0131||0.04||||
J0132||0.57||||
J0133||0.03||||
J0134||0.04||||
J0136||0.05||||
J0137||0.05||||
J0138||0.23||||
J0153||0.4||||
J0174||1.34||||
J0175||4.09||||
J0177||333.7||||
J0178||821.98||||
J0179||332.57||||
J0180||223.52||||
J0202||2337.69||||
J0217||442.0||||
J0218||382.56||||
J0219||77.75||||
J0221||201.97||||
J0222||98.88||||
J0248||6.35||||
J0256||4.94||||
J0257||5.58||||
J0283||2.54||||
J0285||48.96||||
J0289||23.33||||
J0291||3.59||||
J0348||0.46||||
J0349||10.12||||
J0456||2.06||||
J0480||4588.77||||
J0485||3.81||||
J0491||17.29||||
J0565||39.86||||
J0567||110.86||||
J0596||34.72||||
J0597||68.36||||
J0598||64.21||||
J0606||3.93||||
J0612||0.04||||
J0636||1.0||||
J0641||0.21||||
J0642||1.38||||
J0651||9.21||||
J0687||1.04||||
J0688||0.98||||
J0689||1.26||||
J0699||2.28||||
J0701||5.83||||
J0703||4.97||||
J0712||3.94||||
J0714||100.58||||
J0740||528.0||||
J0742||2.51||||
J0775||71.16||||
J0791||128.54||||
J0840||1762.35||||
J0841||1040.11||||
J0850||1814.94||||
J0870||52.57||||
J0872||0.04||||
J0873||0.04||||
J0874||0.07||||
J0875||15.61||||
J0877||0.06||||
J0878||0.03||||
J0883||2.42||||
J0884||2.42||||
J0891||3.96||||
J0892||3.96||||
J0893||2.0||||
J0894||1.63||||
J1110||48.08||||
J1162||4888.1||||
J1165||0.44||||
J1201||14.87||||
J1203||88.06||||
J1250||7.93||||
J1265||0.72||||
J1270||0.38||||
J1300||224.63||||
J1301||22.14||||
J1302||18.13||||
J1303||220.75||||
J1305||186.31||||
J1322||293.92||||
J1364||65.38||||
J1434||3.05||||
J1437||21.05||||
J1439||1.1||||
J1448||5.36||||
J1451||15.0||||
J1453||0.14||||
J1454||679.51||||
J1455||78.8||||
J1456||2.04||||
J1458||484.75||||
J1459||48.58||||
J1551||14.5||||
J1552||149.0||||
J1554||491.4||||
J1555||16.82||||
J1556||75.17||||
J1557||57.93||||
J1558||14.3||||
J1559||13.23||||
J1561||48.81||||
J1566||82.19||||
J1568||49.0||||
J1569||49.69||||
J1573||88.99||||
J1576||67.46||||
J1599||111.26||||
J1602||11.1||||
J1626||0.28||||
J1640||32.2||||
J1741||2.93||||
J1743||537.93||||
J1745||32.22||||
J1746||77.06||||
J1747||61.43||||
J1756||0.23||||
J1786||43.62||||
J1800||8.8||||
J1805||0.19||||
J1806||0.36||||
J1823||484.4||||
J1836||0.03||||
J1920||0.27||||
J1921||1.63||||
J1931||38.7||||
J1939||0.62||||
J1953||0.06||||
J2002||0.01||||
J2020||3.08||||
J2021||14.76||||
J2150||2.61||||
J2183||1.62||||
J2184||2.1||||
J2246||0.9||||
J2247||0.35||||
J2248||0.29||||
J2252||0.07||||
J2265||2.45||||
J2270||4.84||||
J2272||5.07||||
J2281||7.22||||
J2305||1.41||||
J2323||24.15||||
J2327||14.63||||
J2329||69.44||||
J2350||59.8||||
J2372||0.17||||
J2373||0.15||||
J2404||0.54||||
J2406||42.5||||
J2425||32.11||||
J2430||12.61||||
J2468||7.95||||
J2469||0.62||||
J2470||3.93||||
J2471||2.53||||
J2472||7.98||||
J2501||0.76||||
J2507||3482.15||||
J2508||223.55||||
J2601||3.75||||
J2690||546.07||||
J2700||0.87||||
J2704||0.09||||
J2710||1.11||||
J2720||1.08||||
J2724||15.05||||
J2777||34.25||||
J2778||137.14||||
J2781||147.36||||
J2782||109.53||||
J2786||10.31||||
J2792||34.34||||
J2805||123.62||||
J2860||157.07||||
J2916||2.19||||
J2997||91.47||||
J2998||32.99||||
J3032||18.69||||
J3060||42.58||||
J3090||1.81||||
J3095||6.38||||
J3105||2.27||||
J3241||343.89||||
J3243||0.52||||
J3247||17.54||||
J3263||38.87||||
J3285||55.82||||
J3299||48.4||||
J3300||23.6||||
J3304||17.75||||
J3358||12.97||||
J3370||2.16||||
J3371||5.67||||
J3372||6.42||||
