SVC_CD|MODIFIER_1|FEE|AGE_UNIT|FROM_AGE|THROUGH_AGE|PLACE_OF_SERVICE_CODE
A9513||270.76||||
A9542||3490.46||||
A9543||61774.82||||
A9590||315.52||||
A9592||904.46||||
A9595||530.9||||
A9596||968.2||||
A9602||7.03||||
A9604||16287.34||||
A9606||154.6||||
A9607||209.88||||
P9023||5.31||||
P9048||57.36||||
Q0138||5.16||||
Q0139||5.16||||
Q2041||84804.46||||
Q2043||55119.21||||
Q2049||506.46||||
Q2050||134.45||||
Q2053||84800.0||||
Q2054||82060.0||||
Q2055||83900.0||||
Q2056||93000.0||||
Q4081||5.28||||
Q5101||4.69||||
Q5103||37.72||||
Q5104||55.71||||
Q5105||5.3||||
Q5106||12.86||||
Q5107||36.7||||
Q5108||169.73||||
Q5110||4.8||||
Q5111||176.33||||
Q5112||72.96||||
Q5113||47.42||||
Q5114||52.26||||
Q5115||52.8||||
Q5116||49.94||||
Q5117||42.95||||
Q5118||46.32||||
Q5119||48.49||||
Q5120||157.79||||
Q5121||43.11||||
Q5122||222.15||||
Q5123||54.3||||
Q5124||230.46||||
Q5125||5.22||||
Q5126||76.32||||
Q5127||352.38||||
Q5128||276.46||||
Q5129||72.2||||
Q5130||212.79||||
Q9956||34.9||||
Q9957||50.12||||
Q9968||21.19||||
Q9991||1863.07||||
Q9992||1863.07||||
