SVC_CD|MODIFIER_1|FEE|AGE_UNIT|FROM_AGE|THROUGH_AGE|PLACE_OF_SERVICE_CODE
A9513||278.46||||
A9542||3490.46||||
A9543||61774.82||||
A9590||324.85||||
A9592||929.46||||
A9595||551.96||||
A9596||968.2||||
A9602||498.87||||
A9604||16287.34||||
A9606||157.6||||
A9607||216.75||||
A9800||800.0||||
P9023||5.31||||
P9048||57.36||||
Q0138||4.94||||
Q0139||4.94||||
Q2041||89853.63||||
Q2043||53634.83||||
Q2049||506.46||||
Q2050||82.52||||
Q2053||89750.48||||
Q2054||89445.4||||
Q2055||91451.0||||
Q2056||95794.46||||
Q4081||5.25||||
Q5101||4.68||||
Q5103||25.05||||
Q5104||40.89||||
Q5105||5.31||||
Q5106||12.97||||
Q5107||33.03||||
Q5108||136.98||||
Q5110||4.79||||
Q5111||145.63||||
Q5112||54.31||||
Q5113||33.99||||
Q5114||51.59||||
Q5115||52.26||||
Q5116||31.7||||
Q5117||30.39||||
Q5118||35.53||||
Q5119||34.43||||
Q5120||84.52||||
Q5121||32.92||||
Q5122||129.77||||
Q5123||49.67||||
Q5124||227.63||||
Q5125||5.05||||
Q5126||78.17||||
Q5127||352.38||||
Q5128||276.46||||
Q5129||72.2||||
Q5130||212.79||||
Q9956||34.9||||
Q9957||50.24||||
Q9968||18.64||||
Q9991||1798.31||||
Q9992||1798.31||||
