SVC_CD|MODIFIER_1|FEE|AGE_UNIT|FROM_AGE|THROUGH_AGE|PLACE_OF_SERVICE_CODE
C9047||690.18||||
C9101||1.13||||
C9144||0.48||||
C9145||1.81||||
C9254||0.43||||
C9290||1.41||||
C9293||366.48||||
C9460||16.67||||
C9462||0.47||||
C9482||18.23||||
C9488||44.57||||
C9507||750.5||||
J0121||3.49||||
J0122||1.06||||
J0129||43.25||||
J0131||0.23||||
J0132||0.95||||
J0133||0.06||||
J0134||0.21||||
J0136||0.16||||
J0153||0.44||||
J0171||0.73||||
J0172||5.98||||
J0178||903.0||||
J0179||313.79||||
J0180||207.86||||
J0185||1.68||||
J0202||2207.16||||
J0207||1071.41||||
J0208||91.34||||
J0210||40.0||||
J0218||357.1||||
J0219||72.57||||
J0220||206.64||||
J0221||188.31||||
J0222||100.78||||
J0223||109.88||||
J0224||299.74||||
J0225||4635.0||||
J0248||5.51||||
J0256||4.57||||
J0257||5.18||||
J0278||0.91||||
J0283||5.39||||
J0285||39.34||||
J0287||10.31||||
J0288||21.03||||
J0289||25.9||||
J0290||0.76||||
J0291||3.23||||
J0300||183.26||||
J0330||1.68||||
J0348||0.54||||
J0360||6.65||||
J0400||0.76||||
J0401||6.41||||
J0456||3.12||||
J0461||0.07||||
J0470||56.42||||
J0475||182.29||||
J0476||53.47||||
J0480||4102.57||||
J0485||3.78||||
J0490||49.47||||
J0491||16.16||||
J0500||25.64||||
J0515||14.6||||
J0517||169.47||||
J0558||13.17||||
J0561||16.73||||
J0565||39.9||||
J0567||96.91||||
J0584||402.43||||
J0585||6.23||||
J0586||8.63||||
J0587||12.47||||
J0588||5.05||||
J0593||80.39||||
J0595||2.96||||
J0596||31.61||||
J0597||60.78||||
J0598||60.72||||
J0599||10.27||||
J0606||3.54||||
J0612||0.2||||
J0613||0.17||||
J0630||1777.34||||
J0636||0.69||||
J0638||118.73||||
J0640||4.02||||
J0641||0.27||||
J0642||1.35||||
J0670||3.14||||
J0689||2.47||||
J0690||0.72||||
J0691||0.72||||
J0694||5.31||||
J0696||0.5||||
J0698||5.03||||
J0699||1.99||||
J0701||12.07||||
J0702||6.82||||
J0703||7.29||||
J0712||3.74||||
J0714||91.64||||
J0716||4996.29||||
J0717||5.41||||
J0720||35.99||||
J0725||23.48||||
J0735||22.39||||
J0739||6.17||||
J0740||617.57||||
J0741||21.06||||
J0742||2.38||||
J0775||62.41||||
J0780||4.19||||
J0791||124.62||||
J0795||9.13||||
J0834||31.06||||
J0840||2498.3||||
J0841||1083.26||||
J0850||1666.71||||
J0875||15.16||||
J0877||0.15||||
J0878||0.04||||
J0879||0.23||||
J0881||3.16||||
J0882||3.16||||
J0883||3.05||||
J0884||3.05||||
J0885||8.37||||
J0887||1.56||||
J0888||1.56||||
J0891||3.96||||
J0892||3.96||||
J0893||5.0||||
J0894||1.42||||
J0895||7.93||||
J0896||37.93||||
J0897||22.51||||
J0898||3.9||||
J0899||3.9||||
J1000||26.45||||
J1020||1.49||||
J1030||7.45||||
J1040||11.59||||
J1050||0.57||||
J1071||0.03||||
J1095||1.15||||
J1100||0.13||||
J1110||58.1||||
J1120||22.49||||
J1130||0.21||||
J1160||20.58||||
J1162||4294.08||||
J1165||0.45||||
J1170||3.47||||
J1200||1.17||||
J1201||15.08||||
J1205||74.42||||
J1230||16.33||||
J1250||6.54||||
J1260||6.17||||
J1265||0.71||||
J1267||0.76||||
J1270||0.32||||
J1290||520.23||||
J1300||227.7||||
J1301||21.42||||
J1302||16.36||||
J1303||223.36||||
J1305||162.5||||
J1306||12.05||||
J1322||262.67||||
J1335||15.24||||
J1364||82.9||||
J1380||10.36||||
J1410||355.49||||
J1426||160.0||||
J1427||56.4||||
J1428||160.0||||
J1429||160.0||||
J1437||22.97||||
J1439||1.14||||
J1442||0.99||||
J1445||0.18||||
J1447||0.39||||
J1448||5.01||||
J1449||34.09||||
J1451||17.32||||
J1453||0.14||||
J1454||430.02||||
J1455||78.8||||
J1456||1.93||||
J1458||432.71||||
J1459||46.7||||
J1460||46.76||||
J1551||12.72||||
J1554||481.77||||
J1555||14.9||||
J1556||70.49||||
J1557||51.07||||
J1558||13.78||||
J1559||12.36||||
J1560||467.56||||
J1561||44.67||||
J1562||11.95||||
J1566||74.0||||
J1568||42.1||||
J1569||45.23||||
J1571||70.6||||
J1572||39.87||||
J1573||88.99||||
J1574||50.0||||
J1575||15.89||||
J1580||2.66||||
J1599||99.42||||
J1600||22.51||||
J1602||14.08||||
J1610||170.33||||
J1611||188.96||||
J1626||0.39||||
J1627||6.07||||
J1628||125.83||||
J1630||1.62||||
J1631||7.78||||
J1632||74.5||||
J1640||29.03||||
J1642||0.02||||
J1643||0.37||||
J1644||0.26||||
J1650||0.84||||
J1670||537.77||||
J1720||17.87||||
J1726||29.2||||
J1729||13.64||||
J1738||3.13||||
J1740||25.85||||
J1741||2.55||||
J1743||542.61||||
J1745||35.02||||
J1746||69.73||||
J1747||56.81||||
J1750||16.53||||
J1756||0.2||||
J1786||44.28||||
J1790||8.61||||
J1800||9.04||||
J1815||1.16||||
J1823||462.87||||
J1826||1831.35||||
J1840||5.25||||
J1885||0.64||||
J1930||63.68||||
J1931||36.11||||
J1932||60.89||||
J1940||0.63||||
J1943||2.98||||
J1944||2.97||||
J1945||536.09||||
J1950||1477.55||||
J1951||134.12||||
J1952||92.86||||
J1953||0.1||||
J2001||0.03||||
J2010||9.91||||
J2020||4.19||||
J2021||21.15||||
J2060||0.96||||
J2150||4.35||||
J2175||5.99||||
J2182||29.31||||
J2184||3.01||||
J2186||1.85||||
J2210||20.4||||
J2247||1.5||||
J2248||0.91||||
J2250||0.18||||
J2251||0.37||||
J2265||1.95||||
J2270||2.97||||
J2272||7.88||||
J2274||11.83||||
J2278||9.07||||
J2281||11.5||||
J2300||3.14||||
J2310||9.98||||
J2311||12.5||||
J2315||3.74||||
J2323||24.03||||
J2325||70.6||||
J2326||1110.31||||
J2327||15.23||||
J2350||60.08||||
J2353||206.96||||
J2354||1.12||||
J2356||18.01||||
J2357||38.65||||
J2358||2.92||||
J2360||4.07||||
J2401||0.05||||
J2402||0.3||||
J2405||0.09||||
J2406||41.53||||
J2407||25.81||||
J2425||25.12||||
J2426||13.28||||
J2430||10.98||||
J2469||1.15||||
J2501||0.6||||
J2503||785.5||||
J2504||367.96||||
J2506||131.41||||
J2507||3143.5||||
J2510||35.3||||
J2515||20.37||||
J2540||0.78||||
J2547||1.58||||
J2550||2.94||||
J2560||44.93||||
J2562||402.6||||
J2590||2.52||||
J2675||1.04||||
J2680||10.51||||
J2690||102.45||||
J2700||1.23||||
J2704||0.14||||
J2710||1.05||||
J2720||1.63||||
J2724||15.07||||
J2760||413.47||||
J2765||1.06||||
J2777||38.06||||
J2778||258.41||||
J2780||6.12||||
J2785||61.35||||
J2786||10.11||||
J2788||23.19||||
J2790||80.41||||
J2791||4.71||||
J2792||32.45||||
J2793||23.52||||
J2794||11.59||||
J2796||89.0||||
J2797||0.89||||
J2798||11.16||||
J2800||7.23||||
J2805||123.16||||
J2820||55.44||||
J2840||510.5||||
J2850||32.81||||
J2860||132.0||||
J2916||1.95||||
J2920||4.28||||
J2930||5.74||||
J2997||88.03||||
J2998||30.0||||
J3010||0.89||||
J3031||2.85||||
J3032||16.41||||
J3060||41.9||||
J3070||108.39||||
J3090||1.74||||
J3095||6.69||||
J3105||12.77||||
J3111||9.8||||
J3145||1.82||||
J3230||34.01||||
J3240||1926.71||||
J3241||321.88||||
J3243||0.91||||
J3244||2.5||||
J3245||139.28||||
J3260||2.6||||
J3262||6.16||||
J3285||55.36||||
J3299||45.83||||
J3300||3.9||||
J3301||1.09||||
J3303||3.61||||
J3304||16.93||||
J3315||373.79||||
J3316||3031.81||||
J3357||162.85||||
J3358||12.36||||
J3360||6.58||||
J3370||3.23||||
J3371||8.53||||
J3372||8.03||||
J3380||22.3||||
J3385||358.9||||
J3396||11.52||||
J3397||248.6||||
J3398||2833.33||||
J3410||11.34||||
J3420||1.95||||
J3430||3.31||||
J3475||0.76||||
J3486||10.98||||
J3489||8.37||||
J7030||2.69||||
J7040||1.35||||
J7042||0.96||||
J7050||0.67||||
J7060||1.89||||
J7070||3.78||||
J7120||2.5||||
J7168||2.84||||
J7169||125.0||||
J7170||49.76||||
J7177||1.09||||
J7178||1.34||||
J7316||1046.93||||
J7318||9.27||||
J7320||7.05||||
J7321||76.96||||
J7322||16.83||||
J7323||130.89||||
J7324||149.47||||
J7325||10.14||||
J7327||756.93||||
J7328||1.18||||
J7331||23.28||||
