HCPCS_CPT_CODE|MODIFIER|FEE
28890||202.44
29000||159.86
29010||159.86
29015||159.86
29035||159.86
29040||159.86
29044||95.01
29046||159.86
29049||74.73
29055||159.86
29058||82.72
29065||72.2
29075||66.03
29085||71.84
29086||63.12
29105||58.41
29200||19.59
29305||159.86
29325||159.86
29345||91.79
29355||93.24
29358||121.18
29365||88.89
29405||56.95
29425||52.24
29435||88.53
29440||25.76
29445||70.02
29450||76.91
29505||72.93
29515||51.16
29540||15.6
29580||46.43
29581||72.56
29584||71.84
29700||48.61
29705||39.18
29710||79.81
29720||68.2
29730||39.91
29740||62.41
29750||64.94
29800||1771.19
29804||1771.19
29805||1771.19
29806||3937.76
29807||3937.76
29819||1771.19
29820||3937.76
29821||1771.19
29822||1771.19
29823||1771.19
29824||1771.19
29825||1771.19
29827||3937.76
29828||3937.76
29830||1771.19
29834||1771.19
29835||1771.19
29836||3937.76
29837||1771.19
29838||1771.19
29840||1771.19
29843||1771.19
29844||1771.19
29845||1771.19
29846||1771.19
29847||3937.76
29848||940.23
29850||940.23
29851||940.23
29855||5321.21
29856||12157.87
29860||3937.76
29861||3937.76
29862||3937.76
29863||1771.19
29866||3937.76
29867||11230.32
29868||3937.76
29870||1771.19
29871||1771.19
29873||1771.19
29874||1771.19
29875||1771.19
29876||1771.19
29877||1771.19
29879||1771.19
29880||1771.19
29881||1771.19
29882||1771.19
29883||1771.19
29884||1771.19
29885||5319.85
29886||1771.19
29887||5649.06
29888||5191.08
29889||9509.37
29891||1771.19
29892||3937.76
29893||1771.19
29894||1771.19
29895||1771.19
29897||1771.19
29898||1771.19
29899||4990.97
29900||1771.19
29901||1771.19
29902||940.23
29904||1771.19
29905||3937.76
29906||1771.19
29907||9913.13
29914||3937.76
29915||3937.76
29916||3937.76
30000||139.22
30020||226.02
30100||112.1
30110||198.81
30115||1564.02
30117||1564.02
30118||1564.02
30120||1564.02
30124||737.32
30125||3272.1
30130||1564.02
30140||1564.02
30150||3272.1
30160||3272.1
30200||86.34
30210||117.91
30220||737.32
30310||1564.02
30320||737.32
30400||3272.1
30410||3272.1
30420||3272.1
30430||3272.1
30435||3272.1
30450||3272.1
30460||3272.1
30462||3272.1
30465||3272.1
30468||4715.85
30469||4286.45
30520||1564.02
30540||3272.1
30545||3272.1
30560||306.24
30580||3272.1
30600||3272.1
30620||3272.1
30630||1564.02
30801||737.32
30802||737.32
30903||78.25
30905||78.25
30906||139.22
30915||1781.87
30920||1781.87
30930||1564.02
31000||139.22
31002||737.32
31020||1564.02
31030||3272.1
31032||3272.1
31040||3272.1
31050||3272.1
31051||3272.1
31070||3272.1
31075||3272.1
31080||3272.1
31081||3272.1
31084||4147.27
31085||4261.04
31086||3272.1
31087||4646.4
31090||3272.1
31200||3272.1
31201||737.32
31205||1564.02
31231||117.14
31233||234.09
31235||888.46
31237||888.46
31238||888.46
31239||1806.12
31240||888.46
31242||4147.27
31243||4590.22
31253||2720.82
31254||2720.82
31255||2720.82
31256||1806.12
31257||2720.82
31259||2720.82
31267||2720.82
31276||2720.82
31287||2720.82
31288||2720.82
31295||3448.55
31296||1606.11
31297||1589.78
31298||3487.75
31300||1564.02
31400||3272.1
31420||3272.1
31500||139.22
31502||139.22
31505||71.11
31510||1806.12
31511||117.14
31512||1806.12
31513||234.09
31515||234.09
31520||234.09
31525||888.46
31526||888.46
31527||1806.12
31528||1806.12
31529||1806.12
31530||888.46
31531||1806.12
31535||1806.12
31536||1806.12
31540||1806.12
31541||1806.12
31545||1806.12
31546||2720.82
31551||3272.1
31552||3272.1
31553||3272.1
31554||3272.1
31560||2720.82
31561||2720.82
31570||1806.12
31571||1806.12
31572||1806.12
31573||209.69
31574||873.61
31575||99.41
31576||888.46
31577||234.09
31578||1806.12
31579||136.41
31580||3272.1
31590||3272.1
31591||3272.1
31592||3272.1
31603||737.32
31605||139.22
31611||1564.02
31612||1564.02
31613||1564.02
31614||3272.1
31615||306.24
31622||888.46
31623||888.46
31624||888.46
31625||888.46
31626||2720.82
31628||1806.12
31629||1806.12
31630||1806.12
31631||2720.82
31634||2720.82
31635||888.46
31636||3861.47
31638||2720.82
31640||1806.12
31641||1806.12
31643||888.46
31645||888.46
31646||234.09
31647||3750.2
31648||1806.12
31649||888.46
31652||1806.12
31653||1806.12
31717||234.09
31730||888.46
31750||3272.1
31755||3272.1
31820||1564.02
31825||1564.02
31830||1564.02
32400||794.41
32408||794.41
32550||2475.69
32552||372.72
32553||1097.25
32554||372.72
32555||372.72
32556||969.23
32557||709.3
32960||372.72
32994||7895.84
32998||3208.13
33016||709.3
33206||8308.94
33207||8512.11
33208||8624.78
33210||4897.54
33211||8320.25
33212||7312.02
33213||8463.41
33214||8519.0
33215||1781.87
33216||6620.3
33217||6930.04
33218||2191.42
33220||2191.42
33221||15126.76
33222||1100.39
33223||1100.39
33224||8565.26
33226||2433.58
33227||7204.7
33228||8447.67
33229||14830.3
33230||21589.89
33231||27826.29
33233||6175.78
33234||2191.42
33235||2191.42
33240||20854.01
33241||2191.42
33249||27955.22
33262||20999.58
33263||21148.59
33264||28213.1
33270||28542.93
33271||8413.64
33273||2191.42
33274||15272.08
33275||2750.9
33276||41640.56
33278||2180.76
33279||2764.04
33280||2180.76
33281||2180.76
33285||7882.48
33286||423.52
33287||28342.65
33288||12227.27
33289||28277.59
33900||7239.02
33901||7862.38
33902||12965.48
33903||9037.17
34490||2258.48
35188||3375.51
35207||1781.87
35875||3375.51
35876||3375.51
36002||372.72
36260||3375.51
36261||2191.42
36262||2191.42
36430||45.72
36440||265.79
36450||265.79
36455||265.79
36465||1100.39
36466||1100.39
36470||92.51
36471||150.19
36473||1077.15
36475||1781.87
36478||1781.87
36482||1564.39
36511||986.58
36512||986.58
36513||265.79
36514||986.58
36516||2254.79
36522||2821.15
36555||1781.87
36556||1781.87
36557||3375.51
36558||1781.87
36560||1781.87
36561||1781.87
36563||3375.51
36565||1781.87
36566||3375.51
36568||709.3
36569||709.3
36570||1781.87
36571||1781.87
36572||372.72
36573||709.3
36575||372.72
36576||709.3
36578||2251.71
36580||709.3
36581||2265.08
36582||1781.87
36583||5925.0
36584||709.3
36585||1781.87
36589||372.72
36590||709.3
36593||37.0
36595||472.36
36596||709.3
36597||709.3
36598||97.23
36640||1781.87
36800||3375.51
36810||2268.62
36815||3375.51
36818||3375.51
36819||3375.51
36820||3375.51
36821||1781.87
36825||3375.51
36830||3375.51
36831||3375.51
36832||3375.51
36833||3375.51
36835||2552.73
36836||12978.17
36837||12705.41
36860||709.3
36861||4910.04
36901||592.45
36902||2949.38
36903||8245.27
36904||3943.34
36905||7280.42
36906||13216.05
37184||13395.25
37187||8748.89
37188||2989.82
37192||2427.43
37193||1781.87
37197||1781.87
37200||3375.51
37211||4472.02
37212||1781.87
37220||3842.07
37221||8048.66
37224||4082.29
37225||13958.23
37226||8500.53
37227||14064.49
37228||7406.07
37229||13296.93
37230||12829.89
37231||13752.07
37236||7878.65
37238||7965.87
37241||7239.02
37242||13303.28
37243||7324.27
37246||3838.51
37248||3724.76
37500||3375.51
37607||1781.87
37609||794.41
37650||1781.87
37700||1781.87
37718||1781.87
37722||1781.87
37735||1781.87
37760||1781.87
37761||1781.87
37765||232.91
37766||261.58
37780||1781.87
37785||1781.87
37790||1856.6
38206||986.58
38220||124.08
38221||124.8
38222||1348.05
38230||986.58
38232||2821.15
38241||986.58
38242||986.58
38243||986.58
38300||1348.05
38305||1348.05
38308||1725.08
38500||1725.08
38505||794.41
38510||1725.08
38520||1725.08
38525||1725.08
38530||1725.08
38531||1725.08
38542||3208.13
38550||1725.08
38555||3008.58
38570||3208.13
38571||5491.35
38572||5491.35
38573||5491.35
38700||3008.58
38740||3208.13
38745||3208.13
38760||3008.58
40490||83.81
40500||1564.02
40510||1564.02
40520||1564.02
40525||1564.02
40527||3272.1
40530||1564.02
40650||306.24
40652||306.24
40654||737.32
40700||3272.1
40701||3272.1
40702||3272.1
40720||1564.02
40761||3272.1
40800||172.69
40801||306.24
40805||202.81
40806||96.5
40808||140.4
40810||178.49
40812||205.34
40814||1564.02
40816||1564.02
40818||306.24
40819||737.32
40820||222.76
40830||139.22
40831||306.24
40840||3272.1
40842||3272.1
40843||3272.1
40844||3272.1
40845||3272.1
41000||106.66
41005||139.22
41006||737.32
41007||737.32
41008||1564.02
41009||306.24
41010||737.32
41015||306.24
41016||3272.1
41017||1564.02
41018||737.32
41019||3272.1
41100||144.75
41105||143.67
41108||137.14
41110||182.85
41112||1564.02
41113||1564.02
41114||1564.02
41115||206.07
41116||1564.02
41120||3272.1
41251||139.22
41252||139.22
41510||1564.02
41512||4147.27
41520||1564.02
41530||821.37
41805||275.01
41806||327.25
41820||1564.02
41821||737.32
41822||282.98
41823||416.85
41825||180.68
41826||229.65
41827||3272.1
41828||251.42
41830||362.43
41850||737.32
41870||737.32
41872||386.38
41874||298.58
42000||139.22
42100||103.4
42104||166.52
42106||187.92
42107||3272.1
42120||3272.1
42140||1564.02
42145||3272.1
42160||168.34
42180||306.24
42182||3272.1
42200||3272.1
42205||1564.02
42210||3272.1
42215||3272.1
42220||3272.1
42225||3272.1
42226||3272.1
42227||3272.1
42235||3272.1
42260||3272.1
42280||128.06
42281||3272.1
42300||737.32
42305||1564.02
42310||306.24
42320||306.24
42330||162.17
42335||326.52
42340||1564.02
42400||71.47
42405||737.32
42408||1564.02
42409||1564.02
42410||3272.1
42415||3272.1
42420||3272.1
42425||3272.1
42440||3272.1
42450||3272.1
42500||3272.1
42505||3272.1
42507||3272.1
42509||3272.1
42510||1564.02
42600||1564.02
42650||49.34
42660||61.68
42665||1564.02
42700||139.22
42720||1564.02
42725||3272.1
42800||112.46
42804||1564.02
42806||1564.02
42808||1564.02
42810||1564.02
42815||3272.1
42820||3272.1
42821||1564.02
42825||3272.1
42826||1564.02
42830||1564.02
42831||1564.02
42835||1564.02
42836||1564.02
42860||1564.02
42870||3272.1
42890||3272.1
42892||3272.1
42900||1243.07
42950||3272.1
42955||737.32
42960||306.24
42962||1564.02
42970||139.22
42972||1564.02
42975||888.46
43030||3272.1
43130||3272.1
43180||3272.1
43191||969.23
43192||969.23
43193||969.23
43194||969.23
43195||2103.91
43196||969.23
43197||145.84
43198||157.09
43200||564.6
43201||969.23
43202||969.23
43204||969.23
43205||969.23
43206||969.23
43210||7992.02
43211||969.23
43212||4509.33
43213||969.23
43214||969.23
43215||969.23
43216||969.23
43217||969.23
43220||969.23
43226||969.23
43227||969.23
43229||3096.67
43231||969.23
43232||969.23
43233||969.23
43235||564.6
43236||564.6
43237||969.23
43238||969.23
43239||564.6
43240||4820.74
43241||969.23
43242||969.23
43243||969.23
43244||969.23
43245||969.23
43246||969.23
43247||564.6
43248||564.6
43249||969.23
43250||969.23
43251||969.23
43252||969.23
43253||969.23
43254||969.23
43255||969.23
43257||2670.63
43259||969.23
43260||2103.91
43261||2103.91
43262||2103.91
43263||969.23
43264||2103.91
43265||3033.1
43266||4724.18
43270||1286.74
43274||3987.24
43275||969.23
43276||3971.28
43277||2103.91
43278||2103.91
43284||7871.2
43285||3208.13
43290||1426.31
43291||564.6
43450||564.6
43453||969.23
43653||3208.13
43752||237.47
43755||95.56
43756||564.6
43757||564.6
43761||146.59
43762||146.59
43763||146.59
43774||2103.91
43870||2103.91
43886||2195.34
43887||1100.39
43888||2195.34
44100||564.6
44312||2195.34
44340||2195.34
44360||969.23
44361||969.23
44363||969.23
44364||969.23
44365||969.23
44366||969.23
44369||969.23
44370||4945.83
44372||969.23
44373||969.23
44376||969.23
44377||969.23
44378||969.23
44379||3033.1
44380||564.6
44381||969.23
44382||564.6
44384||1259.48
44385||548.99
44386||548.99
44388||548.99
44389||709.93
44390||548.99
44391||709.93
44392||709.93
44394||709.93
44401||709.93
44402||3033.1
44403||709.93
44404||709.93
44405||949.42
44406||709.93
44407||709.93
44408||548.99
44500||564.6
45000||709.93
45005||709.93
45020||1567.96
45100||1567.96
45108||1567.96
45150||709.93
45160||1567.96
45171||1567.96
45172||1567.96
45190||1567.96
45300||107.02
45303||709.93
45305||709.93
45307||1567.96
45308||1567.96
45309||709.93
45315||709.93
45317||709.93
45320||1567.96
45321||1567.96
45327||4758.97
45330||166.88
45331||548.99
45332||709.93
45333||548.99
45334||709.93
45335||548.99
45337||548.99
45338||709.93
45340||709.93
45341||548.99
45342||709.93
45346||709.93
45347||4766.56
45349||1567.96
45350||709.93
45378||548.99
45379||709.93
45380||709.93
45381||709.93
45382||709.93
45384||709.93
45385||709.93
45386||709.93
45388||709.93
45389||4712.66
45390||1567.96
45391||709.93
45392||709.93
45393||709.93
45398||709.93
45500||1567.96
45505||1567.96
45541||1567.96
45560||1567.96
45900||548.99
45905||709.93
45910||709.93
45915||709.93
45990||1567.96
46020||1567.96
46030||709.93
46040||709.93
46045||1567.96
46050||548.99
46060||1567.96
46070||1567.96
46080||1567.96
46083||146.59
46200||1567.96
46220||709.93
46221||214.05
46230||1567.96
46250||1567.96
46255||1567.96
46257||1567.96
46258||1567.96
46260||1567.96
46261||1567.96
46262||1567.96
46270||1567.96
46275||1567.96
46280||1567.96
46285||1567.96
46288||1567.96
46320||161.08
46500||267.75
46505||709.93
46604||621.11
46606||244.53
46607||709.93
46608||548.99
46610||1567.96
46611||548.99
46612||1567.96
46614||137.5
46615||1567.96
46700||1567.96
46706||1567.96
46707||1567.96
46750||1567.96
46753||1567.96
46754||1567.96
46760||1567.96
46761||1567.96
46900||185.75
46910||208.98
46916||119.75
46917||1567.96
46922||1567.96
46924||1567.96
46930||174.51
46940||190.83
46942||187.92
46945||1567.96
46946||1567.96
46947||1567.96
46948||1567.96
47000||794.41
47382||3208.13
47383||8025.65
47533||1890.09
47534||1890.09
47535||1890.09
47536||1890.09
47537||564.6
47538||4557.51
47539||4620.62
47540||4249.72
47541||4508.09
47552||3556.76
47553||3556.76
47554||5491.35
47555||2396.11
47556||7362.35
47562||3208.13
47563||3208.13
47564||5491.35
48102||794.41
49082||564.6
49083||564.6
49084||564.6
49180||794.41
49250||1890.09
49320||3208.13
49321||3208.13
49322||3208.13
49324||3208.13
49325||3208.13
49402||1890.09
49406||794.41
49407||794.41
49411||373.32
49418||1890.09
49419||3375.51
49421||1890.09
49422||1781.87
49423||969.23
49426||1890.09
49429||1781.87
49436||969.23
49440||969.23
49441||969.23
49442||709.93
49446||969.23
49450||564.6
49451||564.6
49452||564.6
49460||564.6
49465||146.12
49495||1890.09
49496||1890.09
49500||3556.76
49501||1890.09
49505||1890.09
49507||1890.09
49520||1890.09
49521||3556.76
49525||1890.09
49540||3208.13
49550||1890.09
49553||1890.09
49555||1890.09
49557||1890.09
49591||1890.09
49592||3208.13
49593||3556.76
49594||3208.13
49595||3556.76
49600||1890.09
49613||1890.09
49614||3208.13
49615||3556.76
49650||3208.13
49651||3208.13
50080||5360.91
50081||5360.91
50200||794.41
50382||1076.6
50384||1076.6
50385||1076.6
50386||662.1
50387||1076.6
50389||354.35
50390||423.52
50391||56.24
50396||354.35
50432||1076.6
50433||1856.6
50434||1076.6
50435||1076.6
50436||1856.6
50437||1856.6
50551||2828.23
50553||2828.23
50555||5360.91
50557||5360.91
50561||2828.23
50562||5360.91
50570||1856.6
50572||354.35
50574||1856.6
50575||2828.23
50576||5360.91
50580||2828.23
50590||1856.6
50592||3208.13
50593||7847.04
50686||93.97
50688||1076.6
50693||1856.6
50694||1856.6
50695||1856.6
50727||1856.6
50947||5491.35
50948||5491.35
50951||1856.6
50953||1856.6
50955||2828.23
50957||2828.23
50961||2828.23
50970||1856.6
50972||1856.6
50974||2828.23
50976||2828.23
50980||2828.23
51020||1856.6
51040||1076.6
51045||1076.6
51050||2828.23
51065||1856.6
51080||1348.05
51100||47.89
51101||121.9
51102||1076.6
51500||3208.13
51520||1856.6
51535||1856.6
51700||58.04
51703||95.56
51705||69.29
51710||354.35
51715||2577.28
51720||60.95
51725||143.31
51726||146.59
51727||256.14
51728||256.86
51729||253.96
51784||29.74
51785||146.59
51880||1856.6
51992||4396.14
52000||354.35
52001||1856.6
52005||1076.6
52007||1856.6
52010||354.35
52204||1076.6
52214||1856.6
52224||1856.6
52234||1856.6
52235||1856.6
52240||2828.23
52250||1856.6
52260||1076.6
52265||258.32
52270||1076.6
52275||1076.6
52276||1076.6
52277||1856.6
52281||1076.6
52282||1856.6
52283||1076.6
52284||3718.89
52285||354.35
52287||1076.6
52290||1076.6
52300||1856.6
52301||1856.6
52305||2828.23
52310||1076.6
52315||1076.6
52317||1856.6
52318||1856.6
52320||1856.6
52325||2828.23
52327||3997.8
52330||1856.6
52332||1856.6
52334||1856.6
52341||1856.6
52342||1856.6
52343||1856.6
52344||1856.6
52345||2363.44
52346||2828.23
52351||1856.6
52352||1856.6
52353||2828.23
52354||2828.23
52355||2828.23
52356||2828.23
52400||1856.6
52402||1856.6
52450||1856.6
52500||1856.6
52601||2828.23
52630||2828.23
52640||1856.6
52647||2828.23
52648||2828.23
52649||2828.23
52700||1856.6
53000||1076.6
53010||2828.23
53020||1076.6
53025||1076.6
53040||1856.6
53060||93.6
53080||354.35
53085||1076.6
53200||1076.6
53210||1856.6
53215||2828.23
53220||1856.6
53230||2828.23
53235||2828.23
53240||1856.6
53250||1856.6
53260||1856.6
53265||1076.6
53270||1856.6
53275||1856.6
53400||2828.23
53405||2828.23
53410||2828.23
53420||2828.23
53425||2828.23
53430||2828.23
53431||2828.23
53440||11974.39
53442||3618.35
53444||18918.13
53445||19391.94
53446||2828.23
53447||19040.47
53449||5360.91
53450||1856.6
53451||12249.96
53452||8076.92
53453||1856.6
53454||146.59
53460||1856.6
53502||1856.6
53505||2828.23
53510||2828.23
53515||2828.23
53520||2828.23
53600||47.16
53605||1856.6
53620||115.74
53621||119.36
53660||53.69
53665||1076.6
53850||1258.91
53852||1204.86
53854||1498.72
53855||1633.83
53860||1076.6
53865||8304.49
53866||93.24
54000||1856.6
54001||1076.6
54015||794.41
54055||101.94
54057||1100.39
54060||1100.39
54065||1100.39
54100||794.41
54105||1348.05
54110||1856.6
54111||2828.23
54112||5360.91
54115||1348.05
54120||1856.6
54150||1076.6
54160||354.35
54161||1076.6
54162||1076.6
54163||1076.6
54164||1076.6
54200||83.08
54205||2828.23
54220||146.59
54231||75.46
54235||51.52
54240||47.89
54250||15.6
54300||1856.6
54304||1856.6
54308||2828.23
54312||1856.6
54316||5360.91
54318||1856.6
54322||1856.6
54324||1856.6
54326||1856.6
54328||1856.6
54340||1856.6
54344||5360.91
54348||2828.23
54352||2828.23
54360||1856.6
54380||1076.6
54385||1076.6
54400||12238.04
54401||19288.26
54405||19377.42
54406||1856.6
54408||2828.23
54410||19018.7
54415||1856.6
54416||18835.2
54420||1856.6
54435||1856.6
54437||1856.6
54440||1856.6
54450||146.59
54500||1348.05
54505||1856.6
54512||1856.6
54520||1856.6
54522||1856.6
54530||1890.09
54550||1890.09
54560||1076.6
54600||1856.6
54620||1856.6
54640||1890.09
54650||1890.09
54660||3825.27
54670||1856.6
54680||1856.6
54690||3208.13
54692||3208.13
54700||1076.6
54800||794.41
54830||1856.6
54840||1076.6
54860||1856.6
54861||1856.6
54865||1856.6
54900||1076.6
54901||1856.6
55000||72.56
55040||1890.09
55041||1890.09
55060||1856.6
55100||794.41
55110||1856.6
55120||1076.6
55150||1856.6
55175||1856.6
55180||2828.23
55200||1856.6
55250||1076.6
55400||1856.6
55500||1856.6
55520||1856.6
55530||1856.6
55535||3556.76
55540||1890.09
55550||3208.13
55600||1076.6
55680||1856.6
55700||1076.6
55705||1856.6
55706||1856.6
55720||1856.6
55725||1856.6
55860||2828.23
55870||91.42
55873||7762.4
55874||4378.47
55875||2828.23
55876||1079.08
55880||5360.91
55882||12032.02
55920||2496.21
56405||95.06
56420||122.0
56440||1877.85
56441||1877.85
56442||1877.85
56501||141.85
56515||1100.39
56605||58.04
56620||1877.85
56625||1877.85
56700||1877.85
56740||1877.85
56800||1877.85
56805||1877.85
56810||1877.85
56820||73.64
56821||95.77
57000||1877.85
57010||1877.85
57020||2496.21
57022||1348.05
57023||1348.05
57061||126.26
57065||1877.85
57100||61.68
57105||1877.85
57120||2496.21
57130||1877.85
57135||1877.85
57155||2496.21
57156||182.91
57160||43.17
57170||45.35
57180||122.0
57200||1877.85
57210||1877.85
57220||2496.21
57230||1877.85
57240||2496.21
57250||2496.21
57260||2496.21
57265||2496.21
57268||2496.21
57282||3500.93
57283||3500.93
57287||1877.85
57288||3237.73
57289||3500.93
57291||2496.21
57295||1877.85
57300||1877.85
57310||3500.93
57320||2496.21
57400||1877.85
57410||1877.85
57415||1877.85
57420||77.64
57421||100.14
57425||5491.35
57426||3500.93
57452||74.73
57454||85.25
57455||91.79
57456||87.44
57460||214.78
57461||229.65
57500||113.19
57505||116.1
57510||100.14
57511||132.79
57513||1877.85
57520||1877.85
57522||1877.85
57530||2496.21
57550||2496.21
57556||2496.21
57558||1877.85
57700||1877.85
57720||1877.85
57800||51.52
58100||58.04
58120||1877.85
58145||1877.85
58260||2496.21
58262||2496.21
58301||65.3
58321||50.8
58322||52.97
58323||6.17
58345||1877.85
58346||2496.21
58350||2496.21
58353||2496.21
58356||1458.81
58541||5491.35
58542||5491.35
58543||5491.35
58544||5491.35
58545||3208.13
58546||5491.35
58550||3208.13
58552||5491.35
58553||5491.35
58554||5491.35
58555||1877.85
58558||1877.85
58559||2496.21
58560||2496.21
58561||2496.21
58562||1877.85
58563||2496.21
58565||3163.85
58570||5491.35
58571||5491.35
58572||5491.35
58573||5491.35
58580||4437.31
58600||1877.85
58615||1877.85
58660||3208.13
58661||3208.13
58662||3208.13
58670||3208.13
58671||3208.13
58672||3208.13
58673||5491.35
58674||5491.35
58800||1877.85
58805||1877.85
58820||1877.85
58900||1877.85
58970||523.98
58974||523.98
58976||182.91
59000||67.48
59001||182.91
59012||182.91
59015||69.29
59020||37.37
59025||21.77
59070||182.91
59072||247.05
59074||182.91
59076||182.91
59100||2496.21
59150||3208.13
59151||3208.13
59160||1877.85
59200||88.16
59300||134.23
59320||1877.85
59412||1877.85
59414||1877.85
59812||1877.85
59820||1877.85
59821||1877.85
59840||1877.85
59841||1877.85
59866||182.91
59870||1877.85
59871||1877.85
60000||737.32
60100||56.95
60200||3208.13
60210||3208.13
60212||3208.13
60220||3208.13
60225||3208.13
60240||3208.13
60260||3272.1
60280||3208.13
60281||3208.13
60300||73.29
60500||3272.1
60660||794.41
61000||416.95
61001||416.95
61020||536.06
61026||416.95
61050||177.75
61055||177.75
61070||416.95
61215||3465.32
61330||1564.02
61770||3465.32
61790||1037.4
61791||1037.4
61880||2180.76
61885||22546.9
61886||29486.37
61888||11948.18
62194||1037.4
62225||3465.32
62230||3465.32
62252||45.35
62263||536.06
62264||536.06
62267||423.52
62268||536.06
62269||794.41
62270||416.95
62272||416.95
62273||416.95
62280||536.06
62281||536.06
62282||536.06
62287||1037.4
62292||1037.4
62294||536.06
62320||416.95
62321||416.95
62322||536.06
62323||416.95
62324||536.06
62325||536.06
62326||536.06
62327||536.06
62328||416.95
62329||416.95
62350||4807.76
62355||1037.4
62360||16478.6
62361||17426.48
62362||16273.28
62365||3465.32
62367||15.6
62368||21.77
62369||72.56
62370||63.49
62380||3937.76
63001||3937.76
63003||3937.76
63005||3937.76
63020||3937.76
63030||3937.76
63042||3937.76
63045||3937.76
63046||3937.76
63047||3937.76
63055||3937.76
63056||3937.76
63600||1037.4
63610||1466.32
63650||5702.49
63655||20306.21
63661||1037.4
63662||2180.76
63663||5786.84
63664||10242.52
63685||29477.52
63688||2180.76
63744||4823.61
63746||1037.4
64400||87.44
64405||40.27
64408||56.6
64415||536.06
64416||679.43
64417||536.06
64418||48.98
64420||416.95
64421||536.06
64425||79.1
64430||536.06
64435||54.42
64445||113.55
64446||536.06
64447||72.93
64448||682.34
64449||536.06
64450||50.8
64451||416.95
64454||416.95
64455||25.03
64461||416.95
64463||416.95
64479||536.06
64483||536.06
64490||536.06
64493||536.06
64505||95.77
64510||536.06
64517||536.06
64520||536.06
64530||536.06
64553||10195.89
64555||6564.97
64561||5852.21
64566||98.68
64568||30103.91
64569||12763.45
64570||3465.32
64575||11129.67
64580||22653.38
64581||6139.71
64582||28973.47
64583||9512.73
64584||3465.32
64585||2180.76
64590||22064.37
64595||2778.9
64596||9512.73
64598||2180.76
64600||536.06
64605||1037.4
64610||1037.4
64611||93.6
64612||88.89
64615||76.91
64616||77.64
64617||96.5
64620||536.06
64624||1037.4
64625||1037.4
64628||10682.13
64630||536.06
64632||51.52
64633||1037.4
64635||1037.4
64640||190.83
64642||93.97
64644||114.28
64646||93.97
64647||102.31
64650||65.67
64653||73.29
64680||536.06
64681||536.06
64702||1037.4
64704||1037.4
64708||1037.4
64712||1037.4
64713||1037.4
64714||1037.4
64716||1037.4
64718||1037.4
64719||1037.4
64721||1037.4
64722||1037.4
64726||1037.4
64732||1037.4
64734||1037.4
64736||1037.4
64738||1037.4
64740||1037.4
64742||1037.4
64744||1037.4
64746||1037.4
64763||1037.4
64766||1314.87
64771||1037.4
64772||1037.4
64774||1037.4
64776||1037.4
64782||1037.4
64784||1037.4
64786||3465.32
64788||1037.4
64790||1037.4
64792||3465.32
64795||1037.4
64802||1037.4
64820||1037.4
64821||1771.19
64822||1771.19
64823||1771.19
64831||1037.4
64834||3465.32
64835||3465.32
64836||3465.32
64840||3465.32
64856||3465.32
64857||3465.32
64858||1037.4
64861||1037.4
64862||3465.32
64864||3465.32
64865||4392.17
64885||3465.32
64886||4392.17
64890||4392.17
64891||4392.17
64892||5146.51
64893||3465.32
64895||3465.32
64896||3465.32
64897||3465.32
64898||3465.32
64905||3465.32
64907||3465.32
64910||4969.51
64912||5119.6
65091||1780.02
65093||1780.02
65101||1780.02
65103||1780.02
65105||1780.02
65110||1780.02
65112||1780.02
65114||1780.02
65125||1150.76
65130||1780.02
65135||1780.02
65140||1780.02
65150||1780.02
65155||1780.02
65175||1780.02
65235||1361.97
65260||1361.97
65265||1361.97
65270||1150.76
65272||1150.76
65275||1780.02
65280||2947.95
65285||2947.95
65286||485.06
65290||1780.02
65400||556.28
65410||1150.76
65420||1150.76
65426||1150.76
65435||53.33
65436||231.46
65450||179.58
65600||306.57
65710||2947.95
65730||2349.0
65750||2947.95
65755||2349.0
65756||2349.0
65770||12391.66
65772||556.28
65775||1150.76
65780||1780.02
65781||3980.59
65782||1780.02
65785||3343.5
65800||1361.97
65810||1361.97
65815||1361.97
65820||2349.0
65850||1361.97
65855||146.57
65860||190.83
65865||1361.97
65870||1361.97
65875||1361.97
65880||2349.0
65900||1361.97
65920||1361.97
65930||1361.97
66020||1361.97
66030||1361.97
66130||1150.76
66150||2349.0
66155||2349.0
66160||1361.97
66170||1361.97
66172||1361.97
66174||2349.0
66175||4770.86
66179||3716.84
66180||3840.2
66183||3355.27
66184||1361.97
66185||1361.97
66225||2947.95
66250||1150.76
66500||1361.97
66505||1361.97
66600||2349.0
66605||1361.97
66625||1361.97
66630||1361.97
66635||1361.97
66680||1361.97
66682||1361.97
66683||15574.03
66700||1361.97
66710||1150.76
66711||1361.97
66720||1150.76
66740||1150.76
66761||202.44
66762||303.66
66770||330.33
66820||1361.97
66821||330.33
66825||1361.97
66830||1361.97
66840||1361.97
66850||1361.97
66852||2349.0
66920||1361.97
66930||2349.0
66940||1361.97
66982||1361.97
66983||1361.97
66984||1361.97
66985||1361.97
66986||1361.97
66987||2349.0
66988||2349.0
66989||4220.45
66991||4216.88
67005||1361.97
67010||1361.97
67015||1361.97
67025||1361.97
67027||2110.85
67028||65.67
67030||1361.97
67031||330.33
67036||2349.0
67039||2349.0
67040||2349.0
67041||2349.0
67042||2349.0
67043||2349.0
67101||223.48
67105||186.48
67107||2349.0
67108||2349.0
67110||553.99
67113||2947.95
67115||2349.0
