SVC_CD	MODIFIER_1	MODIFIER_2	MODIFIER_3	MODIFIER_4	FEE	AS_OF_DATE	AGE_UNIT	FROM_AGE	THROUGH_AGE	PLACE_OF_SERVICE_CODE
J9325					70.367					
J9328					10.409					
J9330					29.518					
J9331					117.449					
J9332					32.449					
J9333					22.821					
J9334					33.101					
J9340					221.753					
J9345					29.264					
J9347					138.432					
J9348					642.289					
J9349					13.966					
J9350					641.067					
J9351					1.784					
J9352					362.75					
J9353					49.4					
J9354					40.968					
J9355					77.051					
J9356					63.064					
J9357					1392.518					
J9358					28.81					
J9359					212.118					
J9360					4.834					
J9370					8.332					
J9380					32.551					
J9381					37.236					
J9390					6.503					
J9394					12.257					
J9395					6.656					
J9400					7.984					
P9041					10.6153					
P9045					53.077					
P9046					21.231					
P9047					53.077					
Q0138					0.377					
Q0139					0.377					
Q0162					0.013					
Q0167					1.849					
Q0224					6583.5					
Q0249					7.569					
Q2041					489517.151					
Q2042					565623.836					
Q2043					55536.498					
Q2050					136.046					
Q2053					488037.999					
Q2054					516485.967					
Q2055					528312.427					
Q2056					551318.337					
Q3027					55.62					
Q4074					148.238					
Q4081					0.646					
Q4101					30.476					
Q4102					12.07					
Q4103					12.481					
Q4104					52.396					
Q4105					30.277					
Q4108					44.841					
Q4110					65.405					
Q4111					7.326					
Q4114					1600.605					
Q4115					15.151					
Q4118					2.543					
Q4121					48.454					
Q4124					10.216					
Q4126					59.544					
Q4127					68.487					
Q4128					30.593					
Q4132					136.851					
Q4133					138.753					
Q4137					116.681					
Q4138					93.566					
Q4140					171.809					
Q4141					37.984					
Q4148					127.505					
Q4150					86.699					
Q4151					143.415					
Q4152					52.05					
Q4153					232.713					
Q4154					144.357					
Q4155					28.723					
Q4156					64.045					
Q4158					75.455					
Q4159					263.351					
Q4160					93.929					
Q4163					182.181					
Q4166					20.556					
Q4171					11.913					
Q4175					69.044					
Q4178					87.176					
Q4184					624.34					
Q4186					158.334					
Q4187					242.727					
Q4188					346.642					
Q4190					235.692					
Q4191					1016.313					
Q4194					858.919					
Q4195					102.788					
Q4196					105.69					
Q4197					72.644					
Q4199					363.787					
Q4201					85.034					
Q4203					300.181					
Q4205					1159.614					
Q4217					370.863					
Q4222					116.964					
Q4229					521.027					
Q4231					1013.111					
Q4232					265.144					
Q4235					95.148					
Q4236					613.603					
Q4238					1557.992					
Q4252					76.969					
Q4253					119.428					
Q4256					972.834					
Q4257					487.721					
Q4258					73.42					
Q4259					1280.736					
Q4262					302.521					
Q4265					2114.7					
Q4266					888.916					
Q4267					371.312					
Q4271					1541.612					
Q4276					483.792					
Q4278					306.067					
Q4279					2385.0					
Q4280					129.091					
Q4281					888.114					
Q4282					486.781					
Q4283					660.382					
Q4289					1859.498					
Q4294					2521.474					
Q4298					2172.414					
Q4300					2114.7					
Q4302					2008.7					
Q4303					3412.785					
Q4304					919.993					
Q4310					2154.978					
Q5101					0.357					
Q5103					11.55					
Q5104					26.263					
Q5105					0.747					
Q5106					7.469					
Q5107					28.727					
Q5108					125.304					
Q5110					0.289					
Q5111					135.55					
Q5112					26.369					
Q5113					71.978					
Q5114					51.84					
Q5115					31.833					
Q5116					18.969					
Q5117					34.688					
Q5118					23.0					
Q5119					23.589					
Q5120					137.927					
Q5121					19.825					
Q5122					117.01					
Q5123					36.776					
Q5124					169.199					
Q5125					0.451					
Q5126					58.232					
Q5127					298.305					
Q5128					168.744					
Q5129					52.001					
Q5130					183.517					
Q5133					5.996					
Q5135					4.106					
Q9950					18.676					
Q9956					41.605					
Q9957					41.605					
Q9958					0.073					
Q9961					0.291					
Q9963					0.217					
Q9965					1.204					
Q9966					0.405					
Q9967					0.144					
Q9991					1931.812					
Q9992					1931.812					
