SVC_CD	MODIFIER_1	MODIFIER_2	MODIFIER_3	MODIFIER_4	FEE	AS_OF_DATE	AGE_UNIT	FROM_AGE	THROUGH_AGE	PLACE_OF_SERVICE_CODE
Q4151					144.437					
Q4152					43.449					
Q4153					44.23					
Q4154					148.97					
Q4155					21.82					
Q4156					68.431					
Q4159					305.583					
Q4160					97.638					
Q4161					68.408					
Q4163					13.079					
Q4164					1552.698					
Q4166					18.979					
Q4170					52.791					
Q4171					10.898					
Q4173					402.514					
Q4175					62.864					
Q4178					83.494					
Q4180					393.375					
Q4184					624.34					
Q4186					154.668					
Q4187					244.487					
Q4188					543.202					
Q4190					314.303					
Q4191					80.333					
Q4196					103.745					
Q4197					94.441					
Q4199					273.203					
Q4201					93.245					
Q4205					1309.047					
Q4217					573.002					
Q4221					1855.0					
Q4222					108.67					
Q4227					1038.8					
Q4234					457.844					
Q4235					149.969					
Q4236					36.859					
Q4238					883.616					
Q4248					1106.816					
Q4253					253.517					
Q4258					76.466					
Q4262					706.77					
Q4263					529.163					
Q4265					2114.7					
Q4266					1584.7					
Q4267					729.254					
Q4268					1209.664					
Q4271					75.728					
Q4278					404.713					
Q4281					57.025					
Q4282					669.82					
Q4283					1059.209					
Q4294					2279.0					
Q4295					2067.0					
Q4298					2173.0					
Q4299					2385.0					
Q5101					0.248					
Q5103					10.663					
Q5104					29.911					
Q5105					0.682					
Q5106					6.82					
Q5107					26.604					
Q5108					147.755					
Q5110					0.277					
Q5111					166.046					
Q5112					32.455					
Q5113					62.632					
Q5114					55.784					
Q5115					33.703					
Q5116					12.644					
Q5117					19.339					
Q5118					20.97					
Q5119					19.251					
Q5121					21.889					
Q5122					79.595					
Q5123					40.372					
Q5124					157.712					
Q5125					0.41					
Q5126					57.724					
Q5127					335.393					
Q5128					204.567					
Q5129					61.241					
Q5130					194.062					
Q9950					19.038					
Q9956					41.793					
Q9957					41.793					
Q9958					0.072					
Q9963					0.217					
Q9965					1.888					
Q9966					0.349					
Q9967					0.135					
Q9991					1961.559					
Q9992					1961.559					
