SVC_CD	MODIFIER_1	MODIFIER_2	MODIFIER_3	MODIFIER_4	FEE	AS_OF_DATE	AGE_UNIT	FROM_AGE	THROUGH_AGE	PLACE_OF_SERVICE_CODE
90371					139.931					
90375					287.708					
90377					265.505					
90586					149.537					
90632					70.476					
90653					83.49					
90656					22.35					
90657					10.929					
90658					21.858					
90660					28.871					
90661					36.849					
90662					83.492					
90670					257.989					
90671					253.56					
90673					83.492					
90675					350.14					
90677					298.036					
90684					327.893					
90714					32.51007312844477					
90715					38.52					
90732					133.472					
90739					168.298					
90740					158.152					
90743					75.145					
90744					30.77					
90746					70.376					
90747					140.752					
90759					73.815					
91304					161.538					
91318					65.55					
91319					87.78					
91320					155.895					
91321					147.06					
91322					161.652					
A9573					4.168					
A9575					0.117					
A9576					1.468					
A9577					1.815					
A9578					1.794					
A9579					1.492					
A9581					14.733					
A9585					0.274					
A9589					1366.361					
A9606										
J0121					3.802					
J0122					1.209					
J0129					43.437					
J0131					0.041					
J0132					0.569					
J0133					0.026					
J0134					0.041					
J0136					0.048					
J0137					0.053					
J0153					0.397					
J0171					0.825					
J0172					5.978					
J0173					2.009					
J0174					1.336					
J0175					4.094					
J0177					333.696					
J0178					821.98					
J0179					332.565					
J0180					223.522					
J0185					1.765					
J0202					2337.693					
J0206					5.003					
J0217					442.004					
J0218					382.56					
J0219					77.752					
J0221					201.965					
J0222					98.879					
J0223					112.135					
J0224					317.878					
J0225					4926.002					
J0248					6.354					
J0256					4.935					
J0257					5.576					
J0278					0.769					
J0280					6.481					
J0283					2.544					
J0285					48.957					
J0289					23.325					
J0290					0.784					
J0291					3.593					
J0295					2.017					
J0348					0.459					
J0349					10.121					
J0360					4.04					
J0401					7.074					
J0402					5.947					
J0456					2.059					
J0457					1.974					
J0461					0.108					
J0475					174.581					
J0476					43.552					
J0480					4588.77					
J0485					3.812					
J0490					54.149					
J0491					17.291					
J0500					15.874					
J0515					16.562					
J0517					167.297					
J0558					19.523					
J0561					24.368					
J0565					39.863					
J0577					429.156					
J0578					1716.623					
J0583					0.167					
J0584					469.576					
J0585					6.406					
J0586					8.63					
J0587					12.989					
J0588					5.338					
J0592					4.026					
J0594					1.27					
J0595					4.061					
J0596					34.724					
J0597					68.362					
J0598					64.212					
J0612					0.039					
J0613					0.088					
J0630					1173.059					
J0637					6.32					
J0638					127.81					
J0640					4.07					
J0641					0.206					
J0642					1.375					
J0665					0.011					
J0670					3.488					
J0687					1.036					
J0688					0.984					
J0689					1.26					
J0690					0.805					
J0692					1.217					
