SVC_CD	MODIFIER_1	MODIFIER_2	MODIFIER_3	MODIFIER_4	FEE	AS_OF_DATE	AGE_UNIT	FROM_AGE	THROUGH_AGE	PLACE_OF_SERVICE_CODE
90371					135.593					
90375					308.669					
90376					356.331					
90377					239.919					
90586					141.524					
90632					64.737					
90662					65.261					
90670					241.383					
90671					246.195					
90672					26.876					
90674					29.94					
90675					341.946					
90677					264.737					
90682					65.261					
90685					21.639					
90686					20.526					
90687					9.953					
90688					19.906					
90694					66.426					
90714					27.7					
90715					36.162					
90732					133.472					
90739					144.21					
90740					140.756					
90744					28.757					
90746					70.378					
90747					140.756					
90756					28.37					
A9575					0.151					
A9576					1.451					
A9577					1.878					
A9578					1.774					
A9579					1.575					
A9581					14.738					
A9585					0.346					
A9589					1199.104					
A9606										
J0121					3.327					
J0122					1.013					
J0129					44.522					
J0132					0.785					
J0133					0.041					
J0153					0.523					
J0171					0.723					
J0172					11.872					
J0178					915.747					
J0179					311.931					
J0180					198.747					
J0185					1.722					
J0202					2129.148					
J0221					181.416					
J0222					97.775					
J0223					106.667					
J0248					5.512					
J0256					4.546					
J0257					4.982					
J0278					0.912					
J0280					6.139					
J0285					41.002					
J0287					9.602					
J0289					29.467					
J0290					0.711					
J0291					3.099					
J0295					2.727					
J0348					0.567					
J0360					5.353					
J0401					5.99					
J0456					2.634					
J0461					0.088					
J0475					181.568					
J0476					73.059					
J0480					4037.651					
J0485					3.789					
J0490					48.233					
J0500					28.625					
J0515					19.02					
J0517					167.44					
J0558					11.776					
J0561					15.044					
J0565					39.786					
J0583					0.419					
J0584					380.146					
J0585					6.171					
J0586					8.309					
J0587					12.123					
J0588					5.058					
J0592					4.089					
J0594					1.451					
J0595					2.891					
J0596					30.015					
J0597					57.397					
J0598					58.962					
J0600					5708.594					
J0610					4.288					
J0630					2841.589					
J0636					0.719					
J0637					6.569					
J0638					115.889					
J0640					4.442					
J0641					0.113					
J0642					1.833					
J0670					2.926					
J0690					0.769					
J0691					0.724					
J0692					1.758					
J0694					4.68					
J0695					6.637					
J0696					0.482					
J0697					1.985					
J0702					6.777					
J0712					3.566					
J0713					1.963					
J0714					92.374					
J0717					6.275					
J0720					35.796					
J0725					22.632					
J0735					33.96					
J0740					567.922					
J0741					20.556					
J0742					2.314					
J0743					7.347					
J0744					0.946					
J0770					14.137					
J0775					56.604					
J0780					4.186					
J0791					124.122					
J0800					3788.217					
J0834					32.096					
J0840					2636.687					
J0841					1022.445					
J0850					1525.458					
J0875					14.819					
J0878					0.054					
J0881					3.094					
J0882					3.094					
J0885					8.222					
J0887					1.512					
J0888					1.512					
J0894					2.883					
J0895					7.866					
J0896					37.397					
J0897					21.205					
J1000					23.957					
J1020					3.584					
J1030					5.698					
J1040					11.822					
J1050					0.571					
J1071					0.026					
J1100					0.119					
J1110					54.929					
J1120					23.481					
J1160					21.738					
J1162					4128.191					
J1165					0.508					
J1170					2.75					
J1190					189.843					
J1200					1.061					
J1201					15.287					
J1205					43.906					
J1212					636.555					
J1230					17.465					
J1240					7.122					
J1245					3.652					
J1250					6.798					
J1265					0.638					
J1270					0.392					
J1290					504.131					
J1300					228.943					
J1301					20.608					
J1303					224.632					
J1322					250.302					
J1325					16.26					
J1335					24.477					
J1364					75.253					
J1380					10.728					
J1410					341.501					
J1430					444.099					
J1437					24.398					
J1439					1.123					
J1442					0.984					
J1447					0.449					
J1448					4.952					
J1450					3.138					
J1453					0.19					
J1454					503.979					
J1458					411.913					
J1459					45.008					
J1460					45.419					
J1554					481.77					
J1555					14.748					
J1556					70.49					
J1557					50.804					
J1558					13.296					
J1559					11.785					
J1560					454.194					
J1561					46.509					
J1566					69.59					
J1568					41.613					
J1569					46.667					
J1570					47.371					
J1571					73.596					
J1572					35.893					
J1575					15.419					
J1580					1.413					
J1602					16.068					
J1610					166.773					
J1626					0.345					
J1627					6.71					
J1630					1.087					
J1631					8.161					
J1640					26.629					
J1642					0.015					
J1644					0.247					
J1645					10.012					
J1650					0.803					
J1652					1.465					
J1670					482.08					
J1720					14.761					
J1740					29.274					
J1743					542.943					
J1745					37.682					
J1746					66.253					
J1750					15.728					
J1756					0.221					
J1786					43.965					
J1815					0.897					
J1817					10.952					
J1823					462.618					
J1885					0.545					
J1930					66.183					
J1931					34.777					
J1940					0.515					
J1943					3.003					
J1944					2.95					
J1950					1366.009					
J1951					127.046					
J1953					0.093					
J1955					21.761					
J1956					0.983					
J1980					29.254					
J2001					0.025					
J2010					10.1					
J2020					6.251					
J2060					0.718					
J2150					4.63					
J2175					6.217					
J2182					28.685					
J2185					0.743					
J2210					19.382					
J2248					0.856					
J2250					0.114					
J2260					1.613					
J2270					3.165					
J2274					13.889					
J2278					9.054					
J2280					8.318					
J2300					3.073					
J2310					10.786					
J2315					3.518					
J2323					23.253					
J2350					58.907					
J2353					206.562					
J2354					0.969					
J2357					37.507					
J2358					2.917					
J2360					5.187					
J2400					30.103					
J2405					0.084					
J2407					24.396					
J2425					23.929					
J2426					12.649					
J2430					10.554					
J2469					0.857					
J2501					0.691					
J2506					182.032					
J2507					2968.605					
J2510					30.986					
J2515					24.128					
J2540					0.774					
J2543					1.416					
J2545					125.557					
J2550					2.364					
J2560					42.242					
J2562					382.78					
J2597					9.287					
J2675					1.154					
J2680					10.281					
J2690					106.265					
J2700					1.281					
J2704					0.136					
J2720					1.412					
J2724					15.093					
J2760					414.115					
J2765					1.071					
J2770					428.192					
J2778					307.198					
J2783					321.669					
J2785					61.287					
J2786					10.129					
J2788					21.775					
J2790					78.989					
J2791					4.707					
J2792					31.523					
J2794					11.044					
J2795					0.069					
J2796					83.621					
J2798					10.677					
J2800					6.478					
J2805					115.648					
J2820					53.558					
J2860					125.158					
J2916					1.921					
J2920					4.221					
J2930					5.89					
J2997					87.67					
J3000					32.944					
J3010					0.669					
J3032					16.006					
J3060					41.229					
J3090					1.661					
J3095					6.396					
J3101					134.621					
J3105					1.802					
J3111					9.333					
J3121					0.049					
J3145					1.607					
J3230					32.021					
J3240					1858.04					
J3241					315.88					
J3243					1.056					
J3245					133.594					
J3250					42.759					
J3260					4.118					
J3262					5.732					
J3285					57.473					
J3300					3.89					
J3301					1.109					
J3304					17.627					
J3315					337.005					
J3357					170.819					
J3358					11.615					
J3360					7.068					
J3370					2.776					
J3380					21.293					
J3385					359.796					
J3396					11.242					
J3410					8.43					
J3411					2.821					
J3415					5.689					
J3420					1.799					
J3430					3.423					
J3465					1.827					
J3471					0.471					
J3473					0.361					
J3475					0.61					
J3480					0.148					
J3485					1.511					
J3486					13.382					
J3489					5.767					
J7030					2.735					
J7040					1.368					
J7042					1.055					
J7050					0.684					
J7060					1.736					
J7070					3.473					
J7120					2.471					
J7170					48.748					
J7175					8.2					
J7177					1.091					
J7178					1.298					
J7179					1.842					
J7180					9.135					
J7181					16.121					
J7182					1.525					
J7183					1.142					
J7185					1.265					
J7186					1.132					
J7187					1.263					
J7188					3.197					
J7189					2.307					
J7190					1.111					
J7192					1.427					
J7193					1.165					
J7194					1.533					
J7195					1.59					
J7197					3.55					
J7198					2.204					
J7200					1.446					
J7201					3.252					
J7202					4.605					
J7203					4.269					
J7204					2.183					
J7205					2.117					
J7207					1.944					
J7208					2.107					
J7209					1.297					
J7210					1.354					
J7211					1.226					
J7212					2.202					
J7308					391.425					
J7311					324.087					
J7312					200.21					
J7313					490.947					
J7314					518.469					
J7321					75.939					
J7323					135.235					
J7324					147.751					
J7325					10.434					
J7327					790.775					
J7336					3.242					
J7340					211.263					
J7342					29.985					
J7345					1.588					
J7351					205.722					
J7402					10.56					
J7500					7.707					
J7502					2.426					
J7503					1.509					
J7504					2355.363					
J7507					0.519					
J7508					0.494					
J7509					0.252					
J7510					0.251					
J7511					838.328					
J7512					0.016					
J7515					0.868					
J7516					62.229					
J7517					0.301					
J7518					1.6					
J7520					4.501					
J7525					219.67					
J7527					5.696					
J7605					8.757					
J7606					9.876					
J7608					6.112					
J7611					0.249					
J7612					0.289					
J7613					0.046					
J7614					0.06					
J7620					0.122					
J7626					1.101					
J7631					2.501					
J7639					47.799					
J7644					0.203					
J7674					0.811					
J7677					0.191					
J7682					27.005					
J7686					671.075					
J8501					4.191					
J8520					0.374					
J8521					0.843					
J8530					0.884					
J8540					0.094					
J8560					75.507					
J8610					0.196					
J8655					322.714					
J8670					1.766					
J8700					0.353					
J8705					104.256					
J9000					3.484					
J9017					12.811					
J9019					427.269					
J9022					79.576					
J9023					87.608					
J9025					0.893					
J9027					61.654					
J9030					2.83					
J9032					43.417					
J9033					20.689					
J9034					19.076					
J9035					67.861					
J9036					22.878					
J9037					43.288					
J9039					124.113					
J9040					26.8					
J9041					44.794					
J9042					196.547					
J9043					191.311					
J9044					16.771					
J9045					2.608					
J9047					41.111					
J9050					1099.822					
J9055					67.618					
J9060					1.864					
J9061					17.905					
J9065					15.084					
J9070					27.473					
J9100					0.881					
J9119					27.674					
J9120					838.879					
J9130					3.616					
J9144					45.034					
J9145					57.222					
J9150					41.236					
J9153					207.631					
J9155					4.061					
J9171					0.459					
J9173					76.859					
J9176					6.86					
J9177					30.186					
J9178					1.455					
J9179					127.436					
J9181					0.758					
J9185					57.02					
J9190					2.129					
J9198					25.079					
J9200					69.89					
J9201					3.847					
J9202					543.158					
J9203					211.112					
J9204					212.635					
J9205					57.371					
J9206					2.449					
J9207					114.186					
J9208					26.489					
J9209					1.728					
J9210					362.313					
J9211					37.35					
J9214					32.737					
J9217					200.383					
J9218					15.0					
J9223					180.232					
J9225					5166.292					
J9226					43442.326					
J9227					69.024					
J9228					160.703					
J9229					2407.196					
J9245					197.458					
J9247					497.435					
J9250					0.207					
J9260					2.071					
J9261					155.897					
J9262					3.3					
J9263					0.074					
J9264					14.044					
J9266					21561.047					
J9267					0.124					
J9268					1934.454					
J9269					296.341					
J9271					52.3					
J9272					215.116					
J9280					50.663					
J9281					281.79					
J9293					29.402					
J9295					5.737					
J9299					29.245					
J9301					64.108					
J9302					63.957					
J9303					130.407					
J9305					76.037					
J9306					13.555					
J9307					319.734					
J9308					63.557					
J9309					113.571					
J9311					38.21					
J9312					85.633					
J9313					23.394					
