SVC_CD	MODIFIER_1	MODIFIER_2	MODIFIER_3	MODIFIER_4	FEE	AS_OF_DATE	AGE_UNIT	FROM_AGE	THROUGH_AGE	PLACE_OF_SERVICE_CODE
90371					138.917					
90375					321.802					
90376					332.821					
90377					223.614					
90586					141.234					
90632					65.695					
90662					65.261					
90670					257.989					
90671					246.195					
90672					26.876					
90674					29.94					
90675					293.588					
90677					283.717					
90682					65.261					
90685					21.639					
90686					20.526					
90687					9.953					
90688					19.906					
90694					66.426					
90714					27.941					
90715					35.635					
90732					133.472					
90739					144.21					
90740					146.329					
90744					29.043					
90746					70.376					
90747					140.752					
90756					28.37					
90759					74.528					
A9575					0.153					
A9576					1.469					
A9577					1.853					
A9578					1.75					
A9579					1.582					
A9581					14.735					
A9585					0.322					
A9589					1222.933					
A9606										
J0121					3.296					
J0122					1.013					
J0129					43.9					
J0132					0.68					
J0133					0.028					
J0153					0.457					
J0171					0.761					
J0172					5.64					
J0178					914.2					
J0179					312.277					
J0180					198.736					
J0185					1.73					
J0202					2148.998					
J0221					181.572					
J0222					97.845					
J0223					106.658					
J0248					5.512					
J0256					4.535					
J0257					4.971					
J0278					0.83					
J0280					11.571					
J0285					46.322					
J0287					9.7					
J0289					27.378					
J0290					0.646					
J0291					3.143					
J0295					2.413					
J0348					0.609					
J0360					4.442					
J0401					5.992					
J0456					2.832					
J0461					0.09					
J0475					179.649					
J0476					64.396					
J0480					4062.839					
J0485					3.784					
J0490					48.25					
J0491					16.207					
J0500					26.075					
J0515					18.438					
J0517					165.57					
J0558					11.782					
J0561					15.118					
J0565					39.871					
J0583					0.362					
J0584					380.1					
J0585					6.185					
J0586					8.402					
J0587					12.171					
J0588					5.063					
J0592					4.101					
J0594					1.909					
J0595					2.94					
J0596					30.107					
J0597					57.325					
J0598					58.958					
J0600					5708.594					
J0610					4.048					
J0630					2644.43					
J0636					0.702					
J0637					5.327					
J0638					116.942					
J0640					3.794					
J0641					0.104					
J0642					1.318					
J0670					2.95					
J0690					0.66					
J0691					0.724					
J0692					1.779					
J0694					4.657					
J0695					6.398					
J0696					0.506					
J0697					2.044					
J0702					6.787					
J0712					3.565					
J0713					1.976					
J0714					91.794					
J0717					5.638					
J0720					33.866					
J0725					24.539					
J0735					26.23					
J0740					546.203					
J0741					20.543					
J0742					2.313					
J0743					6.749					
J0744					0.931					
J0770					15.684					
J0775					58.791					
J0780					3.748					
J0791					124.181					
J0800					3780.686					
J0834					32.569					
J0840					2622.69					
J0841					918.846					
J0850					1526.582					
J0875					14.472					
J0878					0.051					
J0881					3.284					
J0882					3.284					
J0885					8.112					
J0887					1.562					
J0888					1.562					
J0894					2.713					
J0895					7.198					
J0896					37.399					
J0897					21.26					
J1000					23.918					
J1020					3.192					
J1030					5.915					
J1040					10.518					
J1050					0.136					
J1071					0.028					
J1100					0.112					
J1110					57.014					
J1120					22.552					
J1160					16.009					
J1162					4296.541					
J1165					0.437					
J1170					2.862					
J1190					181.216					
J1200					0.802					
J1201					15.105					
J1205					42.305					
J1212					636.546					
J1230					17.037					
J1240					7.26					
J1245					3.488					
J1250					6.003					
J1265					0.661					
J1270					0.304					
J1290					501.36					
J1300					228.523					
J1301					20.991					
J1303					224.768					
J1322					250.295					
J1325					16.291					
J1335					20.867					
J1364					77.177					
J1380					10.095					
J1410					341.492					
J1430					457.18					
J1437					24.217					
J1439					1.143					
J1442					0.994					
J1447					0.435					
J1448					4.946					
J1450					3.121					
J1453					0.177					
J1454					464.383					
J1458					411.922					
J1459					45.052					
J1460					46.427					
J1554					481.77					
J1555					14.74					
J1556					70.49					
J1557					50.734					
J1558					13.657					
J1559					11.787					
J1560					464.271					
J1561					43.041					
J1566					69.927					
J1568					41.822					
J1569					43.88					
J1570					44.671					
J1571					76.105					
J1572					38.716					
J1575					15.247					
J1580					1.563					
J1602					15.014					
J1610					169.741					
J1626					0.335					
J1627					6.566					
J1630					1.248					
J1631					7.758					
J1640					26.629					
J1642					0.014					
J1644					0.233					
J1645					11.621					
J1650					0.789					
J1652					1.244					
J1670					523.729					
J1720					14.743					
J1740					45.64					
J1743					542.758					
J1745					36.513					
J1746					66.49					
J1750					15.767					
J1756					0.224					
J1786					43.877					
J1817					8.944					
J1823					462.867					
J1885					0.466					
J1930					65.006					
J1931					34.776					
J1940					0.637					
J1943					2.987					
J1944					2.934					
J1950					1421.555					
J1951					126.432					
J1953					0.092					
J1955					22.459					
J1956					0.866					
J1980					28.891					
J2001					0.024					
J2010					9.481					
J2020					5.87					
J2060					0.726					
J2150					2.594					
J2175					6.66					
J2182					28.75					
J2185					0.693					
J2210					20.315					
J2248					0.805					
J2250					0.133					
J2260					1.596					
J2270					2.943					
J2274					22.335					
J2278					8.998					
J2280					9.531					
J2300					2.611					
J2310					12.144					
J2315					3.537					
J2323					23.056					
J2350					58.493					
J2353					207.427					
J2354					0.846					
J2357					37.268					
J2358					2.92					
J2360					4.616					
J2400					30.577					
J2405					0.086					
J2406					42.38					
J2407					24.513					
J2425					23.925					
J2426					12.636					
J2430					10.151					
J2469					1.214					
J2501					0.802					
J2506					167.681					
J2507					2985.846					
J2510					32.116					
J2515					24.307					
J2540					0.77					
J2543					1.352					
J2545					124.327					
J2550					2.57					
J2560					41.725					
J2562					382.648					
J2597					8.271					
J2675					1.114					
J2680					10.886					
J2690					107.864					
J2700					1.058					
J2704					0.132					
J2720					1.477					
J2724					15.117					
J2760					377.73					
J2765					1.04					
J2770					428.328					
J2778					281.882					
J2783					321.798					
J2785					61.504					
J2786					10.232					
J2788					24.838					
J2790					78.496					
J2791					4.723					
J2792					30.616					
J2794					11.046					
J2795					0.069					
J2796					83.897					
J2798					10.666					
J2800					5.88					
J2805					119.084					
J2820					54.041					
J2860					128.529					
J2916					2.057					
J2920					4.248					
J2930					6.12					
J2997					88.281					
J3000					33.37					
J3010					0.721					
J3032					16.011					
J3060					40.352					
J3090					1.661					
J3095					6.332					
J3101					134.759					
J3105					2.973					
J3111					9.318					
J3121					0.045					
J3145					1.659					
J3230					31.226					
J3240					1858.663					
J3241					315.88					
J3243					0.971					
J3245					137.273					
J3250					43.09					
J3260					2.19					
J3262					5.819					
J3285					56.809					
J3300					3.9					
J3301					1.121					
J3304					17.503					
J3315					347.646					
J3357					166.315					
J3358					11.647					
J3360					6.69					
J3370					2.736					
J3380					21.72					
J3385					359.916					
J3396					11.235					
J3410					9.75					
J3411					2.543					
J3415					10.127					
J3420					1.612					
J3430					3.488					
J3465					1.36					
J3471					0.471					
J3473					0.36					
J3475					0.761					
J3480					0.154					
J3485					1.511					
J3486					12.517					
J3489					6.644					
J7030					2.557					
J7040					1.278					
J7042					1.017					
J7050					0.639					
J7060					1.791					
J7070					3.582					
J7120					2.483					
J7170					48.676					
J7175					8.2					
J7177					1.094					
J7178					1.341					
J7179					1.805					
J7180					9.378					
J7181					15.678					
J7182					1.292					
J7183					1.131					
J7185					1.255					
J7186					1.151					
J7187					1.293					
J7188					3.196					
J7189					2.303					
J7190					1.071					
J7192					1.432					
J7193					1.183					
J7194					1.532					
J7195					1.584					
J7197					3.362					
J7198					2.211					
J7200					1.459					
J7201					3.254					
J7202					4.703					
J7203					4.071					
J7204					2.068					
J7205					2.127					
J7207					1.926					
J7208					2.093					
J7209					1.239					
J7210					1.384					
J7211					1.219					
J7212					2.01					
J7308					392.02					
J7311					334.364					
J7312					200.116					
J7313					490.947					
J7314					518.332					
J7321					74.91					
J7323					131.206					
J7324					154.749					
J7325					10.436					
J7327					769.608					
J7336					3.242					
J7340					211.399					
J7342					29.982					
J7345					1.585					
J7351					206.04					
J7402					10.56					
J7500					8.103					
J7502					2.229					
J7503					1.515					
J7504					2355.946					
J7507					0.45					
J7508					0.495					
J7509					0.268					
J7510					0.253					
J7511					842.941					
J7512					0.016					
J7515					0.746					
J7516					62.355					
J7517					0.256					
J7518					1.174					
J7520					3.995					
J7525					219.705					
J7527					5.682					
J7605					6.603					
J7606					8.918					
J7608					5.784					
J7611					0.246					
J7612					0.269					
J7613					0.044					
J7614					0.064					
J7620					0.125					
J7626					1.033					
J7631					2.403					
J7639					47.805					
J7644					0.196					
J7674					0.807					
J7677					0.189					
J7682					23.771					
J7686					704.378					
J8501					3.647					
J8520					0.408					
J8521					0.797					
J8530					0.978					
J8540					0.064					
J8560					75.516					
J8610					0.215					
J8655					355.571					
J8670					1.707					
J8700					0.305					
J8705					104.3					
J9000					3.008					
J9017					14.212					
J9019					427.269					
J9021					46.534					
J9022					79.267					
J9023					87.476					
J9025					0.718					
J9027					49.37					
J9030					2.825					
J9032					44.025					
J9033					19.374					
J9034					18.552					
J9035					69.491					
J9036					21.622					
J9037					43.158					
J9039					124.386					
J9040					25.981					
J9041					44.699					
J9042					196.653					
J9043					190.948					
J9044					15.659					
J9045					2.768					
J9047					41.335					
J9050					801.095					
J9055					67.642					
J9060					1.929					
J9061					17.896					
J9065					17.696					
J9070					23.88					
J9100					1.042					
J9119					27.623					
J9120					809.056					
J9130					5.535					
J9144					44.877					
J9145					56.684					
J9150					39.577					
J9153					212.829					
J9155					4.049					
J9171					0.473					
J9173					77.107					
J9176					6.859					
J9177					31.336					
J9178					1.656					
J9179					129.353					
J9181					0.767					
J9185					60.187					
J9190					1.802					
J9198					25.587					
J9200					97.424					
J9201					3.977					
J9202					549.643					
J9203					211.112					
J9204					213.196					
J9205					57.512					
J9206					2.297					
J9207					114.384					
J9208					26.614					
J9209					1.762					
J9210					364.991					
J9211					42.224					
J9214					31.856					
J9217					168.841					
J9218					11.613					
J9223					180.492					
J9225					5166.292					
J9226					42802.123					
J9227					68.876					
J9228					160.833					
J9229					2407.196					
J9245					186.854					
J9247					497.236					
J9250					0.236					
J9260					2.36					
J9261					136.935					
J9262					3.3					
J9263					0.068					
J9264					14.187					
J9266					21561.047					
J9267					0.128					
J9268					2065.317					
J9269					295.901					
J9271					53.699					
J9272					215.186					
J9280					48.867					
J9281					281.217					
J9293					33.92					
J9295					5.737					
J9299					29.238					
J9301					63.818					
J9302					63.957					
J9303					130.787					
J9305					76.384					
J9306					13.556					
J9307					321.088					
J9308					63.69					
J9309					113.571					
J9311					37.959					
J9312					85.435					
J9313					23.394					
J9316					70.86					
J9317					31.258					
J9319					33.228					
J9320					348.84					
J9325					57.174					
J9328					10.407					
J9330					35.348					
J9340					306.843					
J9349					12.782					
J9351					1.116					
J9352					325.029					
J9353					43.675					
J9354					34.139					
J9355					88.597					
J9356					70.957					
J9357					1412.226					
J9358					24.617					
J9359					186.83					
J9360					4.017					
J9370					4.985					
J9371					3420.781					
J9390					11.003					
J9395					11.611					
J9400					8.222					
P9041					10.49					
P9045					52.45					
P9046					20.98					
P9047					52.45					
Q0138					0.934					
Q0139					0.934					
Q0162					0.013					
Q0164					0.425					
Q0167					0.499					
Q2043					52916.501					
Q2050					178.815					
Q3027					54.457					
Q4074					140.046					
Q4081					0.811					
Q4101					30.418					
Q4102					10.299					
Q4106					29.213					
Q4110					40.328					
Q4111					6.899					
Q4121					46.053					
Q4133					131.042					
Q4137					111.056					
Q4151					131.838					
Q4159					534.888					
Q4160					91.191					
Q4163					148.551					
Q4186					155.235					
Q4187					232.608					
Q4195					73.247					
Q4196					108.332					
Q5101					0.31					
Q5103					38.682					
Q5104					61.095					
Q5105					0.826					
Q5106					8.256					
Q5107					36.131					
Q5108					179.848					
Q5110					0.356					
Q5111					183.412					
Q5112					76.886					
Q5113					52.588					
Q5114					50.111					
Q5115					53.691					
Q5116					51.016					
Q5117					42.882					
Q5118					45.863					
Q5119					49.816					
Q5120					179.238					
Q5121					43.29					
Q5122					243.045					
Q5123					56.588					
Q9950					18.926					
Q9956					30.568					
Q9957					45.852					
Q9958					0.074					
Q9961					0.238					
Q9963					0.183					
Q9965					0.815					
Q9966					0.348					
Q9967					0.119					
Q9991					1781.309					
Q9992					1781.309					
