HCPCS	EFF_DATE	RATE2022
85335	20220101	12.87
85337	20220101	17.27
85345	20220101	4.69
85347	20220101	4.28
85348	20220101	4.49
85360	20220101	8.41
85362	20220101	6.89
85366	20220101	80.46
85370	20220101	12.43
85378	20220101	9.72
85379	20220101	10.18
85380	20220101	10.18
85384	20220101	9.72
85385	20220101	14.46
85390	20220101	15.48
85397	20220101	30.86
85400	20220101	7.71
85410	20220101	7.71
85415	20220101	17.19
85420	20220101	6.53
85421	20220101	10.18
85441	20220101	4.2
85445	20220101	6.82
85460	20220101	7.73
85461	20220101	9.36
85475	20220101	8.87
85520	20220101	13.09
85525	20220101	11.84
85530	20220101	13.09
85536	20220101	6.88
85540	20220101	8.6
85547	20220101	8.6
85549	20220101	18.75
85555	20220101	7.47
85557	20220101	13.36
85576	20220101	24.91
85576	20220101	24.91
85597	20220101	17.98
85598	20220101	17.98
85610	20220101	4.29
85610	20220101	4.29
85611	20220101	3.94
85612	20220101	17.49
85613	20220101	9.58
85635	20220101	9.85
85651	20220101	4.27
85652	20220101	2.7
85660	20220101	5.51
85670	20220101	5.77
85675	20220101	6.85
85705	20220101	9.63
85730	20220101	6.01
85732	20220101	6.47
85810	20220101	11.67
86000	20220101	6.98
86001	20220101	7.82
86003	20220101	5.22
86005	20220101	7.97
86008	20220101	17.93
86015	20220101	11.53
86021	20220101	15.05
86022	20220101	18.37
86023	20220101	12.46
86036	20220101	12.05
86037	20220101	12.05
86038	20220101	12.09
86039	20220101	11.16
86051	20220101	11.53
86052	20220101	12.05
86053	20220101	12.05
86060	20220101	7.3
86063	20220101	5.77
86140	20220101	5.18
86141	20220101	12.95
86146	20220101	25.45
86147	20220101	25.45
86148	20220101	16.07
86152	20220101	250.78
86155	20220101	15.99
86156	20220101	8.07
86157	20220101	8.06
86160	20220101	12.0
86161	20220101	12.0
86162	20220101	20.32
86171	20220101	10.01
86200	20220101	12.95
86215	20220101	13.25
86225	20220101	13.74
86226	20220101	12.11
86231	20220101	12.09
86235	20220101	17.93
86255	20220101	12.05
86256	20220101	12.05
86258	20220101	11.53
86277	20220101	15.74
86280	20220101	8.19
86294	20220101	25.57
86294	20220101	25.57
86300	20220101	20.81
86301	20220101	20.81
86304	20220101	20.81
86305	20220101	20.81
86308	20220101	5.18
86308	20220101	5.18
86309	20220101	6.47
86310	20220101	7.37
86316	20220101	20.81
86317	20220101	14.99
86318	20220101	18.09
86318	20220101	18.09
86320	20220101	29.92
86325	20220101	23.13
86327	20220101	29.92
86328	20220101	45.28
86328	20220101	45.28
86329	20220101	14.05
86331	20220101	11.98
86332	20220101	24.37
86334	20220101	22.34
86335	20220101	29.35
86336	20220101	15.59
86337	20220101	21.41
86340	20220101	15.08
86341	20220101	23.57
86343	20220101	12.46
86344	20220101	10.39
86352	20220101	135.86
86353	20220101	49.03
86355	20220101	37.73
86356	20220101	26.78
86357	20220101	37.73
86359	20220101	37.73
86360	20220101	46.98
86361	20220101	26.78
86362	20220101	12.05
86363	20220101	12.05
86364	20220101	11.53
86367	20220101	77.78
86376	20220101	14.55
86381	20220101	25.45
86382	20220101	16.91
86384	20220101	13.61
86386	20220101	21.78
86386	20220101	21.78
86403	20220101	11.54
86406	20220101	10.64
86408	20220101	0.0
86409	20220101	0.0
86413	20220101	0.0
86430	20220101	6.14
86431	20220101	5.67
86480	20220101	61.98
86481	20220101	100.0
86590	20220101	12.66
86592	20220101	4.27
86593	20220101	4.4
86596	20220101	18.4
86602	20220101	10.18
86603	20220101	12.87
86606	20220101	15.05
86609	20220101	12.88
86611	20220101	10.18
86612	20220101	12.9
86615	20220101	13.19
86617	20220101	15.49
86618	20220101	17.03
86618	20220101	17.03
86619	20220101	13.38
86622	20220101	8.93
86625	20220101	13.12
86628	20220101	12.01
86631	20220101	11.82
86632	20220101	12.68
86635	20220101	11.47
86638	20220101	12.12
86641	20220101	14.41
86644	20220101	14.39
86645	20220101	16.85
86648	20220101	15.21
86651	20220101	13.19
86652	20220101	13.19
86653	20220101	13.19
86654	20220101	13.19
86658	20220101	13.03
86663	20220101	13.12
86664	20220101	15.29
86665	20220101	18.14
86666	20220101	10.18
86668	20220101	14.16
86671	20220101	12.25
86674	20220101	14.72
86677	20220101	16.85
86682	20220101	13.01
86684	20220101	15.84
86687	20220101	9.09
86688	20220101	14.0
86689	20220101	19.35
86692	20220101	17.16
86694	20220101	14.39
86695	20220101	13.19
86696	20220101	19.35
86698	20220101	13.79
86701	20220101	8.89
86701	20220101	8.89
86702	20220101	13.52
86703	20220101	13.71
86704	20220101	12.05
86705	20220101	11.77
86706	20220101	10.74
86707	20220101	11.57
86708	20220101	12.39
86709	20220101	11.26
86710	20220101	13.55
86711	20220101	16.89
86713	20220101	15.3
86717	20220101	12.25
86720	20220101	16.2
86723	20220101	13.19
86727	20220101	12.87
86732	20220101	15.0
86735	20220101	13.05
86738	20220101	13.24
86741	20220101	13.19
86744	20220101	15.99
86747	20220101	15.03
86750	20220101	13.19
86753	20220101	12.39
86756	20220101	15.89
86757	20220101	19.35
86759	20220101	18.23
86762	20220101	14.39
86765	20220101	12.88
86768	20220101	13.19
86769	20220101	42.13
86771	20220101	24.48
86774	20220101	14.8
86777	20220101	14.39
86778	20220101	14.41
86780	20220101	13.24
86780	20220101	13.24
86784	20220101	12.56
86787	20220101	12.88
86788	20220101	16.85
86789	20220101	14.39
86790	20220101	12.88
86793	20220101	13.19
86794	20220101	16.85
86800	20220101	15.91
86803	20220101	14.27
86803	20220101	14.27
86804	20220101	15.49
86805	20220101	189.51
86806	20220101	47.59
86807	20220101	78.65
86808	20220101	29.68
86812	20220101	25.81
86813	20220101	58.0
86816	20220101	30.17
86817	20220101	106.14
86821	20220101	36.56
86825	20220101	109.49
86826	20220101	36.53
86828	20220101	64.19
86829	20220101	64.19
86830	20220101	95.52
86831	20220101	81.88
86832	20220101	323.75
86833	20220101	325.8
86834	20220101	357.56
86835	20220101	322.96
86850	20220101	9.77
86880	20220101	5.39
86885	20220101	5.72
86886	20220101	5.18
86900	20220101	2.99
86901	20220101	2.99
86902	20220101	6.35
86904	20220101	16.34
86905	20220101	3.83
86906	20220101	7.75
86940	20220101	8.77
86941	20220101	12.11
87003	20220101	16.84
87015	20220101	6.68
87040	20220101	10.32
87045	20220101	9.44
87046	20220101	9.44
87070	20220101	8.62
87071	20220101	9.89
87073	20220101	9.66
87075	20220101	9.47
87076	20220101	8.08
87077	20220101	8.08
87077	20220101	8.08
87081	20220101	6.63
87084	20220101	27.07
87086	20220101	8.07
87088	20220101	8.09
87101	20220101	7.71
87102	20220101	8.41
87103	20220101	20.46
87106	20220101	10.32
87107	20220101	10.32
87109	20220101	15.39
87110	20220101	19.6
87116	20220101	10.8
87118	20220101	14.61
87140	20220101	5.57
87143	20220101	12.52
87147	20220101	5.18
87149	20220101	20.05
87150	20220101	35.09
87152	20220101	7.74
87153	20220101	115.36
87154	20220101	218.06
87158	20220101	7.74
87164	20220101	10.74
87166	20220101	11.3
87168	20220101	4.27
87169	20220101	4.31
87172	20220101	4.27
87176	20220101	5.88
87177	20220101	8.9
87181	20220101	4.75
87184	20220101	7.48
87185	20220101	4.75
87186	20220101	8.65
87187	20220101	40.17
87188	20220101	6.64
87190	20220101	7.31
87197	20220101	15.02
87205	20220101	4.27
87206	20220101	5.39
87207	20220101	5.99
87209	20220101	17.98
87210	20220101	5.82
87210	20220101	5.82
87220	20220101	4.27
87230	20220101	19.74
87250	20220101	19.56
87252	20220101	26.07
87253	20220101	20.2
87254	20220101	19.56
87255	20220101	33.86
87260	20220101	14.43
87265	20220101	11.98
87267	20220101	13.42
87269	20220101	13.61
87270	20220101	11.98
87271	20220101	13.42
87272	20220101	11.98
87273	20220101	11.98
87274	20220101	11.98
87275	20220101	12.25
87276	20220101	16.07
87278	20220101	15.6
87279	20220101	16.43
87280	20220101	13.42
87281	20220101	11.98
87283	20220101	60.8
87285	20220101	12.18
87290	20220101	13.42
87299	20220101	16.1
87300	20220101	11.98
87301	20220101	11.98
87305	20220101	11.98
87320	20220101	15.0
87324	20220101	11.98
87327	20220101	13.42
87328	20220101	13.82
87329	20220101	11.98
87332	20220101	11.98
87335	20220101	12.66
87336	20220101	16.0
87337	20220101	11.98
87338	20220101	14.38
87338	20220101	14.38
87339	20220101	16.0
87340	20220101	10.33
87341	20220101	10.33
87350	20220101	11.53
87380	20220101	18.36
87385	20220101	13.25
87389	20220101	24.08
87389	20220101	24.08
87390	20220101	24.06
87391	20220101	21.9
87400	20220101	14.13
87400	20220101	14.13
87420	20220101	13.91
87420	20220101	13.91
87425	20220101	11.98
87426	20220101	0.0
87426	20220101	0.0
87427	20220101	11.98
87428	20220101	30.94
87428	20220101	30.94
87430	20220101	16.81
87430	20220101	16.81
87449	20220101	11.98
87449	20220101	11.98
87451	20220101	10.51
87471	20220101	35.09
87472	20220101	42.84
87475	20220101	20.05
87476	20220101	35.09
87480	20220101	20.05
87481	20220101	35.09
87482	20220101	55.74
87483	20220101	416.78
87485	20220101	20.05
87486	20220101	35.09
87487	20220101	42.84
87490	20220101	22.75
87491	20220101	35.09
87492	20220101	53.47
87493	20220101	37.27
87495	20220101	30.03
87496	20220101	35.09
87497	20220101	42.84
87498	20220101	35.09
87500	20220101	35.09
87501	20220101	51.31
87502	20220101	95.8
87502	20220101	95.8
87503	20220101	29.22
87505	20220101	128.29
87506	20220101	262.99
87507	20220101	416.78
87510	20220101	20.05
87511	20220101	35.09
87512	20220101	41.76
87516	20220101	35.09
87517	20220101	42.84
87520	20220101	31.22
87521	20220101	35.09
87522	20220101	42.84
87525	20220101	29.8
87526	20220101	39.26
87527	20220101	41.76
87528	20220101	20.05
87529	20220101	35.09
87530	20220101	42.84
87531	20220101	58.0
87532	20220101	35.09
87533	20220101	41.76
87534	20220101	21.92
87535	20220101	35.09
87536	20220101	85.1
87537	20220101	21.92
87538	20220101	35.09
87539	20220101	58.62
87540	20220101	20.05
87541	20220101	35.09
87542	20220101	41.76
87550	20220101	20.05
87551	20220101	48.24
87552	20220101	42.84
87555	20220101	26.88
87556	20220101	41.68
87557	20220101	42.84
87560	20220101	27.29
87561	20220101	35.09
87562	20220101	42.84
87563	20220101	35.09
87580	20220101	20.05
87581	20220101	35.09
87582	20220101	302.62
87590	20220101	26.88
87591	20220101	35.09
87592	20220101	42.84
87623	20220101	35.09
87624	20220101	35.09
87625	20220101	40.55
87631	20220101	142.63
87631	20220101	142.63
87632	20220101	218.06
87633	20220101	416.78
87633	20220101	416.78
87634	20220101	70.2
87634	20220101	70.2
87635	20220101	51.31
87635	20220101	51.31
87636	20220101	142.63
87636	20220101	142.63
87637	20220101	142.63
87637	20220101	142.63
87640	20220101	35.09
87641	20220101	35.09
87650	20220101	20.05
87650	20220101	20.05
87651	20220101	35.09
87651	20220101	35.09
87652	20220101	41.76
87653	20220101	35.09
87660	20220101	20.05
87661	20220101	35.09
87662	20220101	51.31
87797	20220101	30.03
87798	20220101	35.09
87799	20220101	42.84
87800	20220101	43.67
87801	20220101	70.2
87801	20220101	70.2
87802	20220101	12.73
87803	20220101	16.0
87804	20220101	16.55
87804	20220101	16.55
87806	20220101	32.77
87806	20220101	32.77
87807	20220101	13.1
87807	20220101	13.1
87808	20220101	15.29
87808	20220101	15.29
87809	20220101	21.76
87809	20220101	21.76
87810	20220101	35.29
87811	20220101	0.0
87811	20220101	0.0
87850	20220101	24.56
87880	20220101	16.53
87880	20220101	16.53
87899	20220101	16.07
87899	20220101	16.07
87900	20220101	130.35
87901	20220101	257.45
87902	20220101	257.45
87903	20220101	488.66
87904	20220101	26.07
87905	20220101	12.22
87905	20220101	12.22
87906	20220101	128.73
87910	20220101	257.45
87912	20220101	257.45
88130	20220101	17.98
88140	20220101	7.99
88142	20220101	20.26
88143	20220101	23.04
88147	20220101	50.56
88148	20220101	16.0
88150	20220101	15.92
88152	20220101	27.64
88153	20220101	24.03
88155	20220101	14.65
88164	20220101	15.92
88165	20220101	42.22
88166	20220101	15.92
88167	20220101	15.92
88174	20220101	25.37
88175	20220101	26.61
88230	20220101	116.49
88233	20220101	140.73
88235	20220101	150.3
88237	20220101	143.75
88239	20220101	147.52
88240	20220101	13.07
88241	20220101	12.09
88245	20220101	173.17
88248	20220101	173.17
88249	20220101	173.17
88261	20220101	264.34
88262	20220101	125.49
88263	20220101	150.29
88264	20220101	144.61
88267	20220101	188.57
88269	20220101	173.66
88271	20220101	21.42
88272	20220101	40.7
88273	20220101	34.81
88274	20220101	42.38
88275	20220101	51.19
88280	20220101	33.47
88283	20220101	68.6
88285	20220101	26.91
88289	20220101	34.43
88371	20220101	22.23
88372	20220101	26.22
88720	20220101	5.02
88738	20220101	5.02
88740	20220101	9.37
88741	20220101	9.37
89050	20220101	4.72
89051	20220101	5.6
89055	20220101	4.27
89060	20220101	7.33
89125	20220101	5.88
89160	20220101	4.85
89190	20220101	5.79
89300	20220101	9.84
89300	20220101	9.84
89310	20220101	8.61
89320	20220101	12.31
89321	20220101	12.05
89321	20220101	12.05
89322	20220101	15.5
89325	20220101	10.67
89329	20220101	19.59
89330	20220101	10.38
89331	20220101	19.59
G0027	20220101	6.5
G0103	20220101	19.31
G0123	20220101	20.26
G0143	20220101	27.05
G0144	20220101	43.97
G0145	20220101	26.49
G0147	20220101	15.92
G0148	20220101	31.94
G0306	20220101	7.77
G0307	20220101	6.47
G0327	20220101	0.0
G0328	20220101	18.05
G0328	20220101	18.05
G0432	20220101	19.57
G0433	20220101	18.29
G0433	20220101	18.29
G0435	20220101	11.98
G0471	20220101	5.0
G0472	20220101	46.35
G0472	20220101	46.35
G0475	20220101	24.08
G0475	20220101	24.08
G0476	20220101	35.09
G0480	20220101	114.43
G0481	20220101	156.59
G0482	20220101	198.74
G0483	20220101	246.92
G0499	20220101	28.27
G0659	20220101	62.14
G2023	20220101	23.46
G2024	20220101	25.46
G9143	20220101	120.72
P2028	20220101	4.95
P2029	20220101	4.95
P2031	20220101	4.95
P2033	20220101	4.95
P2038	20220101	4.95
P3000	20220101	15.92
P9612	20220101	3.0
P9615	20220101	3.0
Q0111	20220101	15.92
Q0112	20220101	5.83
Q0113	20220101	4.27
Q0114	20220101	9.74
Q0115	20220101	25.0
U0001	20220101	35.92
U0002	20220101	51.31
U0002	20220101	51.31
U0003	20220101	75.0
U0004	20220101	75.0
U0005	20220101	25.0
