SVC_CD	MODIFIER_1	MODIFIER_2	MODIFIER_3	MODIFIER_4	FEE	AS_OF_DATE	AGE_UNIT	FROM_AGE	THROUGH_AGE	PLACE_OF_SERVICE_CODE
90371					137.581					
90375					277.744					
90376					170.9					
90377					250.491					
90586					145.833					
90632					70.078					
90662					73.403					
90670					257.989					
90671					246.195					
90672					27.788					
90674					34.172					
90675					328.549					
90677					288.664					
90682					73.403					
90686					22.35					
90687					10.439					
90688					20.878					
90694					77.359					
90714					28.645					
90715					38.671					
90732					133.472					
90739					160.284					
90740					152.124					
90743					73.847					
90744					29.895					
90746					70.376					
90747					140.752					
90756					32.374					
90759					73.815					
91304					148.2					
91318					65.36					
91319					87.78					
91320					131.1					
91321					145.92					
91322					145.92					
A9575					0.123					
A9576					1.403					
A9577					1.819					
A9578					1.821					
A9579					1.531					
A9581					14.75					
A9585					0.324					
A9589					1265.417					
A9606										
J0121					3.604					
J0122					1.126					
J0129					42.7					
J0131					0.072					
J0132					0.653					
J0133					0.051					
J0134					0.05085316					
J0136					0.054					
J0137					0.067					
J0153					0.536					
J0171					0.78					
J0172					5.978					
J0173					1.706					
J0174					1.35					
J0178					868.241					
J0179					319.249					
J0180					217.597					
J0185					1.738					
J0202					2292.77					
J0206					5.634					
J0218					377.113					
J0219					75.632					
J0221					197.073					
J0222					100.171					
J0223					112.096					
J0224					319.496					
J0225					4950.374					
J0248					6.058					
J0256					4.806					
J0257					5.417					
J0278					0.935					
J0280					10.593					
J0285					24.62					
J0289					27.923					
J0290					0.945					
J0291					3.578					
J0295					2.048					
J0348					0.545					
J0360					5.758					
J0401					6.815					
J0456					1.787					
J0457					2.519					
J0461					0.088					
J0475					182.263					
J0476					46.921					
J0480					4393.541					
J0485					3.786					
J0490					51.97					
J0491					16.595					
J0500					21.79964881716442					
J0515					22.277					
J0517					170.559					
J0558					15.742					
J0561					20.157					
J0565					39.844					
J0583					0.186					
J0584					433.522					
J0585					6.325					
J0586					8.797					
J0587					13.042					
J0588					5.189					
J0592					4.18					
J0594					1.044					
J0595					2.543					
J0596					33.7					
J0597					64.406					
J0598					60.725					
J0612					0.051					
J0613					0.085					
J0630					1296.363					
J0637					5.4997300586083995					
J0638					122.055					
J0640					4.461					
J0642					1.057					
J0665					0.016					
J0670					2.4526895386890026					
J0689					1.208					
J0690					0.727					
J0692					1.27					
J0694					5.172					
J0695					7.481					
J0696					0.472					
J0697					1.868					
J0699					2.173					
J0701					5.688					
J0702					6.406					
J0703					5.092					
J0712					3.856					
J0713					1.779					
J0714					95.437					
J0717					4.9					
J0725					21.778					
J0735					19.585					
J0736					2.015					
J0737					2.594					
J0740					550.376					
J0741					22.286					
J0742					2.46					
J0743					7.925					
J0744					1.831					
J0770					13.878					
J0775					67.747					
J0780					2.848					
J0791					126.857					
J0801					4090.086					
J0834					32.681					
J0840					2076.463					
J0841					1113.511					
J0850					1667.586					
J0875					15.214					
J0877					0.064					
J0878					0.04					
J0881					2.945					
J0882					2.945					
J0885					7.092					
J0887					1.709					
J0888					1.71					
J0891					0.371					
J0892					0.371					
J0893					2.12					
J0894					1.147					
J0895					8.591					
J0896					39.205					
J0897					24.217					
J1000					32.669					
J1020					7.099					
J1030					7.202					
J1040					10.757					
J1071					0.029					
J1100					0.126					
J1110					46.517					
J1120					26.316					
J1160					11.357					
J1162					4593.574					
J1165					0.461					
J1170					4.023					
J1190					123.87906501448956					
J1200					0.846					
J1201					15.178					
J1205					76.733					
J1212					681.744					
J1230					17.516					
J1240					8.988					
J1245					3.688					
J1250					9.822					
J1265					0.63					
J1270					0.424					
J1290					532.245					
J1300					225.263					
J1301					21.385					
J1302					17.743					
J1303					221.669					
J1305					179.14					
J1306					12.021					
J1322					280.922					
J1325					16.023					
J1335					13.191641377456108					
J1364					83.636					
J1380					10.622					
J1410					372.476					
J1430					469.257					
J1437					20.059					
J1439					1.123					
J1440					62.423					
J1442					0.986					
J1447					0.416					
J1448					5.2					
J1449					31.344					
J1450					2.306					
J1453					0.12027239347870305					
J1454					528.379					
J1456					0.174					
J1458					463.043					
J1459					47.589					
J1460					48.766					
J1551					14.042					
J1554					491.405					
J1555					15.725					
J1556					72.962					
J1557					57.01					
J1558					13.971					
J1559					12.728					
J1560					487.656					
J1561					49.262					
J1566					76.567					
J1568					44.786					
J1569					44.46					
J1570					29.992					
J1571					62.164					
J1575					16.888					
J1576					65.704					
J1580					2.922					
J1602					12.931					
J1610					187.503					
J1611					110.76154829869992					
J1626					0.385					
J1627					5.78					
J1630					1.241					
J1631					8.038					
J1640					31.395					
J1642					0.016					
J1643					5.183					
J1644					0.284					
J1645					15.214					
J1650					0.655					
J1652					1.019					
J1670					584.386					
J1720					17.672					
J1740					24.903					
J1743					542.917					
J1745					32.637					
J1746					74.455					
J1747					60.223					
J1750					17.407					
J1756					0.20531694472904571					
J1786					44.141					
J1805					0.245					
J1806					0.469					
J1811					6.673					
J1813					15.675					
J1817					8.302					
J1823					473.513					
J1836					0.024					
J1885					0.6053511537336962					
J1920					0.18319498992602898					
J1921					2.721					
J1930					51.156					
J1931					37.438					
J1932					49.971					
J1940					0.582					
J1943					3.053					
J1944					3.105					
J1950					1524.336					
J1951					133.639					
J1952					74.349					
J1953					0.065					
J1954					362.053					
J1955					35.438					
J1956					0.928					
J1961					21.793					
J1980					35.464					
J2001					0.026					
J2010					11.041					
J2020					3.648					
J2021					13.736					
J2060					1.01					
J2150					5.26					
J2175					6.746					
J2182					30.166					
J2184					2.1					
J2185					0.5624555724322888					
J2210					21.086					
J2247					0.395					
J2248					0.749					
J2250					0.166					
J2251					0.292					
J2260					1.77					
J2270					4.316					
J2272					7.071					
J2274					11.19					
J2278					9.036					
J2280					9.759					
J2281					5.314928749999999					
J2300					2.873					
J2305					1.294					
J2310					9.541					
J2311					4.311					
J2315					3.961					
J2323					24.6					
J2327					15.332					
J2329					67.078					
J2350					60.545					
J2353					207.156					
J2354					1.116					
J2356					18.58					
J2357					39.09					
J2358					2.917					
J2359					0.886					
J2360					4.672					
J2372					0.181					
J2401					0.038					
J2405					0.0896500402348111					
J2406					40.694					
J2407					27.537					
J2426					14.34					
J2427					12.199					
J2430					10.332					
J2469					0.884					
J2501					0.8976502131516918					
J2506					74.948					
J2507					3307.045					
J2540					0.817					
J2543					0.886					
J2545					92.416					
J2550					3.479					
J2560					36.252					
J2562					429.053					
J2597					6.145					
J2598					2.555					
J2599					0.561					
J2675					0.888					
J2680					9.873					
J2690					340.441					
J2700					0.974					
J2704					0.0962252681247808					
J2720					0.7926303200000002					
J2724					15.135					
J2760					453.659					
J2765					1.108					
J2777					36.573					
J2778					197.372					
J2779					81.432					
J2781					153.521					
J2783					358.429					
J2785					34.762					
J2786					10.301					
J2788					25.51					
J2790					77.296					
J2791					4.854					
J2792					33.457					
J2794					12.148					
J2795					0.068					
J2796					95.752					
J2798					11.641					
J2800					6.066					
J2805					129.036					
J2820					58.261					
J2860					148.963					
J2916					2.095					
J2920					3.433					
J2930					4.985					
J2997					89.161					
J3000					33.368					
J3010					0.85					
J3032					17.434					
J3060					45.175					
J3090					1.74					
J3095					7.153					
J3101					153.096					
J3105					14.304					
J3111					10.347					
J3121					0.046					
J3145					1.7352668324					
J3230					31.784					
J3240					2011.265					
J3241					327.998					
J3243					0.617					
J3245					142.222					
J3246					4.405					
J3250					44.945					
J3260					2.650735622891421					
J3262					6.188					
J3285					56.005					
J3299					48.583					
J3301					1.156					
J3304					17.125					
J3315					401.745					
J3357					151.458					
J3358					12.619					
J3360					7.479					
J3370					2.086					
J3371					6.245					
J3372					6.491					
J3380					22.296					
J3385					366.395					
J3396					11.237					
J3410					13.15					
J3411					2.591					
J3415					13.929					
J3420					1.325					
J3430					2.982					
J3465					0.6800427395848225					
J3471					0.501					
J3473					0.359					
J3475					0.761					
J3480					0.112					
J3485					1.511					
J3486					9.945016551458005					
J3489					6.934					
J7030					2.578					
J7040					1.289					
J7042					1.171					
J7050					0.645					
J7060					1.629					
J7070					3.259					
J7120					2.448					
J7170					51.222					
J7175					9.112					
J7177					1.098					
J7178					1.381					
