SVC_CD	MODIFIER_1	MODIFIER_2	MODIFIER_3	MODIFIER_4	FEE	AS_OF_DATE	AGE_UNIT	FROM_AGE	THROUGH_AGE	PLACE_OF_SERVICE_CODE
90371					128.051					
90375					278.236					
90376					320.862					
90377					247.286					
90586					143.205					
90632					70.169					
90662					69.941					
90670					257.98865					
90671					246.19535					
90672					26.876					
90674					32.278					
90675					355.217					
90677					283.71655					
90682					69.941					
90686					21.518					
90687					10.241					
90688					20.482					
90694					71.682					
90714					27.781					
90715					37.498					
90732					133.47215					
90739					152.076					
90740					146.329					
90743					73.8473					
90744					29.8946					
90746					70.376					
90747					140.752					
90756					30.581					
90759					73.815					
A9575					0.142					
A9576					1.424					
A9577					1.843					
A9578					1.808					
A9579					1.581					
A9581					14.748					
A9585					0.332					
A9589					1230.84					
A9606										
J0121					3.68					
J0122					1.054					
J0129					43.498					
J0131					0.101					
J0132					0.989					
J0133					0.05					
J0134					0.139					
J0136					0.049					
J0153					0.515					
J0171					0.723					
J0172					5.978					
J0178					898.327					
J0179					313.475					
J0180					208.324					
J0185					1.729					
J0202					2244.919					
J0219					72.506					
J0221					188.444					
J0222					100.746					
J0223					109.817					
J0224					310.899					
J0248					5.508					
J0256					4.592					
J0257					5.099					
J0278					0.859					
J0280					13.094					
J0285					41.818					
J0287					10.299					
J0289					24.52					
J0290					0.728					
J0291					3.438					
J0295					2.282					
J0348					0.513					
J0360					6.758					
J0401					6.419					
J0456					2.566					
J0461					0.064					
J0475					185.923					
J0476					59.698					
J0480					4238.688					
J0485					3.783					
J0490					50.199					
J0491					16.316					
J0500					24.188					
J0515					17.464					
J0517					168.248					
J0558					13.88					
J0561					18.112					
J0565					39.896					
J0583					0.261					
J0584					411.016					
J0585					6.319					
J0586					8.731					
J0587					12.475					
J0588					5.137					
J0592					4.038					
J0594					1.149					
J0595					3.536					
J0596					31.701					
J0597					60.77					
J0598					60.708					
J0600					5708.594					
J0610					5.168					
J0611					1.689					
J0630					1937.887					
J0636					0.687					
J0637					5.617					
J0638					119.558					
J0640					3.602					
J0641					0.266					
J0642					1.479					
J0670					2.84					
J0689					1.162					
J0690					0.73					
J0691					0.724					
J0692					1.287					
J0694					4.873					
J0695					6.556					
J0696					0.529					
J0697					2.09					
J0701					5.431					
J0702					6.938					
J0703					5.062					
J0712					3.78					
J0713					1.978					
J0714					91.369					
J0717					5.061					
J0720					41.2552					
J0725					22.875					
J0735					22.173					
J0740					629.775					
J0741					21.56					
J0742					2.384					
J0743					8.229					
J0744					1.091					
J0770					15.784					
J0775					62.509					
J0780					2.951					
J0791					125.128					
J0800					3870.322					
J0834					24.419					
J0840					2112.086					
J0841					987.002					
J0850					1769.567					
J0875					14.909					
J0877					0.066					
J0878					0.048					
J0881					3.123					
J0882					3.123					
J0885					8.245					
J0887					1.436					
J0888					1.436					
J0891					0.567					
J0892					0.567					
J0893					1.576					
J0894					1.276					
J0895					8.663					
J0896					38.469					
J0897					23.067					
J0898					2.185					
J0899					2.185					
J1000					29.699					
J1020					4.611					
J1030					8.055					
J1040					12.217					
J1071					0.032					
J1100					0.125					
J1110					57.315					
J1120					23.931					
J1160					8.124					
J1162					4597.023					
J1165					0.564					
J1170					4.223					
J1190					125.253					
J1200					1.164					
J1201					15.104					
J1205					40.514					
J1212					637.706					
J1230					16.077					
J1240					8.183					
J1245					3.706					
J1250					6.968					
J1265					0.62					
J1270					0.323					
J1290					516.6					
J1300					227.038					
J1301					21.414					
J1303					222.683					
J1305					172.25					
J1306					11.993					
J1322					262.722					
J1325					15.2					
J1335					15.369					
J1364					83.57					
J1380					11.153					
J1410					355.523					
J1430					457.004					
J1437					22.713					
J1439					1.102					
J1442					0.98					
J1447					0.406					
J1448					5.008					
J1450					2.325					
J1453					0.175					
J1454					467.058					
J1458					432.799					
J1459					47.569					
J1460					47.87					
J1551					12.627					
J1554					481.77					
J1555					15.058					
J1556					70.489					
J1557					52.376					
J1558					12.975					
J1559					12.624					
J1560					478.696					
J1561					47.796					
J1566					73.589					
J1568					41.065					
J1569					45.551					
J1570					41.406					
J1571					69.426					
J1572					41.534					
J1575					16.042					
J1580					2.794					
J1602					13.847					
J1610					173.775					
J1611					162.012					
J1626					0.361					
J1627					6.03					
J1630					0.858					
J1631					7.652					
J1640					29.036					
J1642					0.016					
J1644					0.125					
J1645					13.308					
J1650					0.814					
J1652					1.001					
J1670					524.414					
J1720					17.881					
J1738					3.008					
J1740					34.032					
J1743					542.876					
J1745					34.862					
J1746					69.614					
J1750					16.579					
J1756					0.223					
J1786					44.397					
J1817					8.44					
J1823					462.867					
J1885					0.594					
J1930					61.56					
J1931					36.091					
J1932					60.378					
J1940					0.66					
J1943					2.974					
J1944					2.982					
J1950					1474.177					
J1951					132.763					
J1952					88.751					
J1953					0.086					
J1955					30.221					
J1956					0.973					
J1980					31.687					
J2001					0.026					
J2010					9.823					
J2020					3.233					
J2021					16.433					
J2060					0.906					
J2150					4.983					
J2175					9.593					
J2182					29.648					
J2184					2.126					
J2185					0.621					
J2210					20.192					
J2247					0.48					
J2248					0.92					
J2250					0.157					
J2251					0.308					
J2260					1.916					
J2270					2.461					
J2272					7.451					
J2274					9.101					
J2278					9.105					
J2280					10.264					
J2281					9.728					
J2300					2.777					
J2310					10.3					
J2315					3.736					
J2323					23.822					
J2327					15.809					
J2350					59.654					
J2353					205.645					
J2354					1.421					
J2356					17.876					
J2357					38.196					
J2358					2.917					
J2360					4.29					
J2401					0.037					
J2405					0.093					
J2406					41.409					
J2407					26.008					
J2425					25.121					
J2426					13.331					
J2430					10.38					
J2469					1.013					
J2501					0.629					
J2506					135.166					
J2507					3194.98					
J2510					38.124					
J2515					22.6					
J2540					0.782					
J2543					1.523					
J2545					99.769					
J2550					3.216					
J2560					45.855					
J2562					401.922					
J2597					7.333					
J2675					0.939					
J2680					9.595					
J2690					95.441					
J2700					1.284					
J2704					0.141					
J2720					1.023					
J2724					15.087					
J2760					450.355					
J2765					1.102					
J2770					493.97					
J2777					37.672					
J2778					237.195					
J2779					82.07					
J2783					340.864					
J2785					61.151					
J2786					10.1					
J2788					24.34					
J2790					81.772					
J2791					4.975					
J2792					32.923					
J2794					11.586					
J2795					0.071					
J2796					91.241					
J2798					11.213					
J2800					6.222					
J2805					123.087					
J2820					56.501					
J2860					133.108					
J2916					2.091					
J2920					4.079					
J2930					5.949					
J2997					88.034					
J3000					38.164					
J3010					0.918					
J3032					16.888					
J3060					41.995					
J3090					1.743					
J3095					6.983					
J3101					143.651					
J3105					1.321					
J3111					9.957					
J3121					0.047					
J3145					1.791					
J3230					36.37					
J3240					1924.941					
J3241					321.882					
J3243					0.709					
J3245					137.432					
J3250					43.041					
J3260					2.717					
J3262					5.989					
J3285					55.527					
J3299					47.612					
J3300					4.185					
J3301					1.06					
J3304					16.954					
J3315					374.549					
J3357					155.002					
J3358					12.249					
J3360					8.549					
J3370					2.856					
J3371					6.399					
J3372					6.491					
J3380					21.695					
J3385					357.528					
J3396					11.301					
J3410					10.676					
J3411					2.804					
J3415					12.699					
J3420					2.053					
J3430					3.19					
J3465					1.152					
J3471					0.485					
J3473					0.359					
J3475					0.661					
J3480					0.14					
J3485					1.511					
J3486					10.156					
J3489					11.141					
J7030					2.64					
J7040					1.32					
J7042					1.059					
J7050					0.66					
J7060					1.748					
J7070					3.496					
J7120					2.5					
J7170					49.945					
J7175					8.613					
J7177					1.405					
J7178					1.352					
J7179					1.801					
J7180					9.415					
J7181					15.99					
J7182					1.084					
J7183					1.195					
J7185					1.336					
J7186					1.163					
J7187					1.308					
J7188					3.208					
J7189					2.351					
J7190					1.104					
J7192					1.44					
J7193					1.232					
J7194					1.58					
J7195					1.646					
J7197					3.17					
J7198					2.254					
J7200					1.633					
J7201					3.371					
J7202					4.771					
J7203					4.138					
J7204					2.042					
J7205					2.139					
J7207					2.024					
J7208					2.173					
J7209					1.306					
J7210					1.426					
J7211					1.343					
J7212					1.936					
J7308					390.601					
J7311					336.018					
J7312					199.973					
J7313					490.947					
J7314					523.537					
J7318					7.454					
J7320					7.312					
J7321					78.683					
J7322					16.649					
J7323					129.583					
J7324					123.643					
J7325					9.787					
J7326					517.394					
J7327					712.178					
J7328					0.913					
J7329					8.955					
J7332					9.805					
J7336					3.237					
J7340					219.386					
J7342					30.001					
J7345					1.657					
J7351					206.145					
J7402					11.345					
J7500					11.845					
J7502					2.1					
J7503					1.615					
J7504					3002.828					
J7507					0.3					
J7508					0.524					
J7509					0.254					
J7510					0.23					
J7511					888.994					
J7512					0.018					
J7515					0.707					
J7516					50.115					
J7517					0.216					
J7518					0.771					
J7520					3.146					
J7525					233.752					
J7527					3.599					
J7605					3.176					
J7606					6.468					
J7608					6.889					
J7611					0.182					
J7612					0.228					
J7613					0.035					
J7614					0.05					
J7620					0.129					
J7626					0.868					
J7631					1.64					
J7639					50.12					
J7644					0.226					
J7674					0.688					
J7677					0.187					
J7682					29.179					
J7686					704.65					
J8501					3.236					
J8520					0.597					
J8521					1.394					
J8530					0.673					
J8540					0.105					
J8560					76.405					
J8610					0.226					
J8655					409.528					
J8670					1.818					
J8700					0.211					
J8705					104.364					
J9000					2.397					
J9017					15.907					
J9021					48.08					
J9022					80.799					
J9023					89.335					
J9025					0.454					
J9027					38.018					
J9030					2.864					
J9032					46.154					
J9033					14.822					
J9034					16.809					
J9035					70.752					
J9036					18.274					
J9037					45.278					
J9039					135.618					
J9040					25.245					
J9041					9.011					
J9042					213.654					
J9043					199.209					
J9045					2.483					
J9046					10.959					
J9047					45.061					
J9048					2.677					
J9049					7.13					
J9050					245.961					
J9055					70.354					
J9060					1.692					
J9061					19.003					
J9065					23.037					
J9070					22.131					
J9071					3.574					
J9100					1.02					
J9118					70.76					
J9119					27.231					
J9120					604.792					
J9130					4.235					
J9144					46.787					
J9145					58.924					
J9150					41.644					
J9153					219.057					
J9155					4.124					
J9171					0.577					
J9173					78.903					
J9176					7.061					
J9177					32.57					
J9178					1.357					
J9179					126.626					
J9181					0.894					
J9185					105.6					
J9190					2.516					
J9198					27.29					
J9200					2890.168					
J9201					3.502					
J9202					567.929					
J9203					217.432					
J9204					220.722					
J9205					60.062					
J9206					2.428					
J9207					118.648					
J9208					25.654					
J9209					1.718					
J9210					391.315					
J9211					40.432					
J9214					32.574					
J9217					188.331					
J9218					12.598					
J9223					188.366					
J9226					43324.603					
J9227					71.948					
J9228					165.769					
J9229					2477.624					
J9245					220.661					
J9246					16.044					
J9250					0.219					
J9260					2.191					
J9261					135.283					
J9262					3.648					
J9263					0.077					
J9264					11.975					
J9266					23577.008					
J9267					0.115					
J9268					2320.116					
J9269					319.987					
J9271					53.914					
J9272					223.968					
J9273					155.997					
J9274					198.856					
J9280					44.47					
J9281					290.302					
J9293					54.884					
J9295					5.737					
J9298					180.384					
J9299					30.001					
J9301					66.948					
J9302					63.957					
J9303					143.51					
J9304					81.563					
J9305					27.681					
J9306					14.408					
J9307					339.332					
J9308					66.863					
J9309					118.114					
J9311					37.17					
J9312					81.748					
J9313					23.394					
J9316					69.061					
J9317					32.582					
J9319					32.157					
J9320					370.184					
J9325					62.678					
J9328					10.411					
J9330					35.2					
J9331					104.521					
J9332					31.522					
J9340					318.169					
J9349					13.148					
J9351					0.824					
J9352					331.834					
J9353					44.988					
J9354					36.27					
J9355					82.743					
J9356					65.488					
J9357					1431.385					
J9358					25.719					
J9359					191.81					
J9360					3.933					
J9370					4.942					
J9390					9.251					
J9393					15.443					
J9394					7.845					
J9395					12.661					
J9400					7.006					
P9041					10.5545					
P9045					52.7725					
P9046					21.109					
P9047					52.7725					
Q0138					0.556					
Q0139					0.556					
Q0162					0.012					
Q0167					0.786					
Q0222					2394.0					
Q2043					53981.464					
Q2050					102.235					
Q3027					54.418					
Q4074					139.509					
Q4081					0.824					
Q4101					30.36					
Q4102					12.722					
Q4103					12.86					
Q4104					47.403					
Q4105					21.357					
Q4106					16.253					
Q4108					46.919					
Q4110					42.881					
Q4111					7.061					
Q4114					1576.516					
Q4115					9.79					
Q4117					8.711					
Q4118					2.502					
Q4121					44.306					
Q4123					23.404					
Q4124					9.109					
Q4126					88.18					
Q4127					77.308					
