HCPCS	EFF_DATE	RATE
83873	20250101	17.2
83874	20250101	12.92
83876	20250101	50.86
83880	20250101	39.26
83880	20250101	39.26
83883	20250101	13.6
83884	20250101	0.0
83885	20250101	24.51
83915	20250101	11.15
83916	20250101	27.39
83918	20250101	23.6
83919	20250101	16.45
83921	20250101	21.21
83930	20250101	6.61
83935	20250101	6.82
83937	20250101	29.85
83945	20250101	14.45
83950	20250101	64.41
83951	20250101	64.41
83970	20250101	41.28
83986	20250101	3.58
83986	20250101	3.58
83987	20250101	3.58
83993	20250101	19.63
84030	20250101	5.5
84035	20250101	3.98
84060	20250101	7.64
84066	20250101	9.66
84075	20250101	5.18
84075	20250101	5.18
84078	20250101	8.26
84080	20250101	14.78
84081	20250101	16.52
84085	20250101	9.44
84087	20250101	10.73
84100	20250101	4.74
84105	20250101	5.78
84106	20250101	5.82
84110	20250101	8.44
84112	20250101	98.11
84119	20250101	13.36
84120	20250101	14.71
84126	20250101	39.11
84132	20250101	4.76
84132	20250101	4.76
84133	20250101	4.73
84134	20250101	14.59
84135	20250101	21.27
84138	20250101	21.05
84140	20250101	20.67
84143	20250101	22.81
84144	20250101	20.86
84145	20250101	27.22
84146	20250101	19.38
84150	20250101	41.77
84152	20250101	18.39
84153	20250101	18.39
84154	20250101	18.39
84155	20250101	3.67
84155	20250101	3.67
84156	20250101	3.67
84157	20250101	4.0
84157	20250101	4.0
84160	20250101	5.61
84163	20250101	15.05
84165	20250101	10.74
84166	20250101	17.83
84181	20250101	17.03
84182	20250101	29.21
84202	20250101	14.35
84203	20250101	9.74
84206	20250101	26.69
84207	20250101	28.1
84210	20250101	14.48
84220	20250101	9.44
84228	20250101	11.63
84233	20250101	87.88
84234	20250101	64.88
84235	20250101	71.23
84238	20250101	36.57
84244	20250101	21.99
84252	20250101	20.24
84255	20250101	25.53
84260	20250101	30.98
84270	20250101	21.73
84275	20250101	13.44
84285	20250101	25.21
84295	20250101	4.81
84295	20250101	4.81
84300	20250101	5.06
84302	20250101	4.86
84305	20250101	21.26
84307	20250101	18.28
84311	20250101	8.1
84315	20250101	3.28
84375	20250101	39.0
84376	20250101	5.5
84377	20250101	5.5
84378	20250101	11.53
84379	20250101	11.53
84392	20250101	5.49
84393	20250101	0.0
84394	20250101	0.0
84402	20250101	25.47
84403	20250101	25.81
84410	20250101	51.28
84425	20250101	21.23
84430	20250101	11.63
84431	20250101	35.11
84432	20250101	16.06
84433	20250101	22.17
84436	20250101	6.87
84437	20250101	6.47
84439	20250101	9.02
84442	20250101	14.78
84443	20250101	16.8
84443	20250101	16.8
84445	20250101	50.86
84446	20250101	14.18
84449	20250101	18.0
84450	20250101	5.18
84450	20250101	5.18
84460	20250101	5.3
84460	20250101	5.3
84466	20250101	12.76
84478	20250101	5.74
84478	20250101	5.74
84479	20250101	6.47
84480	20250101	14.18
84481	20250101	16.94
84482	20250101	15.76
84484	20250101	12.47
84485	20250101	7.2
84488	20250101	7.3
84490	20250101	9.93
84510	20250101	10.63
84512	20250101	10.09
84520	20250101	3.95
84520	20250101	3.95
84525	20250101	5.13
84540	20250101	5.56
84545	20250101	7.2
84550	20250101	4.52
84550	20250101	4.52
84560	20250101	5.08
84577	20250101	16.8
84578	20250101	4.47
84580	20250101	9.55
84583	20250101	6.05
84585	20250101	15.5
84586	20250101	35.33
84588	20250101	33.94
84590	20250101	11.61
84591	20250101	17.06
84597	20250101	13.72
84600	20250101	17.11
84620	20250101	12.91
84630	20250101	11.39
84681	20250101	20.81
84702	20250101	15.05
84703	20250101	7.52
84703	20250101	7.52
84704	20250101	15.29
84830	20250101	12.7
85002	20250101	4.82
85004	20250101	6.47
85007	20250101	3.8
85008	20250101	3.43
85009	20250101	5.07
85013	20250101	7.0
85014	20250101	2.37
85014	20250101	2.37
85018	20250101	2.37
85018	20250101	2.37
85025	20250101	7.77
85025	20250101	7.77
85027	20250101	6.47
85032	20250101	4.31
85041	20250101	3.02
85044	20250101	4.31
85045	20250101	3.99
85046	20250101	5.57
85048	20250101	2.54
85049	20250101	4.48
85055	20250101	35.74
85130	20250101	11.89
85170	20250101	16.3
85175	20250101	20.37
85210	20250101	12.98
85220	20250101	17.65
85230	20250101	17.9
85240	20250101	17.9
85244	20250101	20.42
85245	20250101	22.94
85246	20250101	22.94
85247	20250101	22.94
85250	20250101	19.04
85260	20250101	17.9
85270	20250101	17.9
85280	20250101	19.35
85290	20250101	16.34
85291	20250101	9.11
85292	20250101	18.93
85293	20250101	18.93
85300	20250101	11.85
85301	20250101	10.81
85302	20250101	12.01
85303	20250101	13.84
85305	20250101	11.61
85306	20250101	15.32
85307	20250101	15.32
85335	20250101	12.87
85337	20250101	17.27
85345	20250101	4.69
85347	20250101	4.28
85348	20250101	4.49
85360	20250101	8.41
85362	20250101	6.89
85366	20250101	80.46
85370	20250101	12.43
85378	20250101	9.72
85379	20250101	10.18
85380	20250101	10.18
85384	20250101	9.72
85385	20250101	14.46
85390	20250101	15.48
85397	20250101	30.86
85400	20250101	7.71
85410	20250101	7.71
85415	20250101	17.19
85420	20250101	6.53
85421	20250101	10.18
85441	20250101	4.2
85445	20250101	6.82
85460	20250101	7.73
85461	20250101	9.36
85475	20250101	8.87
85520	20250101	13.09
85525	20250101	11.84
85530	20250101	13.09
85536	20250101	6.88
85540	20250101	8.6
85547	20250101	8.6
85549	20250101	18.75
85555	20250101	7.47
85557	20250101	13.36
85576	20250101	24.91
85576	20250101	24.91
85597	20250101	17.98
85598	20250101	17.98
85610	20250101	4.29
85610	20250101	4.29
85611	20250101	3.94
85612	20250101	17.49
85613	20250101	9.58
85635	20250101	9.85
85651	20250101	4.27
85652	20250101	2.7
85660	20250101	5.51
85670	20250101	5.77
85675	20250101	6.85
85705	20250101	9.63
85730	20250101	6.01
85732	20250101	6.47
85810	20250101	11.67
86000	20250101	6.98
86001	20250101	7.82
86003	20250101	5.22
86005	20250101	7.97
86008	20250101	17.93
86015	20250101	12.05
86021	20250101	15.05
86022	20250101	18.37
86023	20250101	12.46
86036	20250101	12.05
86037	20250101	12.05
86038	20250101	12.09
86039	20250101	11.16
86041	20250101	18.4
86042	20250101	18.4
86043	20250101	12.05
86051	20250101	11.53
86052	20250101	12.05
86053	20250101	37.73
86060	20250101	7.3
86063	20250101	5.77
86140	20250101	5.18
86141	20250101	12.95
86146	20250101	25.45
86147	20250101	25.45
86148	20250101	16.07
86152	20250101	250.78
86155	20250101	15.99
86156	20250101	8.07
86157	20250101	8.06
86160	20250101	12.0
86161	20250101	12.0
86162	20250101	20.32
86171	20250101	10.01
86200	20250101	12.95
86215	20250101	13.25
86225	20250101	13.74
86226	20250101	12.11
86231	20250101	12.09
86235	20250101	17.93
86255	20250101	12.05
86256	20250101	12.05
86258	20250101	12.05
86277	20250101	15.74
86280	20250101	8.19
86294	20250101	25.57
86294	20250101	25.57
86300	20250101	20.81
86301	20250101	20.81
86304	20250101	20.81
86305	20250101	20.81
86308	20250101	5.18
86308	20250101	5.18
86309	20250101	6.47
86310	20250101	7.37
86316	20250101	20.81
86317	20250101	14.99
86318	20250101	18.09
86318	20250101	18.09
86320	20250101	29.92
86325	20250101	23.13
86327	20250101	29.92
86328	20250101	45.28
86328	20250101	45.28
86329	20250101	14.05
86331	20250101	11.98
86332	20250101	24.37
86334	20250101	22.34
86335	20250101	29.35
86336	20250101	15.59
86337	20250101	21.41
86340	20250101	15.08
86341	20250101	23.57
86343	20250101	12.46
86344	20250101	10.39
86352	20250101	135.86
86353	20250101	49.03
86355	20250101	37.73
86356	20250101	26.78
86357	20250101	37.73
86359	20250101	37.73
86360	20250101	46.98
86361	20250101	26.78
86362	20250101	12.05
86363	20250101	37.73
86364	20250101	11.53
86366	20250101	18.4
86367	20250101	77.78
86376	20250101	14.55
86381	20250101	25.45
86382	20250101	16.91
86384	20250101	13.61
86386	20250101	21.78
86386	20250101	21.78
86403	20250101	11.54
86406	20250101	10.64
86408	20250101	42.13
86409	20250101	79.61
86413	20250101	51.43
86430	20250101	6.14
86431	20250101	5.67
86480	20250101	61.98
86481	20250101	100.0
86581	20250101	0.0
86590	20250101	12.66
86592	20250101	4.27
86593	20250101	4.4
86596	20250101	12.05
86602	20250101	10.18
86603	20250101	12.87
86606	20250101	15.05
86609	20250101	12.88
86611	20250101	10.18
86612	20250101	12.9
86615	20250101	13.19
86617	20250101	15.49
86618	20250101	17.03
86618	20250101	17.03
86619	20250101	13.38
86622	20250101	8.93
86625	20250101	13.12
86628	20250101	12.01
86631	20250101	11.82
86632	20250101	12.68
86635	20250101	11.47
86638	20250101	12.12
86641	20250101	14.41
86644	20250101	14.39
86645	20250101	16.85
86648	20250101	15.21
86651	20250101	13.19
86652	20250101	13.19
86653	20250101	13.19
86654	20250101	13.19
86658	20250101	13.03
86663	20250101	13.12
86664	20250101	15.29
86665	20250101	18.14
86666	20250101	10.18
86668	20250101	14.16
86671	20250101	12.25
86674	20250101	14.72
86677	20250101	16.85
86682	20250101	13.01
86684	20250101	15.84
86687	20250101	9.09
86688	20250101	14.0
86689	20250101	19.35
86692	20250101	17.16
86694	20250101	14.39
86695	20250101	13.19
86696	20250101	19.35
86698	20250101	13.79
86701	20250101	8.89
86701	20250101	8.89
86702	20250101	13.52
86703	20250101	13.71
86704	20250101	12.05
86705	20250101	11.77
86706	20250101	10.74
86707	20250101	11.57
86708	20250101	12.39
86709	20250101	11.26
86710	20250101	13.55
86711	20250101	16.89
86713	20250101	15.3
86717	20250101	12.25
86720	20250101	16.2
86723	20250101	13.19
86727	20250101	12.87
86732	20250101	15.0
86735	20250101	13.05
86738	20250101	13.24
86741	20250101	13.19
86744	20250101	15.99
86747	20250101	15.03
86750	20250101	13.19
86753	20250101	12.39
86756	20250101	15.89
86757	20250101	19.35
86759	20250101	18.23
86762	20250101	14.39
86765	20250101	12.88
86768	20250101	13.19
86769	20250101	42.13
86771	20250101	24.48
86774	20250101	14.8
86777	20250101	14.39
86778	20250101	14.41
86780	20250101	13.24
86780	20250101	13.24
86784	20250101	12.56
86787	20250101	12.88
86788	20250101	16.85
86789	20250101	14.39
86790	20250101	12.88
86793	20250101	13.19
86794	20250101	16.85
86800	20250101	15.91
86803	20250101	14.27
86803	20250101	14.27
86804	20250101	15.49
86805	20250101	189.51
86806	20250101	47.59
86807	20250101	78.65
86808	20250101	29.68
86812	20250101	25.81
86813	20250101	58.0
86816	20250101	30.17
86817	20250101	106.14
86821	20250101	36.56
86825	20250101	109.49
86826	20250101	36.53
86828	20250101	64.19
86829	20250101	64.19
86830	20250101	95.52
86831	20250101	81.88
86832	20250101	323.75
86833	20250101	325.8
86834	20250101	357.56
86835	20250101	322.96
86850	20250101	9.77
86880	20250101	5.39
86885	20250101	5.72
86886	20250101	5.18
86900	20250101	2.99
86901	20250101	2.99
86902	20250101	6.35
86904	20250101	16.34
86905	20250101	3.83
86906	20250101	7.75
86940	20250101	8.77
86941	20250101	12.11
87003	20250101	16.84
87015	20250101	6.68
87040	20250101	10.32
87045	20250101	9.44
87046	20250101	9.44
87070	20250101	8.62
87071	20250101	9.89
87073	20250101	9.66
87075	20250101	9.47
87076	20250101	8.08
87077	20250101	8.08
87077	20250101	8.08
87081	20250101	6.63
87084	20250101	27.07
87086	20250101	8.07
87088	20250101	8.09
87101	20250101	7.71
87102	20250101	8.41
87103	20250101	20.46
87106	20250101	10.32
87107	20250101	10.32
87109	20250101	15.39
87110	20250101	19.6
87116	20250101	10.8
87118	20250101	14.61
87140	20250101	5.57
87143	20250101	12.52
87147	20250101	5.18
87149	20250101	20.05
87150	20250101	35.09
87152	20250101	7.74
87153	20250101	115.36
87154	20250101	218.06
87158	20250101	7.74
87164	20250101	10.74
87166	20250101	11.3
87168	20250101	4.27
87169	20250101	4.31
87172	20250101	4.27
87176	20250101	5.88
87177	20250101	8.9
87181	20250101	4.75
87184	20250101	7.48
87185	20250101	4.75
87186	20250101	8.65
87187	20250101	40.17
87188	20250101	6.64
87190	20250101	7.31
87197	20250101	15.02
87205	20250101	4.27
87206	20250101	5.39
87207	20250101	5.99
87209	20250101	17.98
87210	20250101	5.82
87210	20250101	5.82
87220	20250101	4.27
87230	20250101	19.74
87250	20250101	19.56
87252	20250101	26.07
87253	20250101	20.2
87254	20250101	19.56
87255	20250101	33.86
87260	20250101	14.43
87265	20250101	11.98
87267	20250101	13.42
87269	20250101	13.61
87270	20250101	11.98
87271	20250101	13.42
87272	20250101	11.98
87273	20250101	11.98
87274	20250101	11.98
87275	20250101	12.25
87276	20250101	16.07
87278	20250101	15.6
87279	20250101	16.43
87280	20250101	13.42
87281	20250101	11.98
87283	20250101	60.8
87285	20250101	12.18
87290	20250101	13.42
87299	20250101	16.1
87300	20250101	11.98
87301	20250101	11.98
87305	20250101	11.98
87320	20250101	15.0
87324	20250101	11.98
87327	20250101	13.42
87328	20250101	13.82
87329	20250101	11.98
87332	20250101	11.98
87335	20250101	12.66
87336	20250101	16.0
87337	20250101	11.98
87338	20250101	14.38
87338	20250101	14.38
87339	20250101	16.0
87340	20250101	10.33
87341	20250101	10.33
87350	20250101	11.53
87380	20250101	18.36
87385	20250101	13.25
87389	20250101	24.08
87389	20250101	24.08
87390	20250101	24.06
87391	20250101	21.9
87400	20250101	14.13
87400	20250101	14.13
87420	20250101	13.91
87420	20250101	13.91
87425	20250101	11.98
87426	20250101	35.33
87426	20250101	35.33
87427	20250101	11.98
87428	20250101	70.29
87428	20250101	70.29
87430	20250101	16.81
87430	20250101	16.81
87449	20250101	11.98
87449	20250101	11.98
87451	20250101	10.51
87467	20250101	25.32
87468	20250101	35.09
87469	20250101	35.09
87471	20250101	35.09
87472	20250101	42.84
87475	20250101	20.05
87476	20250101	35.09
87478	20250101	35.09
87480	20250101	20.05
87481	20250101	35.09
87482	20250101	55.74
87483	20250101	416.78
87484	20250101	35.09
87485	20250101	20.05
87486	20250101	35.09
87487	20250101	42.84
87490	20250101	22.75
87491	20250101	35.09
87492	20250101	53.47
87493	20250101	37.27
87495	20250101	30.03
87496	20250101	35.09
87497	20250101	42.84
87498	20250101	35.09
87500	20250101	35.09
87501	20250101	51.31
87502	20250101	95.8
87502	20250101	95.8
87503	20250101	29.22
87505	20250101	128.29
87506	20250101	262.99
87507	20250101	416.78
87510	20250101	20.05
87511	20250101	35.09
87512	20250101	41.76
87513	20250101	35.09
87516	20250101	35.09
87517	20250101	42.84
87520	20250101	31.22
87521	20250101	35.09
87521	20250101	35.09
87522	20250101	42.84
87523	20250101	42.84
87525	20250101	29.8
87526	20250101	39.26
87527	20250101	41.76
87528	20250101	20.05
87529	20250101	35.09
87530	20250101	42.84
87531	20250101	58.0
87532	20250101	35.09
87533	20250101	41.76
87534	20250101	21.92
87535	20250101	35.09
87536	20250101	85.1
87537	20250101	21.92
87538	20250101	35.09
87539	20250101	58.62
87540	20250101	20.05
87541	20250101	35.09
87542	20250101	41.76
87550	20250101	20.05
87551	20250101	48.24
87552	20250101	42.84
87555	20250101	26.88
87556	20250101	41.68
87557	20250101	42.84
87560	20250101	27.29
87561	20250101	35.09
87562	20250101	42.84
87563	20250101	35.09
87564	20250101	76.77
87580	20250101	20.05
87581	20250101	35.09
87582	20250101	302.62
87590	20250101	26.88
87591	20250101	35.09
87592	20250101	42.84
87593	20250101	51.31
87594	20250101	35.09
87623	20250101	35.09
87624	20250101	35.09
87625	20250101	40.55
87626	20250101	70.2
87631	20250101	142.63
87631	20250101	142.63
87632	20250101	218.06
87633	20250101	416.78
87633	20250101	416.78
87634	20250101	70.2
87634	20250101	70.2
87635	20250101	51.31
87635	20250101	51.31
87636	20250101	142.63
87636	20250101	142.63
87637	20250101	142.63
87637	20250101	142.63
87640	20250101	35.09
87641	20250101	35.09
87650	20250101	20.05
87650	20250101	20.05
87651	20250101	35.09
87651	20250101	35.09
87652	20250101	41.76
87653	20250101	35.09
87660	20250101	20.05
87661	20250101	35.09
87662	20250101	51.31
87797	20250101	30.03
87798	20250101	35.09
87799	20250101	42.84
87800	20250101	43.67
87801	20250101	70.2
87801	20250101	70.2
87802	20250101	12.73
87803	20250101	16.0
87804	20250101	16.55
87804	20250101	16.55
87806	20250101	32.77
87806	20250101	32.77
87807	20250101	13.1
87807	20250101	13.1
87808	20250101	15.29
87808	20250101	15.29
87809	20250101	21.76
87809	20250101	21.76
87810	20250101	35.29
87811	20250101	41.38
87811	20250101	41.38
87850	20250101	24.56
87880	20250101	16.53
87880	20250101	16.53
87899	20250101	16.07
87899	20250101	16.07
87900	20250101	130.35
87901	20250101	257.45
87902	20250101	257.45
87903	20250101	488.66
87904	20250101	26.07
87905	20250101	12.22
87905	20250101	12.22
87906	20250101	128.73
87910	20250101	257.45
87912	20250101	257.45
87913	20250101	257.45
88130	20250101	17.98
88140	20250101	7.99
88142	20250101	20.26
88143	20250101	23.04
88147	20250101	50.56
88148	20250101	18.19
88150	20250101	18.19
88152	20250101	27.64
88153	20250101	24.03
88155	20250101	14.65
88164	20250101	18.19
88165	20250101	42.22
88166	20250101	18.19
88167	20250101	18.19
88174	20250101	25.37
88175	20250101	26.61
88230	20250101	116.49
88233	20250101	140.73
88235	20250101	150.3
88237	20250101	143.75
88239	20250101	147.52
88240	20250101	13.07
88241	20250101	12.09
88245	20250101	173.17
88248	20250101	173.17
88249	20250101	173.17
88261	20250101	264.34
88262	20250101	125.49
88263	20250101	150.29
88264	20250101	144.61
88267	20250101	188.57
88269	20250101	173.66
88271	20250101	21.42
88272	20250101	40.7
88273	20250101	34.81
88274	20250101	42.38
88275	20250101	51.19
88280	20250101	33.47
88283	20250101	68.6
88285	20250101	26.91
88289	20250101	34.43
88371	20250101	22.23
88372	20250101	26.22
88720	20250101	5.02
88738	20250101	5.02
88740	20250101	9.37
88741	20250101	9.37
89050	20250101	4.72
89051	20250101	5.6
89055	20250101	4.27
89060	20250101	7.33
89125	20250101	5.88
89160	20250101	4.85
89190	20250101	5.79
89300	20250101	9.84
89300	20250101	9.84
89310	20250101	8.61
89320	20250101	12.31
89321	20250101	12.05
89321	20250101	12.05
89322	20250101	15.5
89325	20250101	10.67
89329	20250101	19.59
89330	20250101	10.38
89331	20250101	19.59
G0027	20250101	6.5
G0103	20250101	19.31
G0123	20250101	20.26
G0143	20250101	27.05
G0144	20250101	43.97
G0145	20250101	26.49
G0147	20250101	18.19
G0148	20250101	31.94
G0306	20250101	7.77
G0307	20250101	6.47
G0327	20250101	0.0
G0328	20250101	18.05
G0328	20250101	18.05
G0432	20250101	19.57
G0433	20250101	18.29
G0433	20250101	18.29
G0435	20250101	11.98
G0471	20250101	11.09
G0472	20250101	46.35
G0472	20250101	46.35
G0475	20250101	24.08
G0475	20250101	24.08
G0476	20250101	35.09
G0480	20250101	114.43
G0481	20250101	156.59
G0482	20250101	198.74
G0483	20250101	246.92
G0499	20250101	28.27
G0659	20250101	62.14
G9143	20250101	120.72
P2028	20250101	4.95
P2029	20250101	4.95
P2031	20250101	4.95
P2033	20250101	4.95
P2038	20250101	4.95
P3000	20250101	18.19
P9612	20250101	9.09
P9615	20250101	9.09
Q0111	20250101	18.19
Q0112	20250101	5.83
Q0113	20250101	4.27
Q0114	20250101	9.74
Q0115	20250101	25.0
U0001	20250101	35.92
U0002	20250101	51.31
U0002	20250101	51.31
