SVC_CD|Modifier_1|FEE|ASOFDATE
G0011||23.5|20240309
G0013||9.12|20240309
G0017||192.52|20240309
G0018||96.38|20240309
G0019||52.21|20240309
G0022||36.41|20240309
G0023||52.21|20240309
G0024||36.41|20240309
G0101||28.7|20240309
G0102||9.12|20240309
G0104||60.04|20240309
G0105||190.14|20240309
G0105|53|95.27|20240309
G0121||190.36|20240309
G0121|53|95.48|20240309
G0127||7.6|20240309
G0136||9.51|20240309
G0140||52.21|20240309
G0146||36.41|20240309
G0168||14.64|20240309
G0245||41.16|20240309
G0246||20.53|20240309
G0247||22.24|20240309
G0268||34.2|20240309
G0270||29.37|20240309
G0271||16.63|20240309
G0296||26.29|20240309
G0316||31.54|20240309
G0317||31.54|20240309
G0318||30.97|20240309
G0323||45.27|20240309
G0341||308.04|20240309
G0396||32.73|20240309
G0397||66.3|20240309
G0402||136.98|20240309
G0429||71.64|20240309
G0442||9.51|20240309
G0443||23.5|20240309
G0444||9.51|20240309
G0445||23.5|20240309
G0446||23.89|20240309
G0447||23.5|20240309
G0455||72.64|20240309
G0473||12.01|20240309
G0500||5.64|20240309
G0506||45.98|20240309
G0513||61.78|20240309
G0514||62.17|20240309
G0516||101.56|20240309
G0517||115.67|20240309
G0518||188.8|20240309
G2010||9.51|20240309
G2012||13.3|20240309
G2082||36.27|20240309
G2083||36.27|20240309
G2086||418.73|20240309
G2087||402.72|20240309
G2088||39.72|20240309
G2212||32.55|20240309
G2213||62.14|20240309
G2214||39.98|20240309
G2250||9.51|20240309
G2251||13.3|20240309
G2252||26.0|20240309
G3002||77.5|20240309
G3003||27.0|20240309
G9978||29.11|20240309
G9979||49.25|20240309
G9980||78.74|20240309
G9981||132.69|20240309
G9982||177.24|20240309
G9983||29.11|20240309
G9984||57.35|20240309
G9985||86.95|20240309
G9986||126.84|20240309
Q0091||18.98|20240309
0446T||58.96|20240309
0447T||69.16|20240309
0448T||98.33|20240309
10004||44.32|20240309
10005||74.6|20240309
10006||51.28|20240309
10007||91.0|20240309
10008||51.03|20240309
10009||110.31|20240309
10010||71.54|20240309
10021||56.33|20240309
10030||136.47|20240309
10035||85.37|20240309
10036||43.01|20240309
10040||54.51|20240309
10060||118.12|20240309
10061||200.48|20240309
10080||115.31|20240309
10081||181.41|20240309
10120||116.59|20240309
10121||195.97|20240309
10140||128.61|20240309
10160||105.23|20240309
10180||191.2|20240309
11000||28.27|20240309
11001||15.23|20240309
11010||290.27|20240309
11011||306.69|20240309
11012||428.67|20240309
11042||63.7|20240309
11043||159.16|20240309
11044||231.51|20240309
11045||25.5|20240309
11046||55.44|20240309
11047||97.81|20240309
11055||15.75|20240309
11056||22.27|20240309
11057||29.19|20240309
11102||39.42|20240309
11103||22.9|20240309
11104||48.63|20240309
11105||26.51|20240309
11106||58.58|20240309
11107||31.77|20240309
11200||85.09|20240309
11201||16.86|20240309
11300||35.4|20240309
11301||53.38|20240309
11302||62.27|20240309
11303||74.08|20240309
11305||38.29|20240309
11306||50.49|20240309
11307||64.45|20240309
11308||71.58|20240309
11310||47.39|20240309
11311||65.37|20240309
11312||77.36|20240309
11313||100.09|20240309
11400||93.59|20240309
11401||116.1|20240309
11402||126.49|20240309
11403||163.6|20240309
11404||178.49|20240309
11406||264.87|20240309
11420||90.51|20240309
11421||118.86|20240309
11422||148.96|20240309
11423||171.11|20240309
11424||195.5|20240309
11426||284.86|20240309
11440||120.15|20240309
11441||147.16|20240309
11442||161.34|20240309
11443||194.75|20240309
11444||242.92|20240309
11446||338.16|20240309
11450||282.74|20240309
11451||354.6|20240309
11462||269.99|20240309
11463||357.28|20240309
11470||308.45|20240309
11471||376.54|20240309
11600||132.5|20240309
11601||159.99|20240309
11602||173.91|20240309
11603||206.46|20240309
11604||226.05|20240309
11606||330.88|20240309
11620||133.45|20240309
11621||160.55|20240309
11622||181.92|20240309
11623||222.78|20240309
11624||251.86|20240309
11626||304.48|20240309
11640||137.59|20240309
11641||167.38|20240309
11642||194.9|20240309
11643||241.36|20240309
11644||297.52|20240309
11646||406.94|20240309
11719||7.6|20240309
11720||14.34|20240309
11721||24.03|20240309
11730||55.93|20240309
11732||17.17|20240309
11740||35.73|20240309
11750||109.94|20240309
11755||62.58|20240309
11760||117.67|20240309
11762||199.71|20240309
11765||102.11|20240309
11770||196.0|20240309
11771||479.72|20240309
11772||621.72|20240309
11900||31.27|20240309
11901||47.56|20240309
11920||120.56|20240309
11921||137.69|20240309
11922||29.71|20240309
11950||53.81|20240309
11951||75.34|20240309
11952||105.78|20240309
11954||115.44|20240309
11976||94.46|20240309
11980||56.57|20240309
11981||63.96|20240309
11982||74.59|20240309
11983||105.28|20240309
12001||45.54|20240309
12002||59.45|20240309
12004||73.97|20240309
12005||94.06|20240309
12006||115.44|20240309
12007||143.9|20240309
12011||56.06|20240309
12013||57.5|20240309
12014||74.34|20240309
12015||93.22|20240309
12016||126.47|20240309
12020||201.49|20240309
12021||151.99|20240309
12031||163.9|20240309
12032||206.16|20240309
12034||219.58|20240309
12035||255.66|20240309
12036||295.85|20240309
12037||342.59|20240309
12041||155.72|20240309
12042||210.34|20240309
12044||228.17|20240309
12045||291.88|20240309
12046||334.95|20240309
12047||369.85|20240309
12051||182.38|20240309
12052||213.9|20240309
12053||229.95|20240309
12054||232.01|20240309
12055||318.52|20240309
12056||408.59|20240309
12057||443.8|20240309
13100||213.08|20240309
13101||264.1|20240309
13102||73.86|20240309
13120||248.15|20240309
13121||273.2|20240309
13122||85.06|20240309
13131||256.28|20240309
13132||319.69|20240309
13133||129.91|20240309
13151||293.81|20240309
13152||353.41|20240309
13153||140.49|20240309
14000||545.08|20240309
14001||699.09|20240309
14020||615.48|20240309
14021||762.71|20240309
14040||672.79|20240309
14041||819.09|20240309
14060||717.19|20240309
14061||880.47|20240309
14301||923.41|20240309
15002||226.38|20240309
15003||45.4|20240309
15004||268.7|20240309
15005||90.54|20240309
15040||129.92|20240309
15050||495.65|20240309
15100||761.13|20240309
