SVC_CD|Modifier_1|FEE|ASOFDATE
G0076||52.81|20230101
G0077||78.68|20230101
G0078||130.69|20230101
G0079||172.3|20230101
G0080||225.26|20230101
G0081||51.65|20230101
G0082||84.11|20230101
G0083||133.26|20230101
G0084||188.54|20230101
G0085||225.26|20230101
G0086||81.65|20230101
G0087||113.76|20230101
G0101||43.75|20230101
G0102||26.7|20230101
G0104||218.77|20230101
G0105||387.17|20230101
G0105|53|193.38|20230101
G0106||262.87|20230101
G0106|TC|198.46|20230101
G0106|26|64.41|20230101
G0108||60.16|20230101
G0109||17.13|20230101
G0117||73.45|20230101
G0118||49.23|20230101
G0120||262.87|20230101
G0120|TC|198.46|20230101
G0120|26|64.41|20230101
G0121||387.41|20230101
G0121|53|193.63|20230101
G0124||25.92|20230101
G0127||27.15|20230101
G0128||10.69|20230101
G0130||41.61|20230101
G0130|TC|29.96|20230101
G0130|26|11.65|20230101
G0141||25.92|20230101
G0166||124.66|20230101
G0168||146.97|20230101
G0179||46.63|20230101
G0180||58.44|20230101
G0181||113.76|20230101
G0182||114.56|20230101
G0237||12.69|20230101
G0238||12.29|20230101
G0239||15.1|20230101
G0245||71.1|20230101
G0246||43.33|20230101
G0247||97.71|20230101
G0248||116.23|20230101
G0249||80.56|20230101
G0250||9.43|20230101
G0268||58.99|20230101
G0270||35.86|20230101
G0271||18.74|20230101
G0276||393.73|20230101
G0277||203.68|20230101
G0278||13.94|20230101
G0279||59.98|20230101
G0279|TC|28.91|20230101
G0279|26|31.06|20230101
G0281||13.45|20230101
G0283||13.45|20230101
G0288||46.63|20230101
G0289||90.04|20230101
G0296||30.64|20230101
G0316||34.23|20230101
G0317||34.23|20230101
G0318||33.42|20230101
G0323||47.48|20230101
G0329||12.81|20230101
G0341||1914.75|20230101
G0342||802.67|20230101
G0343||1311.81|20230101
G0372||9.48|20230101
G0396||37.65|20230101
G0397||73.07|20230101
G0402||182.42|20230101
G0403||16.15|20230101
G0404||7.47|20230101
G0405||8.67|20230101
G0406||44.22|20230101
G0407||77.47|20230101
G0408||112.99|20230101
G0409||27.15|20230101
G0412||790.77|20230101
G0413||1156.35|20230101
G0414||1092.23|20230101
G0415||1480.03|20230101
G0416||411.83|20230101
G0416|TC|222.64|20230101
G0416|26|189.19|20230101
G0420||117.77|20230101
G0421||28.32|20230101
G0422||132.87|20230101
G0423||132.87|20230101
G0425||98.51|20230101
G0426||139.18|20230101
G0427||198.08|20230101
G0429||110.14|20230101
G0438||182.02|20230101
G0439||143.22|20230101
G0442||21.08|20230101
G0443||27.76|20230101
G0444||21.08|20230101
G0445||28.96|20230101
G0446||28.16|20230101
G0447||27.76|20230101
G0451||12.69|20230101
G0452||54.15|20230101
G0452|TC|3.46|20230101
G0452|26|50.69|20230101
G0453||34.28|20230101
G0454||9.43|20230101
G0455||147.2|20230101
G0459||44.26|20230101
G0473||13.61|20230101
G0500||66.27|20230101
G0506||68.42|20230101
G0508||220.26|20230101
G0509||201.47|20230101
G0513||68.69|20230101
G0514||68.69|20230101
G0516||228.18|20230101
G0517||252.39|20230101
G0518||443.04|20230101
G2001||52.81|20230101
G2002||78.68|20230101
G2003||130.69|20230101
G2004||172.3|20230101
G2005||225.26|20230101
G2006||51.65|20230101
G2007||84.11|20230101
G2008||133.26|20230101
G2009||188.54|20230101
G2010||13.45|20230101
G2011||17.8|20230101
G2012||15.37|20230101
G2013||225.26|20230101
G2014||81.65|20230101
G2015||113.76|20230101
G2082||981.02|20230101
G2083||1395.03|20230101
G2086||422.86|20230101
G2087||380.1|20230101
G2088||67.36|20230101
G2212||34.63|20230101
G2213||70.37|20230101
G2214||65.19|20230101
G2250||13.45|20230101
G2251||15.37|20230101
G2252||28.73|20230101
G3002||87.53|20230101
G3003||31.94|20230101
G6001||213.22|20230101
G6001|TC|178.54|20230101
G6001|26|34.68|20230101
G6002||87.23|20230101
G6002|TC|64.9|20230101
G6002|26|22.33|20230101
G6003||183.36|20230101
G6004||154.85|20230101
G6005||155.25|20230101
G6006||154.45|20230101
G6007||285.76|20230101
G6008||213.72|20230101
G6009||212.92|20230101
G6010||211.71|20230101
G6011||285.2|20230101
G6012||281.99|20230101
