SVC_CD|MODIFIER_1|FEE|AGE_UNIT|FROM_AGE|THROUGH_AGE|PLACE_OF_SERVICE_CODE
A9513||263.26||||
A9542||3490.46||||
A9543||57689.29||||
A9590||302.0||||
A9592||879.46||||
A9596||94.0||||
A9602||7.03||||
A9604||16287.34||||
A9606||151.66||||
A9607||209.88||||
P9023||5.31||||
P9048||57.36||||
Q0138||5.55||||
Q0139||5.46||||
Q2041||99750.0||||
Q2043||52426.04||||
Q2049||506.46||||
Q2050||204.98||||
Q2053||99750.0||||
Q2054||82060.0||||
Q2055||83900.0||||
Q2056||93000.0||||
Q4081||5.28||||
Q5101||4.77||||
Q5103||45.03||||
Q5104||44.04||||
Q5105||5.27||||
Q5106||12.59||||
Q5107||44.23||||
Q5108||208.6||||
Q5110||4.8||||
Q5111||206.56||||
Q5112||65.57||||
Q5113||52.96||||
Q5114||60.18||||
Q5115||61.81||||
Q5116||60.25||||
Q5117||51.87||||
Q5118||55.05||||
Q5119||60.83||||
Q5120||227.32||||
Q5121||49.76||||
Q5122||273.6||||
Q5123||68.79||||
Q5125||5.22||||
Q9956||35.36||||
Q9957||50.82||||
Q9968||21.39||||
Q9991||1791.49||||
Q9992||1791.49||||
