SVC_CD|Modifier_1|FEE|ASOFDATE
G0011||28.23|03-09-2024
G0012||15.87|03-09-2024
G0013||26.45|03-09-2024
G0017||223.63|03-09-2024
G0018||110.55|03-09-2024
G0019||88.83|03-09-2024
G0022||54.92|03-09-2024
G0023||88.83|03-09-2024
G0024||54.92|03-09-2024
G0076||52.12|03-09-2024
G0077||77.27|03-09-2024
G0078||126.81|03-09-2024
G0079||166.16|03-09-2024
G0080||219.14|03-09-2024
G0081||50.99|03-09-2024
G0082||82.58|03-09-2024
G0083||129.9|03-09-2024
G0084||183.38|03-09-2024
G0085||219.14|03-09-2024
G0086||79.12|03-09-2024
G0087||110.58|03-09-2024
G0101||42.88|03-09-2024
G0102||26.45|03-09-2024
G0104||213.61|03-09-2024
G0105||376.8|03-09-2024
G0105|53|188.2|03-09-2024
G0106||250.9|03-09-2024
G0106|TC|189.24|03-09-2024
G0106|26|61.66|03-09-2024
G0108||58.78|03-09-2024
G0109||17.02|03-09-2024
G0117||72.51|03-09-2024
G0118||48.55|03-09-2024
G0120||250.9|03-09-2024
G0120|TC|189.24|03-09-2024
G0120|26|61.66|03-09-2024
G0121||377.01|03-09-2024
G0121|53|188.42|03-09-2024
G0124||26.82|03-09-2024
G0127||27.29|03-09-2024
G0128||11.24|03-09-2024
G0130||41.81|03-09-2024
G0130|TC|30.54|03-09-2024
G0130|26|11.27|03-09-2024
G0136||21.33|03-09-2024
G0140||88.83|03-09-2024
G0141||26.82|03-09-2024
G0146||54.92|03-09-2024
G0166||120.58|03-09-2024
G0168||141.44|03-09-2024
G0179||46.73|03-09-2024
G0180||59.01|03-09-2024
G0181||112.48|03-09-2024
G0182||112.27|03-09-2024
G0237||13.21|03-09-2024
G0238||12.03|03-09-2024
G0239||15.18|03-09-2024
G0245||71.09|03-09-2024
G0246||43.37|03-09-2024
G0247||96.66|03-09-2024
G0248||117.43|03-09-2024
G0249||77.4|03-09-2024
G0250||9.12|03-09-2024
G0268||57.04|03-09-2024
G0270||34.88|03-09-2024
G0271||18.21|03-09-2024
G0276||380.45|03-09-2024
G0277||214.7|03-09-2024
G0278||13.38|03-09-2024
G0279||52.25|03-09-2024
G0279|TC|22.84|03-09-2024
G0279|26|29.41|03-09-2024
G0281||12.66|03-09-2024
G0283||12.66|03-09-2024
G0288||49.99|03-09-2024
G0289||86.98|03-09-2024
G0296||29.44|03-09-2024
G0316||33.51|03-09-2024
G0317||33.51|03-09-2024
G0318||32.55|03-09-2024
G0323||59.05|03-09-2024
G0329||12.11|03-09-2024
G0341||1816.26|03-09-2024
G0342||777.03|03-09-2024
G0343||1266.34|03-09-2024
G0372||9.17|03-09-2024
G0396||36.28|03-09-2024
G0397||69.84|03-09-2024
G0402||179.51|03-09-2024
G0403||15.69|03-09-2024
G0404||7.3|03-09-2024
G0405||8.39|03-09-2024
G0406||42.87|03-09-2024
G0407||74.88|03-09-2024
G0408||109.22|03-09-2024
G0409||27.78|03-09-2024
G0412||770.72|03-09-2024
G0413||1125.63|03-09-2024
G0414||1063.89|03-09-2024
G0415||1433.8|03-09-2024
G0416||408.08|03-09-2024
G0416|TC|225.54|03-09-2024
G0416|26|182.53|03-09-2024
G0420||114.21|03-09-2024
