SVC_CD|Modifier_1|FEE|ASOFDATE
G0011||28.62|03-09-2024
G0012||16.06|03-09-2024
G0013||26.74|03-09-2024
G0017||226.88|03-09-2024
G0018||112.2|03-09-2024
G0019||89.95|03-09-2024
G0022||55.63|03-09-2024
G0023||89.95|03-09-2024
G0024||55.63|03-09-2024
G0076||52.87|03-09-2024
G0077||78.41|03-09-2024
G0078||128.67|03-09-2024
G0079||168.61|03-09-2024
G0080||222.33|03-09-2024
G0081||51.73|03-09-2024
G0082||83.77|03-09-2024
G0083||131.79|03-09-2024
G0084||186.05|03-09-2024
G0085||222.33|03-09-2024
G0086||80.23|03-09-2024
G0087||112.15|03-09-2024
G0101||43.45|03-09-2024
G0102||26.74|03-09-2024
G0104||215.91|03-09-2024
G0105||381.46|03-09-2024
G0105|53|190.53|03-09-2024
G0106||253.58|03-09-2024
G0106|TC|191.01|03-09-2024
G0106|26|62.57|03-09-2024
G0108||59.56|03-09-2024
G0109||17.25|03-09-2024
G0117||73.3|03-09-2024
G0118||49.05|03-09-2024
G0120||253.58|03-09-2024
G0120|TC|191.01|03-09-2024
G0120|26|62.57|03-09-2024
G0121||381.69|03-09-2024
G0121|53|190.76|03-09-2024
G0124||27.13|03-09-2024
G0127||27.59|03-09-2024
G0128||11.36|03-09-2024
G0130||42.27|03-09-2024
G0130|TC|30.83|03-09-2024
G0130|26|11.44|03-09-2024
G0136||21.58|03-09-2024
G0140||89.95|03-09-2024
G0141||27.13|03-09-2024
G0146||55.63|03-09-2024
G0166||121.74|03-09-2024
G0168||142.89|03-09-2024
G0179||47.3|03-09-2024
G0180||59.76|03-09-2024
G0181||114.03|03-09-2024
G0182||113.8|03-09-2024
G0237||13.35|03-09-2024
G0238||12.15|03-09-2024
G0239||15.33|03-09-2024
G0245||71.98|03-09-2024
G0246||43.89|03-09-2024
G0247||97.69|03-09-2024
G0248||118.56|03-09-2024
G0249||78.13|03-09-2024
G0250||9.26|03-09-2024
G0268||57.8|03-09-2024
G0270||35.31|03-09-2024
G0271||18.44|03-09-2024
G0276||386.35|03-09-2024
G0277||216.74|03-09-2024
G0278||13.63|03-09-2024
G0279||52.9|03-09-2024
G0279|TC|23.05|03-09-2024
G0279|26|29.85|03-09-2024
G0281||12.83|03-09-2024
G0283||12.83|03-09-2024
G0288||50.56|03-09-2024
G0289||88.43|03-09-2024
G0296||29.85|03-09-2024
G0316||34.0|03-09-2024
G0317||34.0|03-09-2024
G0318||33.04|03-09-2024
G0323||59.87|03-09-2024
G0329||12.25|03-09-2024
G0341||1835.6|03-09-2024
G0342||790.17|03-09-2024
G0343||1287.99|03-09-2024
G0372||9.31|03-09-2024
G0396||36.81|03-09-2024
G0397||70.9|03-09-2024
G0402||181.92|03-09-2024
G0403||15.89|03-09-2024
G0404||7.38|03-09-2024
G0405||8.51|03-09-2024
G0406||43.53|03-09-2024
G0407||76.01|03-09-2024
G0408||110.87|03-09-2024
G0409||28.05|03-09-2024
G0412||782.5|03-09-2024
G0413||1143.01|03-09-2024
G0414||1080.22|03-09-2024
G0415||1456.49|03-09-2024
G0416||412.77|03-09-2024
G0416|TC|227.7|03-09-2024
G0416|26|185.07|03-09-2024
G0420||115.87|03-09-2024
G0421||29.16|03-09-2024
G0422||141.29|03-09-2024
G0423||141.29|03-09-2024
G0425||96.57|03-09-2024
G0426||137.54|03-09-2024
G0427||194.71|03-09-2024
G0429||110.47|03-09-2024
G0438||181.53|03-09-2024
G0439||143.51|03-09-2024
G0442||21.58|03-09-2024
G0443||27.03|03-09-2024
G0444||21.58|03-09-2024
G0445||28.62|03-09-2024
G0446||27.43|03-09-2024
G0447||27.43|03-09-2024
G0451||13.74|03-09-2024
G0452||53.22|03-09-2024
G0452|TC|3.81|03-09-2024
G0452|26|49.41|03-09-2024
G0453||33.88|03-09-2024
G0454||9.26|03-09-2024
G0455||146.9|03-09-2024
G0459||44.43|03-09-2024
G0473||13.37|03-09-2024
G0500||67.35|03-09-2024
G0506||69.31|03-09-2024
G0508||217.3|03-09-2024
G0509||199.1|03-09-2024
G0513||67.86|03-09-2024
G0514||68.25|03-09-2024
G0516||223.44|03-09-2024
G0517||247.69|03-09-2024
G0518||434.0|03-09-2024
G2001||52.87|03-09-2024
G2002||78.41|03-09-2024
G2003||128.67|03-09-2024
G2004||168.61|03-09-2024
G2005||222.33|03-09-2024
G2006||51.73|03-09-2024
G2007||83.77|03-09-2024
G2008||131.79|03-09-2024
G2009||186.05|03-09-2024
G2010||13.63|03-09-2024
G2011||17.7|03-09-2024
G2012||15.09|03-09-2024
G2013||222.33|03-09-2024
G2014||80.23|03-09-2024
G2015||112.15|03-09-2024
G2082||1014.18|03-09-2024
G2083||1441.84|03-09-2024
G2086||500.93|03-09-2024
G2087||459.33|03-09-2024
G2088||64.96|03-09-2024
G2211||17.47|03-09-2024
G2212||34.63|03-09-2024
G2213||67.49|03-09-2024
G2214||63.63|03-09-2024
G2250||13.63|03-09-2024
G2251||15.09|03-09-2024
G2252||28.37|03-09-2024
G3002||89.39|03-09-2024
G3003||32.97|03-09-2024
G6001||211.19|03-09-2024
