SVC_CD|Modifier_1|FEE|ASOFDATE
G0011||23.5|03-09-2024
G0013||9.12|03-09-2024
G0017||192.52|03-09-2024
G0018||96.38|03-09-2024
G0019||52.21|03-09-2024
G0022||36.41|03-09-2024
G0023||52.21|03-09-2024
G0024||36.41|03-09-2024
G0101||28.7|03-09-2024
G0102||9.12|03-09-2024
G0104||60.04|03-09-2024
G0105||190.14|03-09-2024
G0105|53|95.27|03-09-2024
G0121||190.36|03-09-2024
G0121|53|95.48|03-09-2024
G0127||7.6|03-09-2024
G0136||9.51|03-09-2024
G0140||52.21|03-09-2024
G0146||36.41|03-09-2024
G0168||14.64|03-09-2024
G0245||41.16|03-09-2024
G0246||20.53|03-09-2024
G0247||22.24|03-09-2024
G0268||34.2|03-09-2024
G0270||29.37|03-09-2024
G0271||16.63|03-09-2024
G0296||26.29|03-09-2024
G0316||31.54|03-09-2024
G0317||31.54|03-09-2024
G0318||30.97|03-09-2024
G0323||45.27|03-09-2024
G0341||308.04|03-09-2024
G0396||32.73|03-09-2024
G0397||66.3|03-09-2024
G0402||136.98|03-09-2024
G0429||71.64|03-09-2024
G0442||9.51|03-09-2024
G0443||23.5|03-09-2024
G0444||9.51|03-09-2024
G0445||23.5|03-09-2024
G0446||23.89|03-09-2024
G0447||23.5|03-09-2024
G0455||72.64|03-09-2024
G0473||12.01|03-09-2024
G0500||5.64|03-09-2024
G0506||45.98|03-09-2024
G0513||61.78|03-09-2024
G0514||62.17|03-09-2024
G0516||101.56|03-09-2024
G0517||115.67|03-09-2024
G0518||188.8|03-09-2024
G2010||9.51|03-09-2024
G2012||13.3|03-09-2024
G2082||36.27|03-09-2024
G2083||36.27|03-09-2024
G2086||418.73|03-09-2024
G2087||402.72|03-09-2024
G2088||39.72|03-09-2024
G2212||32.55|03-09-2024
G2213||62.14|03-09-2024
G2214||39.98|03-09-2024
G2250||9.51|03-09-2024
G2251||13.3|03-09-2024
G2252||26.0|03-09-2024
G3002||77.5|03-09-2024
G3003||27.0|03-09-2024
G9978||29.11|03-09-2024
G9979||49.25|03-09-2024
G9980||78.74|03-09-2024
G9981||132.69|03-09-2024
G9982||177.24|03-09-2024
G9983||29.11|03-09-2024
G9984||57.35|03-09-2024
G9985||86.95|03-09-2024
G9986||126.84|03-09-2024
Q0091||18.98|03-09-2024
0446T||58.96|03-09-2024
0447T||69.16|03-09-2024
0448T||98.33|03-09-2024
10004||44.32|03-09-2024
10005||74.6|03-09-2024
10006||51.28|03-09-2024
10007||91.0|03-09-2024
10008||51.03|03-09-2024
10009||110.31|03-09-2024
10010||71.54|03-09-2024
10021||56.33|03-09-2024
10030||136.47|03-09-2024
10035||85.37|03-09-2024
10036||43.01|03-09-2024
10040||54.51|03-09-2024
10060||118.12|03-09-2024
10061||200.48|03-09-2024
10080||115.31|03-09-2024
10081||181.41|03-09-2024
10120||116.59|03-09-2024
10121||195.97|03-09-2024
10140||128.61|03-09-2024
10160||105.23|03-09-2024
10180||191.2|03-09-2024
11000||28.27|03-09-2024
11001||15.23|03-09-2024
11010||290.27|03-09-2024
11011||306.69|03-09-2024
11012||428.67|03-09-2024
11042||63.7|03-09-2024
11043||159.16|03-09-2024
11044||231.51|03-09-2024
11045||25.5|03-09-2024
11046||55.44|03-09-2024
11047||97.81|03-09-2024
11055||15.75|03-09-2024
11056||22.27|03-09-2024
11057||29.19|03-09-2024
11102||39.42|03-09-2024
11103||22.9|03-09-2024
11104||48.63|03-09-2024
11105||26.51|03-09-2024
11106||58.58|03-09-2024
11107||31.77|03-09-2024
11200||85.09|03-09-2024
11201||16.86|03-09-2024
11300||35.4|03-09-2024
11301||53.38|03-09-2024
11302||62.27|03-09-2024
11303||74.08|03-09-2024
11305||38.29|03-09-2024
11306||50.49|03-09-2024
11307||64.45|03-09-2024
11308||71.58|03-09-2024
11310||47.39|03-09-2024
11311||65.37|03-09-2024
11312||77.36|03-09-2024
11313||100.09|03-09-2024
11400||93.59|03-09-2024
11401||116.1|03-09-2024
11402||126.49|03-09-2024
11403||163.6|03-09-2024
11404||178.49|03-09-2024
11406||264.87|03-09-2024
11420||90.51|03-09-2024
11421||118.86|03-09-2024
11422||148.96|03-09-2024
11423||171.11|03-09-2024
11424||195.5|03-09-2024
11426||284.86|03-09-2024
11440||120.15|03-09-2024
11441||147.16|03-09-2024
11442||161.34|03-09-2024
