SVC_CD|Modifier_1|FEE|ASOFDATE
G0011||27.77|20240101
G0012||15.61|20240101
G0013||26.02|20240101
G0017||219.98|20240101
G0018||108.75|20240101
G0019||87.38|20240101
G0022||54.02|20240101
G0023||87.38|20240101
G0024||54.02|20240101
G0076||51.27|20240101
G0077||76.01|20240101
G0078||124.74|20240101
G0079||163.45|20240101
G0080||215.56|20240101
G0081||50.16|20240101
G0082||81.23|20240101
G0083||127.78|20240101
G0084||180.39|20240101
G0085||215.56|20240101
G0086||77.83|20240101
G0087||108.78|20240101
G0101||42.18|20240101
G0102||26.02|20240101
G0104||210.13|20240101
G0105||370.65|20240101
G0105|53|185.13|20240101
G0106||246.8|20240101
G0106|TC|186.15|20240101
G0106|26|60.65|20240101
G0108||57.82|20240101
G0109||16.75|20240101
G0117||71.32|20240101
G0118||47.76|20240101
G0120||246.8|20240101
G0120|TC|186.15|20240101
G0120|26|60.65|20240101
G0121||370.86|20240101
G0121|53|185.34|20240101
G0124||26.38|20240101
G0127||26.84|20240101
G0128||11.06|20240101
G0130||41.13|20240101
G0130|TC|30.04|20240101
G0130|26|11.09|20240101
G0136||20.98|20240101
G0140||87.38|20240101
G0141||26.38|20240101
G0146||54.02|20240101
G0166||118.61|20240101
G0168||139.14|20240101
G0179||45.97|20240101
G0180||58.05|20240101
G0181||110.65|20240101
G0182||110.44|20240101
G0237||13.0|20240101
G0238||11.83|20240101
G0239||14.93|20240101
G0245||69.93|20240101
G0246||42.66|20240101
G0247||95.08|20240101
G0248||115.51|20240101
G0249||76.14|20240101
G0250||8.97|20240101
G0268||56.11|20240101
G0270||34.31|20240101
G0271||17.91|20240101
G0276||374.24|20240101
G0277||211.19|20240101
G0278||13.16|20240101
G0279||51.4|20240101
G0279|TC|22.47|20240101
G0279|26|28.93|20240101
G0281||12.46|20240101
G0283||12.46|20240101
G0288||49.18|20240101
G0289||85.56|20240101
G0296||28.96|20240101
G0316||32.97|20240101
G0317||32.97|20240101
G0318||32.02|20240101
G0323||58.09|20240101
G0329||11.91|20240101
G0341||1786.62|20240101
G0342||764.34|20240101
G0343||1245.67|20240101
G0372||9.02|20240101
G0396||35.69|20240101
G0397||68.7|20240101
G0402||176.58|20240101
G0403||15.43|20240101
G0404||7.19|20240101
G0405||8.25|20240101
G0406||42.17|20240101
G0407||73.66|20240101
G0408||107.44|20240101
G0409||27.33|20240101
G0412||758.14|20240101
G0413||1107.26|20240101
G0414||1046.53|20240101
G0415||1410.4|20240101
G0416||401.42|20240101
G0416|TC|221.86|20240101
G0416|26|179.55|20240101
G0420||112.34|20240101
G0421||28.28|20240101
G0422||137.17|20240101
G0423||137.17|20240101
G0425||93.52|20240101
G0426||133.26|20240101
G0427||188.68|20240101
G0429||107.27|20240101
G0438||176.19|20240101
G0439||139.32|20240101
G0442||20.98|20240101
G0443||26.22|20240101
G0444||20.98|20240101
