SVC_CD|Modifier_1|FEE|ASOFDATE
G0011||28.15|20240101
G0012||15.8|20240101
G0013||26.31|20240101
G0017||223.18|20240101
G0018||110.37|20240101
G0019||88.48|20240101
G0022||54.73|20240101
G0023||88.48|20240101
G0024||54.73|20240101
G0076||52.01|20240101
G0077||77.13|20240101
G0078||126.57|20240101
G0079||165.85|20240101
G0080||218.7|20240101
G0081||50.89|20240101
G0082||82.4|20240101
G0083||129.64|20240101
G0084||183.02|20240101
G0085||218.7|20240101
G0086||78.92|20240101
G0087||110.32|20240101
G0101||42.74|20240101
G0102||26.31|20240101
G0104||212.39|20240101
G0105||375.24|20240101
G0105|53|187.42|20240101
G0106||249.44|20240101
G0106|TC|187.89|20240101
G0106|26|61.55|20240101
G0108||58.59|20240101
G0109||16.97|20240101
G0117||72.1|20240101
G0118||48.25|20240101
G0120||249.44|20240101
G0120|TC|187.89|20240101
G0120|26|61.55|20240101
G0121||375.46|20240101
G0121|53|187.65|20240101
G0124||26.69|20240101
G0127||27.14|20240101
G0128||11.17|20240101
G0130||41.58|20240101
G0130|TC|30.33|20240101
G0130|26|11.25|20240101
G0136||21.22|20240101
G0140||88.48|20240101
G0141||26.69|20240101
G0146||54.73|20240101
G0166||119.76|20240101
G0168||140.56|20240101
G0179||46.53|20240101
G0180||58.79|20240101
G0181||112.17|20240101
G0182||111.95|20240101
G0237||13.13|20240101
G0238||11.95|20240101
G0239||15.08|20240101
G0245||70.81|20240101
G0246||43.17|20240101
G0247||96.1|20240101
G0248||116.63|20240101
G0249||76.86|20240101
G0250||9.1|20240101
G0268||56.86|20240101
G0270||34.74|20240101
G0271||18.14|20240101
G0276||380.04|20240101
G0277||213.2|20240101
G0278||13.4|20240101
G0279||52.04|20240101
G0279|TC|22.68|20240101
G0279|26|29.36|20240101
G0281||12.62|20240101
G0283||12.62|20240101
G0288||49.73|20240101
G0289||86.99|20240101
G0296||29.37|20240101
G0316||33.45|20240101
G0317||33.45|20240101
G0318||32.5|20240101
G0323||58.89|20240101
G0329||12.05|20240101
G0341||1805.64|20240101
G0342||777.27|20240101
G0343||1266.97|20240101
G0372||9.15|20240101
G0396||36.21|20240101
G0397||69.74|20240101
G0402||178.95|20240101
G0403||15.64|20240101
G0404||7.26|20240101
G0405||8.37|20240101
G0406||42.82|20240101
G0407||74.77|20240101
G0408||109.06|20240101
G0409||27.59|20240101
