SVC_CD|MODIFIER_1|FEE|AGE_UNIT|FROM_AGE|THROUGH_AGE|PLACE_OF_SERVICE_CODE
90284||21.3||||
90371||140.05||||
90375||313.13||||
90376||360.79||||
90377||244.38||||
90378||1604.32||||
90396||1897.0||||
90471||4.46||||
90472||17.0||||
90585||161.53||||
90587||103.46||||
90611||0.01||||
90619||300.38||||
90620||195.46||||
90621||171.86||||
90622||0.01||||
90626||144.96||||
90627||285.46||||
90630||24.8||||
90632||69.2||||
90633||38.75||||
90636||115.31||||
90644||27.67||||
90647||31.76||||
90648||21.32||||
90649||164.72||||
90650||132.59||||
90651||257.31||||
90653||63.99||||
90654||20.36||||
90655||30.51||||
90656||24.23||||
90657||10.48||||
90658||22.7||||
90662||74.4||||
90670||245.84||||
90671||250.66||||
90673||45.07||||
90674||36.74||||
90675||346.41||||
90677||269.2||||
90682||74.4||||
90685||26.1||||
90686||25.98||||
90687||14.7||||
90688||24.94||||
90691||115.13||||
90694||76.14||||
90696||58.18||||
90697||139.78||||
90698||106.89||||
90700||33.3||||
90702||65.97||||
90707||89.52||||
90710||251.48||||
90713||42.45||||
90714||32.16||||
90715||40.62||||
90716||154.69||||
90717||154.7||||
90723||90.76||||
90732||137.93||||
90733||126.88||||
90734||144.93||||
90736||217.13||||
90738||256.12||||
90739||148.67||||
90740||145.22||||
90743||67.11||||
90744||33.22||||
90746||74.84||||
90747||145.22||||
90748||46.35||||
90750||166.47||||
90756||35.04||||
90759||78.99||||
