SVC_CD|MODIFIER_1|MODIFIER_2|MODIFIER_3|MODIFIER_4|FEE|AS_OF_DATE|AGE_UNIT|FROM_AGE|THROUGH_AGE|PLACE_OF_SERVICE_CODE
E0482|RR||||558.95|10/1/24||||
E0483|RR||||1450.6|10/1/24||||
E0484|NU||||50.4|10/1/24||||
E0484|RR||||5.04|10/1/24||||
E0484|UE||||37.8|10/1/24||||
E0485|NU||||0.0|10/1/24||||
E0485|RR||||0.0|10/1/24||||
E0485|UE||||0.0|10/1/24||||
E0486|NU||||0.0|10/1/24||||
E0486|RR||||0.0|10/1/24||||
E0486|UE||||0.0|10/1/24||||
E0490|RR||||103.83|10/1/24||||
E0491|||||100.88|10/1/24||||
E0500|RR||||149.77|10/1/24||||
E0530|RR||||35.54|10/1/24||||
E0550|RR||||68.41|10/1/24||||
E0560|NU||||171.44|10/1/24||||
E0560|RR||||23.63|10/1/24||||
E0560|UE||||128.59|10/1/24||||
E0561|NU||||89.16|10/1/24||||
E0561|RR||||8.92|10/1/24||||
E0561|UE||||66.87|10/1/24||||
E0562|NU||||159.01|10/1/24||||
E0562|RR||||15.9|10/1/24||||
E0562|UE||||119.26|10/1/24||||
E0565|RR||||49.97|10/1/24||||
E0570|RR||||5.75|10/1/24||||
E0572|RR||||32.18|10/1/24||||
E0574|RR||||52.63|10/1/24||||
E0575|RR||||140.24|10/1/24||||
E0580|NU||||157.64|10/1/24||||
E0580|RR||||15.77|10/1/24||||
E0580|UE||||118.21|10/1/24||||
E0585|RR||||32.7|10/1/24||||
E0600|RR||||62.47|10/1/24||||
E0601|RR||||47.69|10/1/24||||
E0602|NU||||40.27|10/1/24||||
E0602|RR||||4.06|10/1/24||||
E0602|UE||||30.21|10/1/24||||
E0605|NU||||36.04|10/1/24||||
E0605|RR||||4.2|10/1/24||||
E0605|UE||||29.72|10/1/24||||
E0606|RR||||29.68|10/1/24||||
E0607|NU||||91.17|10/1/24||||
E0607|RR||||9.11|10/1/24||||
E0607|UE||||68.36|10/1/24||||
E0610|NU||||324.53|10/1/24||||
E0610|RR||||34.23|10/1/24||||
E0610|UE||||243.43|10/1/24||||
E0615|NU||||614.9|10/1/24||||
E0615|RR||||67.85|10/1/24||||
E0615|UE||||461.19|10/1/24||||
E0617|RR||||414.84|10/1/24||||
E0617|RR|KF|||460.6|10/1/24||||
E0618|RR||||356.13|10/1/24||||
E0619|RR||||0.0|10/1/24||||
E0620|RR||||119.29|10/1/24||||
E0621|NU||||90.47|10/1/24||||
E0621|RR||||9.05|10/1/24||||
E0621|UE||||67.86|10/1/24||||
E0627|NU||||302.03|10/1/24||||
E0627|RR||||30.2|10/1/24||||
E0627|UE||||226.52|10/1/24||||
E0629|NU||||299.63|10/1/24||||
E0629|RR||||29.96|10/1/24||||
E0629|UE||||224.72|10/1/24||||
E0630|RR||||65.02|10/1/24||||
E0635|RR||||143.97|10/1/24||||
E0636|RR||||1129.79|10/1/24||||
E0639|RR||||150.63|10/1/24||||
E0640|RR||||150.63|10/1/24||||
E0650|NU||||982.68|10/1/24||||
E0650|RR||||121.27|10/1/24||||
E0650|UE||||737.02|10/1/24||||
E0651|NU||||1065.15|10/1/24||||
E0651|RR||||108.82|10/1/24||||
E0651|UE||||798.89|10/1/24||||
E0652|NU||||7233.56|10/1/24||||
E0652|RR||||714.89|10/1/24||||
E0652|UE||||5420.32|10/1/24||||
E0655|NU||||147.27|10/1/24||||
E0655|RR||||14.76|10/1/24||||
E0655|UE||||110.59|10/1/24||||
E0656|RR||||78.85|10/1/24||||
E0657|RR||||74.07|10/1/24||||
E0660|NU||||185.27|10/1/24||||
E0660|RR||||19.28|10/1/24||||
E0660|UE||||138.95|10/1/24||||
E0665|NU||||167.54|10/1/24||||
E0665|RR||||16.74|10/1/24||||
E0665|UE||||119.31|10/1/24||||
E0666|NU||||160.16|10/1/24||||
E0666|RR||||16.49|10/1/24||||
E0666|UE||||120.14|10/1/24||||
E0667|NU||||441.76|10/1/24||||
E0667|RR||||49.88|10/1/24||||
E0667|UE||||331.34|10/1/24||||
E0668|NU||||602.92|10/1/24||||
E0668|RR||||59.5|10/1/24||||
E0668|UE||||452.21|10/1/24||||
E0669|NU||||250.13|10/1/24||||
E0669|RR||||25.01|10/1/24||||
E0669|UE||||187.62|10/1/24||||
E0670|NU||||1715.18|10/1/24||||
E0670|RR||||183.6|10/1/24||||
E0670|UE||||1286.32|10/1/24||||
E0671|NU||||566.73|10/1/24||||
E0671|RR||||56.71|10/1/24||||
E0671|UE||||425.01|10/1/24||||
E0672|NU||||440.33|10/1/24||||
E0672|RR||||44.07|10/1/24||||
E0672|UE||||330.27|10/1/24||||
E0673|NU||||365.89|10/1/24||||
E0673|RR||||36.59|10/1/24||||
E0673|UE||||274.47|10/1/24||||
E0675|RR||||524.69|10/1/24||||
E0677|RR||||78.85|10/1/24||||
E0678|RR||||44.18|10/1/24||||
E0679|RR||||25.01|10/1/24||||
E0680|RR||||723.36|10/1/24||||
E0681|RR||||106.52|10/1/24||||
E0682|RR||||60.29|10/1/24||||
E0683|RR||||78.06|10/1/24||||
E0691|NU||||1226.07|10/1/24||||
E0691|RR||||122.6|10/1/24||||
E0691|UE||||919.56|10/1/24||||
E0692|NU||||1539.62|10/1/24||||
E0692|RR||||153.94|10/1/24||||
E0692|UE||||1154.71|10/1/24||||
E0693|NU||||1897.91|10/1/24||||
E0693|RR||||189.8|10/1/24||||
E0693|UE||||1423.43|10/1/24||||
E0694|NU||||6040.88|10/1/24||||
E0694|RR||||604.08|10/1/24||||
E0694|UE||||4530.69|10/1/24||||
E0705|NU||||52.01|10/1/24||||
E0705|NU|KU|||69.15|10/1/24||||
E0705|RR||||5.2|10/1/24||||
E0705|RR|KU|||6.89|10/1/24||||
E0705|UE||||39.01|10/1/24||||
E0705|UE|KU|||51.81|10/1/24||||
E0720|NU||||65.43|10/1/24||||
E0730|NU||||64.89|10/1/24||||
E0731|NU||||85.22|10/1/24||||
E0732|RR||||42.63|10/1/24||||
E0733|RR||||42.63|10/1/24||||
E0734|RR||||429.24|10/1/24||||
E0735|RR||||42.63|10/1/24||||
E0736|RR||||42.63|10/1/24||||
E0738|RR||||1952.78|10/1/24||||
E0739|RR||||1529.62|10/1/24||||
E0740|RR||||71.35|10/1/24||||
E0743|RR||||231.88|10/1/24||||
E0744|RR||||114.68|10/1/24||||
E0745|RR||||103.83|10/1/24||||
E0747|NU|KF|||4541.78|10/1/24||||
E0747|RR|KF|||451.32|10/1/24||||
E0747|UE|KF|||3374.46|10/1/24||||
E0748|NU|KF|||5308.67|10/1/24||||
E0748|RR|KF|||530.83|10/1/24||||
E0748|UE|KF|||3981.51|10/1/24||||
E0749|RR|KF|||388.0|10/1/24||||
E0760|NU|KF|||4411.4|10/1/24||||
E0760|RR|KF|||441.14|10/1/24||||
E0760|UE|KF|||3308.51|10/1/24||||
E0762|RR||||150.03|10/1/24||||
E0764|RR|KF|||1509.98|10/1/24||||
E0765|NU||||114.79|10/1/24||||
E0765|RR||||11.5|10/1/24||||
E0765|UE||||86.12|10/1/24||||
E0766|RR|KF|||15686.97|10/1/24||||
E0776|NU||||173.68|10/1/24||||
E0776|RR||||17.37|10/1/24||||
E0776|UE||||130.26|10/1/24||||
E0779|RR||||21.86|10/1/24||||
E0780|NU||||14.15|10/1/24||||
E0781|RR||||292.42|10/1/24||||
E0782|NU|KF|||5858.15|10/1/24||||
E0782|RR|KF|||585.84|10/1/24||||
E0782|UE|KF|||4393.61|10/1/24||||
E0783|NU|KF|||11170.59|10/1/24||||
E0783|RR|KF|||1117.08|10/1/24||||
E0783|UE|KF|||8377.98|10/1/24||||
E0784|RR||||527.27|10/1/24||||
E0785|KF||||644.72|10/1/24||||
E0786|NU|KF|||10502.99|10/1/24||||
E0786|RR|KF|||1050.31|10/1/24||||
E0786|UE|KF|||7877.26|10/1/24||||
E0791|RR||||347.39|10/1/24||||
E0840|NU||||99.97|10/1/24||||
E0840|RR||||22.28|10/1/24||||
E0840|UE||||74.95|10/1/24||||
E0849|RR||||70.32|10/1/24||||
E0850|NU||||133.43|10/1/24||||
E0850|RR||||19.69|10/1/24||||
E0850|UE||||107.51|10/1/24||||
E0855|RR||||67.44|10/1/24||||
E0856|RR||||21.0|10/1/24||||
E0860|NU||||52.58|10/1/24||||
E0860|RR||||8.9|10/1/24||||
E0860|UE||||40.26|10/1/24||||
E0870|NU||||134.9|10/1/24||||
E0870|RR||||18.3|10/1/24||||
E0870|UE||||101.63|10/1/24||||
E0880|NU||||145.6|10/1/24||||
E0880|RR||||26.89|10/1/24||||
E0880|UE||||110.2|10/1/24||||
E0890|NU||||139.64|10/1/24||||
E0890|RR||||44.8|10/1/24||||
E0890|UE||||112.49|10/1/24||||
E0900|NU||||174.84|10/1/24||||
E0900|RR||||37.7|10/1/24||||
E0900|UE||||131.16|10/1/24||||
E0910|RR||||12.54|10/1/24||||
E0911|RR||||47.85|10/1/24||||
E0912|RR||||92.75|10/1/24||||
E0920|RR||||53.53|10/1/24||||
E0930|RR||||56.25|10/1/24||||
E0935|RR||||27.25|10/1/24||||
E0940|RR||||23.0|10/1/24||||
E0941|RR||||59.22|10/1/24||||
E0942|NU||||27.08|10/1/24||||
E0942|RR||||3.21|10/1/24||||
E0942|UE||||20.26|10/1/24||||
E0944|NU||||53.2|10/1/24||||
E0944|RR||||5.36|10/1/24||||
E0944|UE||||39.9|10/1/24||||
E0945|NU||||60.47|10/1/24||||
E0945|RR||||6.04|10/1/24||||
E0945|UE||||45.37|10/1/24||||
E0946|RR||||80.73|10/1/24||||
E0947|NU||||827.48|10/1/24||||
E0947|RR||||85.79|10/1/24||||
E0947|UE||||620.59|10/1/24||||
E0948|NU||||800.35|10/1/24||||
E0948|RR||||80.01|10/1/24||||
E0948|UE||||564.51|10/1/24||||
E0950|NU||||84.63|10/1/24||||
E0950|NU|KE|||0.0|10/1/24||||
E0950|NU|KU|||109.4|10/1/24||||
E0950|RR||||8.46|10/1/24||||
E0950|RR|KE|||0.0|10/1/24||||
E0950|RR|KU|||10.93|10/1/24||||
E0950|UE||||63.48|10/1/24||||
E0950|UE|KE|||0.0|10/1/24||||
E0950|UE|KU|||82.06|10/1/24||||
E0951|NU||||15.49|10/1/24||||
E0951|NU|KE|||0.0|10/1/24||||
E0951|NU|KU|||22.33|10/1/24||||
E0951|RR||||1.55|10/1/24||||
E0951|RR|KE|||0.0|10/1/24||||
E0951|RR|KU|||2.29|10/1/24||||
E0951|UE||||11.62|10/1/24||||
E0951|UE|KE|||0.0|10/1/24||||
E0951|UE|KU|||16.74|10/1/24||||
E0952|NU||||18.83|10/1/24||||
E0952|NU|KE|||0.0|10/1/24||||
E0952|NU|KU|||18.84|10/1/24||||
E0952|RR||||1.95|10/1/24||||
E0952|RR|KE|||0.0|10/1/24||||
E0952|RR|KU|||1.95|10/1/24||||
E0952|UE||||14.12|10/1/24||||
E0952|UE|KE|||0.0|10/1/24||||
E0952|UE|KU|||14.14|10/1/24||||
E0953|NU||||86.34|10/1/24||||
E0953|NU|KE|||0.0|10/1/24||||
E0953|NU|KU|||115.92|10/1/24||||
E0953|RR||||8.63|10/1/24||||
E0953|RR|KE|||0.0|10/1/24||||
E0953|RR|KU|||11.58|10/1/24||||
E0953|UE||||64.76|10/1/24||||
E0953|UE|KE|||0.0|10/1/24||||
E0953|UE|KU|||86.94|10/1/24||||
E0954|NU||||62.2|10/1/24||||
E0954|NU|KE|||0.0|10/1/24||||
E0954|NU|KU|||69.22|10/1/24||||
E0954|RR||||6.29|10/1/24||||
E0954|RR|KE|||0.0|10/1/24||||
E0954|RR|KU|||7.03|10/1/24||||
E0954|UE||||46.65|10/1/24||||
E0954|UE|KE|||0.0|10/1/24||||
E0954|UE|KU|||51.9|10/1/24||||
E0955|RR||||16.18|10/1/24||||
E0955|RR|KE|||0.0|10/1/24||||
E0955|RR|KU|||23.77|10/1/24||||
E0956|NU||||86.34|10/1/24||||
E0956|NU|KE|||0.0|10/1/24||||
E0956|NU|KU|||115.92|10/1/24||||
E0956|RR||||8.63|10/1/24||||
E0956|RR|KE|||0.0|10/1/24||||
E0956|RR|KU|||11.58|10/1/24||||
E0956|UE||||64.76|10/1/24||||
E0956|UE|KE|||0.0|10/1/24||||
E0956|UE|KU|||86.94|10/1/24||||
E0957|NU||||135.35|10/1/24||||
E0957|NU|KE|||0.0|10/1/24||||
E0957|NU|KU|||162.23|10/1/24||||
E0957|RR||||13.54|10/1/24||||
E0957|RR|KE|||0.0|10/1/24||||
E0957|RR|KU|||16.24|10/1/24||||
E0957|UE||||101.52|10/1/24||||
E0957|UE|KE|||0.0|10/1/24||||
E0957|UE|KU|||121.65|10/1/24||||
E0958|RR||||45.68|10/1/24||||
E0958|RR|KU|||54.99|10/1/24||||
E0959|NU||||50.55|10/1/24||||
E0959|NU|KU|||60.3|10/1/24||||
E0959|RR||||5.06|10/1/24||||
E0959|RR|KU|||6.06|10/1/24||||
E0959|UE||||37.92|10/1/24||||
E0959|UE|KU|||45.66|10/1/24||||
E0960|NU||||82.72|10/1/24||||
E0960|NU|KE|||0.0|10/1/24||||
E0960|NU|KU|||107.0|10/1/24||||
E0960|RR||||8.27|10/1/24||||
E0960|RR|KE|||0.0|10/1/24||||
E0960|RR|KU|||10.73|10/1/24||||
E0960|UE||||62.04|10/1/24||||
E0960|UE|KE|||0.0|10/1/24||||
E0960|UE|KU|||80.26|10/1/24||||
E0961|NU||||25.22|10/1/24||||
E0961|NU|KU|||40.6|10/1/24||||
E0961|RR||||2.52|10/1/24||||
E0961|RR|KU|||4.24|10/1/24||||
E0961|UE||||18.91|10/1/24||||
E0961|UE|KU|||20.23|10/1/24||||
E0966|NU||||78.71|10/1/24||||
E0966|NU|KU|||97.39|10/1/24||||
E0966|RR||||7.87|10/1/24||||
E0966|RR|KU|||9.61|10/1/24||||
E0966|UE||||59.04|10/1/24||||
E0966|UE|KU|||73.03|10/1/24||||
E0967|NU||||78.97|10/1/24||||
E0967|NU|KU|||88.12|10/1/24||||
E0967|RR||||7.9|10/1/24||||
E0967|RR|KU|||8.82|10/1/24||||
E0967|UE||||59.23|10/1/24||||
E0967|UE|KU|||66.05|10/1/24||||
E0968|RR||||22.13|10/1/24||||
E0969|NU||||213.71|10/1/24||||
E0969|RR||||21.16|10/1/24||||
E0969|UE||||160.29|10/1/24||||
E0971|NU||||34.14|10/1/24||||
E0971|NU|KU|||59.2|10/1/24||||
E0971|RR||||3.42|10/1/24||||
E0971|RR|KU|||5.93|10/1/24||||
E0971|UE||||25.61|10/1/24||||
E0971|UE|KU|||44.44|10/1/24||||
E0973|NU||||64.22|10/1/24||||
E0973|NU|KE|||0.0|10/1/24||||
E0973|NU|KU|||114.94|10/1/24||||
E0973|RR||||6.42|10/1/24||||
E0973|RR|KE|||0.0|10/1/24||||
E0973|RR|KU|||11.08|10/1/24||||
E0973|UE||||48.17|10/1/24||||
E0973|UE|KE|||0.0|10/1/24||||
E0973|UE|KU|||86.19|10/1/24||||
E0974|NU||||84.15|10/1/24||||
E0974|NU|KU|||106.98|10/1/24||||
E0974|RR||||8.41|10/1/24||||
E0974|RR|KU|||11.34|10/1/24||||
E0974|UE||||63.11|10/1/24||||
E0974|UE|KU|||80.85|10/1/24||||
E0978|NU||||26.92|10/1/24||||
E0978|NU|KE|||0.0|10/1/24||||
E0978|NU|KU|||42.68|10/1/24||||
E0978|RR||||2.69|10/1/24||||
E0978|RR|KE|||0.0|10/1/24||||
E0978|RR|KU|||4.28|10/1/24||||
E0978|UE||||20.19|10/1/24||||
E0978|UE|KE|||0.0|10/1/24||||
E0978|UE|KU|||31.64|10/1/24||||
E0980|NU||||38.34|10/1/24||||
E0980|RR||||3.84|10/1/24||||
E0980|UE||||28.59|10/1/24||||
E0981|NU||||49.13|10/1/24||||
E0981|NU|KE|||0.0|10/1/24||||
E0981|NU|KU|||54.89|10/1/24||||
E0981|RR||||4.91|10/1/24||||
E0981|RR|KE|||0.0|10/1/24||||
E0981|RR|KU|||5.48|10/1/24||||
E0981|UE||||36.85|10/1/24||||
E0981|UE|KE|||0.0|10/1/24||||
E0981|UE|KU|||41.17|10/1/24||||
E0982|NU||||51.51|10/1/24||||
E0982|NU|KE|||0.0|10/1/24||||
E0982|NU|KU|||51.5|10/1/24||||
E0982|RR||||5.15|10/1/24||||
E0982|RR|KE|||0.0|10/1/24||||
E0982|RR|KU|||5.13|10/1/24||||
E0982|UE||||38.64|10/1/24||||
E0982|UE|KE|||0.0|10/1/24||||
E0982|UE|KU|||38.65|10/1/24||||
E0983|RR||||325.52|10/1/24||||
E0984|RR||||221.57|10/1/24||||
E0985|RR||||23.53|10/1/24||||
E0985|RR|KU|||27.71|10/1/24||||
E0986|RR||||663.72|10/1/24||||
E0988|RR||||408.45|10/1/24||||
E0990|NU||||80.5|10/1/24||||
E0990|NU|KE|||0.0|10/1/24||||
E0990|NU|KU|||128.68|10/1/24||||
E0990|RR||||8.05|10/1/24||||
E0990|RR|KE|||0.0|10/1/24||||
E0990|RR|KU|||15.56|10/1/24||||
E0990|UE||||60.38|10/1/24||||
E0990|UE|KE|||0.0|10/1/24||||
E0990|UE|KU|||93.22|10/1/24||||
E0992|NU||||94.54|10/1/24||||
E0992|NU|KU|||129.85|10/1/24||||
E0992|RR||||9.46|10/1/24||||
E0992|RR|KU|||12.61|10/1/24||||
E0992|UE||||70.91|10/1/24||||
E0992|UE|KU|||97.39|10/1/24||||
E0994|NU||||24.06|10/1/24||||
E0994|RR||||2.43|10/1/24||||
E0994|UE||||18.04|10/1/24||||
E0995|NU||||31.57|10/1/24||||
E0995|NU|KE|||0.0|10/1/24||||
E0995|NU|KU|||35.74|10/1/24||||
E0995|RR||||3.16|10/1/24||||
E0995|RR|KE|||0.0|10/1/24||||
E0995|RR|KU|||3.6|10/1/24||||
E0995|UE||||23.68|10/1/24||||
E0995|UE|KE|||0.0|10/1/24||||
E0995|UE|KU|||26.79|10/1/24||||
E1002|RR||||438.11|10/1/24||||
E1002|RR|KE|||0.0|10/1/24||||
E1002|RR|KU|||476.64|10/1/24||||
E1003|RR||||512.8|10/1/24||||
E1003|RR|KE|||0.0|10/1/24||||
E1003|RR|KU|||516.44|10/1/24||||
E1004|RR||||563.64|10/1/24||||
E1004|RR|KE|||0.0|10/1/24||||
E1004|RR|KU|||572.6|10/1/24||||
E1005|RR||||616.58|10/1/24||||
E1005|RR|KE|||0.0|10/1/24||||
E1005|RR|KU|||619.81|10/1/24||||
E1006|RR||||759.18|10/1/24||||
E1006|RR|KE|||0.0|10/1/24||||
E1006|RR|KU|||759.18|10/1/24||||
E1007|RR||||943.65|10/1/24||||
E1007|RR|KE|||0.0|10/1/24||||
E1007|RR|KU|||1028.0|10/1/24||||
E1008|RR||||967.93|10/1/24||||
E1008|RR|KE|||0.0|10/1/24||||
E1008|RR|KU|||1028.07|10/1/24||||
E1009|NU||||0.0|10/1/24||||
E1009|RR||||0.0|10/1/24||||
E1009|UE||||0.0|10/1/24||||
E1010|RR||||131.54|10/1/24||||
E1010|RR|KE|||0.0|10/1/24||||
E1010|RR|KU|||134.51|10/1/24||||
E1011|NU||||0.0|10/1/24||||
E1011|RR||||0.0|10/1/24||||
E1011|UE||||0.0|10/1/24||||
E1012|RR||||131.54|10/1/24||||
E1012|RR|KU|||134.51|10/1/24||||
E1014|RR||||49.84|10/1/24||||
E1015|NU||||128.98|10/1/24||||
E1015|NU|KU|||156.52|10/1/24||||
E1015|RR||||12.9|10/1/24||||
E1015|RR|KU|||15.65|10/1/24||||
E1015|UE||||96.74|10/1/24||||
E1015|UE|KU|||117.38|10/1/24||||
E1016|NU||||124.74|10/1/24||||
E1016|NU|KE|||0.0|10/1/24||||
E1016|NU|KU|||154.44|10/1/24||||
E1016|RR||||12.47|10/1/24||||
E1016|RR|KE|||0.0|10/1/24||||
E1016|RR|KU|||15.47|10/1/24||||
E1016|UE||||93.56|10/1/24||||
E1016|UE|KE|||0.0|10/1/24||||
E1016|UE|KU|||115.81|10/1/24||||
E1017|NU||||0.0|10/1/24||||
E1017|RR||||0.0|10/1/24||||
E1017|UE||||0.0|10/1/24||||
E1018|NU||||0.0|10/1/24||||
E1018|RR||||0.0|10/1/24||||
E1018|UE||||0.0|10/1/24||||
E1020|RR||||20.41|10/1/24||||
E1020|RR|KE|||0.0|10/1/24||||
E1020|RR|KU|||28.6|10/1/24||||
E1028|RR||||15.39|10/1/24||||
E1028|RR|KE|||0.0|10/1/24||||
E1028|RR|KU|||24.28|10/1/24||||
E1029|RR||||43.44|10/1/24||||
E1029|RR|KE|||0.0|10/1/24||||
E1029|RR|KU|||43.44|10/1/24||||
E1030|RR||||137.04|10/1/24||||
E1030|RR|KE|||0.0|10/1/24||||
E1030|RR|KU|||137.03|10/1/24||||
E1031|RR||||49.63|10/1/24||||
E1035|RR||||649.19|10/1/24||||
E1036|RR||||970.94|10/1/24||||
E1037|RR||||113.47|10/1/24||||
E1038|RR||||16.39|10/1/24||||
E1039|RR||||36.41|10/1/24||||
E1050|RR||||138.97|10/1/24||||
E1060|RR||||150.5|10/1/24||||
E1070|RR||||147.94|10/1/24||||
E1083|RR||||91.32|10/1/24||||
E1084|RR||||127.51|10/1/24||||
E1087|RR||||172.65|10/1/24||||
E1088|RR||||179.82|10/1/24||||
E1092|RR||||154.67|10/1/24||||
E1093|RR||||146.18|10/1/24||||
E1100|RR||||141.63|10/1/24||||
E1110|RR||||117.89|10/1/24||||
E1150|RR||||99.11|10/1/24||||
E1160|RR||||84.61|10/1/24||||
E1161|RR||||322.83|10/1/24||||
E1170|RR||||109.36|10/1/24||||
E1171|RR||||104.96|10/1/24||||
E1172|RR||||133.69|10/1/24||||
E1180|RR||||138.27|10/1/24||||
E1190|RR||||140.86|10/1/24||||
E1195|RR||||171.4|10/1/24||||
E1200|RR||||118.72|10/1/24||||
E1221|RR||||64.83|10/1/24||||
E1222|RR||||92.47|10/1/24||||
E1223|RR||||89.31|10/1/24||||
E1224|RR||||100.86|10/1/24||||
E1225|RR||||41.67|10/1/24||||
E1225|RR|KU|||52.42|10/1/24||||
E1226|NU||||424.32|10/1/24||||
E1226|NU|KU|||632.83|10/1/24||||
E1226|RR||||42.43|10/1/24||||
E1226|RR|KU|||65.12|10/1/24||||
E1226|UE||||318.24|10/1/24||||
E1226|UE|KU|||474.57|10/1/24||||
E1227|NU||||321.84|10/1/24||||
E1227|RR||||32.19|10/1/24||||
E1227|UE||||241.42|10/1/24||||
E1228|RR||||32.71|10/1/24||||
E1230|NU||||2623.2|10/1/24||||
E1230|RR||||261.59|10/1/24||||
E1230|UE||||2074.64|10/1/24||||
E1231|NU||||0.0|10/1/24||||
E1231|RR||||0.0|10/1/24||||
E1231|UE||||0.0|10/1/24||||
E1232|RR||||291.8|10/1/24||||
E1233|RR||||302.31|10/1/24||||
E1234|RR||||263.2|10/1/24||||
E1235|RR||||253.45|10/1/24||||
E1236|RR||||223.6|10/1/24||||
E1237|RR||||225.54|10/1/24||||
E1238|RR||||223.6|10/1/24||||
E1240|RR||||119.49|10/1/24||||
E1270|RR||||91.55|10/1/24||||
E1280|RR||||152.23|10/1/24||||
E1295|RR||||165.73|10/1/24||||
E1296|NU||||630.96|10/1/24||||
E1296|RR||||63.11|10/1/24||||
E1296|UE||||473.23|10/1/24||||
E1297|NU||||121.32|10/1/24||||
E1297|RR||||15.86|10/1/24||||
E1297|UE||||90.98|10/1/24||||
E1298|NU||||547.87|10/1/24||||
E1298|RR||||54.79|10/1/24||||
E1298|UE||||410.89|10/1/24||||
E1310|NU||||2930.03|10/1/24||||
E1310|RR||||250.59|10/1/24||||
E1310|UE||||2197.51|10/1/24||||
E1353|||||38.64|10/1/24||||
E1355|||||29.12|10/1/24||||
E1372|NU||||133.95|10/1/24||||
E1372|RR||||13.4|10/1/24||||
E1372|UE||||100.46|10/1/24||||
E1390|RR||||89.4|10/1/24||||
E1390|RR|QB|||89.4|10/1/24||||
E1390|RR|QF|||89.4|10/1/24||||
E1391|RR||||89.4|10/1/24||||
E1391|RR|QB|||89.4|10/1/24||||
E1391|RR|QF|||89.4|10/1/24||||
E1392|RR||||45.56|10/1/24||||
E1392|RR|QB|||45.56|10/1/24||||
E1392|RR|QF|||45.56|10/1/24||||
E1405|RR||||122.1|10/1/24||||
E1406|RR||||95.15|10/1/24||||
E1700|RR||||47.06|10/1/24||||
E1701|||||14.46|10/1/24||||
E1702|||||29.14|10/1/24||||
E1800|RR||||167.15|10/1/24||||
E1801|RR||||167.71|10/1/24||||
E1802|RR||||445.92|10/1/24||||
E1805|RR||||172.4|10/1/24||||
E1806|RR||||137.65|10/1/24||||
E1810|RR||||170.0|10/1/24||||
E1811|RR||||174.36|10/1/24||||
E1812|RR||||117.33|10/1/24||||
E1815|RR||||172.4|10/1/24||||
E1816|RR||||177.07|10/1/24||||
E1818|RR||||180.77|10/1/24||||
E1820|NU||||105.22|10/1/24||||
E1820|RR||||10.54|10/1/24||||
E1820|UE||||78.92|10/1/24||||
E1821|NU||||143.59|10/1/24||||
E1821|RR||||14.32|10/1/24||||
E1821|UE||||107.73|10/1/24||||
E1825|RR||||172.4|10/1/24||||
E1830|RR||||172.4|10/1/24||||
E1831|RR||||90.14|10/1/24||||
E1840|RR||||513.03|10/1/24||||
E1841|RR||||618.08|10/1/24||||
E1905|RR||||646.04|10/1/24||||
E2000|RR||||67.33|10/1/24||||
E2001|RR||||62.47|10/1/24||||
E2100|NU||||745.94|10/1/24||||
E2100|RR||||74.61|10/1/24||||
E2100|UE||||559.48|10/1/24||||
E2101|NU||||257.27|10/1/24||||
E2101|RR||||25.73|10/1/24||||
E2101|UE||||192.96|10/1/24||||
E2102|NU|KF|||229.03|10/1/24||||
E2102|RR|KF|||22.9|10/1/24||||
E2102|UE|KF|||171.78|10/1/24||||
E2103|NU||||288.44|10/1/24||||
E2103|NU|KF|||320.2|10/1/24||||
E2103|RR||||28.85|10/1/24||||
E2103|RR|KF|||32.01|10/1/24||||
E2103|UE||||216.33|10/1/24||||
E2103|UE|KF|||240.15|10/1/24||||
E2104|NU||||52.2|10/1/24||||
E2104|RR||||5.23|10/1/24||||
E2104|UE||||39.18|10/1/24||||
E2120|RR||||386.85|10/1/24||||
E2201|NU||||351.37|10/1/24||||
E2201|NU|KU|||509.09|10/1/24||||
E2201|RR||||35.14|10/1/24||||
E2201|RR|KU|||50.92|10/1/24||||
E2201|UE||||263.53|10/1/24||||
E2201|UE|KU|||381.81|10/1/24||||
E2202|NU||||506.49|10/1/24||||
E2202|NU|KU|||646.71|10/1/24||||
E2202|RR||||50.65|10/1/24||||
E2202|RR|KU|||64.68|10/1/24||||
E2202|UE||||379.87|10/1/24||||
E2202|UE|KU|||485.05|10/1/24||||
E2203|NU||||462.36|10/1/24||||
E2203|NU|KU|||653.64|10/1/24||||
E2203|RR||||46.24|10/1/24||||
E2203|RR|KU|||65.36|10/1/24||||
E2203|UE||||346.77|10/1/24||||
E2203|UE|KU|||490.19|10/1/24||||
E2204|NU||||818.69|10/1/24||||
E2204|NU|KU|||1109.85|10/1/24||||
E2204|RR||||81.87|10/1/24||||
E2204|RR|KU|||111.0|10/1/24||||
E2204|UE||||614.02|10/1/24||||
E2204|UE|KU|||832.38|10/1/24||||
E2205|NU||||36.41|10/1/24||||
E2205|NU|KU|||43.82|10/1/24||||
E2205|RR||||3.64|10/1/24||||
E2205|RR|KU|||4.35|10/1/24||||
E2205|UE||||27.31|10/1/24||||
E2205|UE|KU|||32.9|10/1/24||||
E2206|NU||||42.69|10/1/24||||
E2206|NU|KU|||54.59|10/1/24||||
E2206|RR||||4.27|10/1/24||||
E2206|RR|KU|||5.44|10/1/24||||
E2206|UE||||32.02|10/1/24||||
E2206|UE|KU|||40.97|10/1/24||||
