SVC_CD|MODIFIER_1|FEE|AGE_UNIT|FROM_AGE|THROUGH_AGE|PLACE_OF_SERVICE_CODE
A9513||270.76||||
A9542||3490.46||||
A9543||61774.82||||
A9590||324.85||||
A9592||929.46||||
A9595||551.96||||
A9596||968.2||||
A9602||7.03||||
A9604||16287.34||||
A9606||157.6||||
A9607||209.88||||
A9800||800.0||||
P9023||5.31||||
P9048||57.36||||
Q0138||5.02||||
Q0139||5.02||||
Q2041||84804.46||||
Q2043||53985.92||||
Q2049||506.46||||
Q2050||106.7||||
Q2053||84800.0||||
Q2054||89445.4||||
Q2055||91451.0||||
Q2056||93000.0||||
Q4081||5.28||||
Q5101||4.7||||
Q5103||29.26||||
Q5104||49.93||||
Q5105||5.27||||
Q5106||12.52||||
Q5107||36.16||||
Q5108||141.0||||
Q5110||4.82||||
Q5111||142.12||||
Q5112||62.8||||
Q5113||40.86||||
Q5114||47.06||||
Q5115||53.29||||
Q5116||37.66||||
Q5117||37.83||||
Q5118||38.15||||
Q5119||37.14||||
Q5120||94.4||||
Q5121||37.96||||
Q5122||151.11||||
Q5123||54.21||||
Q5124||240.41||||
Q5125||4.99||||
Q5126||76.32||||
Q5127||352.38||||
Q5128||276.46||||
Q5129||72.2||||
Q5130||212.79||||
Q9956||34.9||||
Q9957||50.24||||
Q9968||18.64||||
Q9991||1830.29||||
Q9992||1830.29||||
