SVC_CD|Modifier_1|FEE|ASOFDATE
G0011||23.46|01-01-2024
G0013||9.1|01-01-2024
G0017||192.29|01-01-2024
G0018||96.29|01-01-2024
G0019||52.12|01-01-2024
G0022||36.35|01-01-2024
G0023||52.12|01-01-2024
G0024||36.35|01-01-2024
G0101||28.66|01-01-2024
G0102||9.1|01-01-2024
G0104||59.91|01-01-2024
G0105||189.92|01-01-2024
G0105|53|95.16|01-01-2024
G0121||190.15|01-01-2024
G0121|53|95.38|01-01-2024
G0127||7.59|01-01-2024
G0136||9.5|01-01-2024
G0140||52.12|01-01-2024
G0146||36.35|01-01-2024
G0168||14.67|01-01-2024
G0245||41.09|01-01-2024
G0246||20.5|01-01-2024
G0247||22.2|01-01-2024
G0268||34.18|01-01-2024
G0270||29.26|01-01-2024
G0271||16.58|01-01-2024
G0296||26.24|01-01-2024
G0316||31.49|01-01-2024
G0317||31.49|01-01-2024
G0318||30.93|01-01-2024
G0323||45.21|01-01-2024
G0341||308.24|01-01-2024
G0396||32.69|01-01-2024
G0397||66.22|01-01-2024
G0402||136.73|01-01-2024
G0429||71.52|01-01-2024
G0442||9.5|01-01-2024
G0443||23.46|01-01-2024
G0444||9.5|01-01-2024
G0445||23.46|01-01-2024
G0446||23.85|01-01-2024
G0447||23.46|01-01-2024
G0455||72.57|01-01-2024
G0473||11.98|01-01-2024
G0500||5.65|01-01-2024
G0506||45.9|01-01-2024
G0513||61.67|01-01-2024
G0514||62.06|01-01-2024
G0516||101.33|01-01-2024
G0517||115.41|01-01-2024
G0518||188.42|01-01-2024
G2010||9.5|01-01-2024
G2012||13.28|01-01-2024
G2082||36.25|01-01-2024
G2083||36.25|01-01-2024
G2086||418.08|01-01-2024
G2087||402.18|01-01-2024
G2088||39.66|01-01-2024
G2212||32.5|01-01-2024
G2213||62.09|01-01-2024
G2214||39.91|01-01-2024
G2250||9.5|01-01-2024
G2251||13.28|01-01-2024
G2252||25.95|01-01-2024
G3002||77.37|01-01-2024
G3003||26.96|01-01-2024
G9978||29.07|01-01-2024
G9979||49.18|01-01-2024
G9980||78.65|01-01-2024
G9981||132.51|01-01-2024
G9982||177.0|01-01-2024
G9983||29.07|01-01-2024
G9984||57.25|01-01-2024
G9985||86.79|01-01-2024
G9986||126.62|01-01-2024
Q0091||18.94|01-01-2024
0446T||58.85|01-01-2024
0447T||69.03|01-01-2024
0448T||98.15|01-01-2024
10004||44.31|01-01-2024
10005||74.54|01-01-2024
10006||51.24|01-01-2024
10007||90.97|01-01-2024
10008||51.08|01-01-2024
10009||110.23|01-01-2024
10010||71.6|01-01-2024
10021||56.29|01-01-2024
10030||136.41|01-01-2024
10035||85.3|01-01-2024
10036||42.99|01-01-2024
10040||54.42|01-01-2024
10060||117.67|01-01-2024
10061||199.9|01-01-2024
10080||114.95|01-01-2024
10081||181.15|01-01-2024
10120||116.17|01-01-2024
10121||195.57|01-01-2024
10140||128.25|01-01-2024
10160||104.91|01-01-2024
10180||190.87|01-01-2024
11000||28.25|01-01-2024
