SVC_CD|Modifier_1|FEE|ASOFDATE
G0011||23.12|01-01-2024
G0013||8.97|01-01-2024
G0017||189.37|01-01-2024
G0018||94.8|01-01-2024
G0019||51.36|01-01-2024
G0022||35.82|01-01-2024
G0023||51.36|01-01-2024
G0024||35.82|01-01-2024
G0101||28.23|01-01-2024
G0102||8.97|01-01-2024
G0104||59.06|01-01-2024
G0105||187.04|01-01-2024
G0105|53|93.71|01-01-2024
G0121||187.25|01-01-2024
G0121|53|93.93|01-01-2024
G0127||7.47|01-01-2024
G0136||9.36|01-01-2024
G0140||51.36|01-01-2024
G0146||35.82|01-01-2024
G0168||14.41|01-01-2024
G0245||40.49|01-01-2024
G0246||20.19|01-01-2024
G0247||21.87|01-01-2024
G0268||33.65|01-01-2024
G0270||28.89|01-01-2024
G0271||16.36|01-01-2024
G0296||25.86|01-01-2024
G0316||31.03|01-01-2024
G0317||31.03|01-01-2024
G0318||30.47|01-01-2024
G0323||44.53|01-01-2024
G0341||303.01|01-01-2024
G0396||32.2|01-01-2024
G0397||65.21|01-01-2024
G0402||134.74|01-01-2024
G0429||70.47|01-01-2024
G0442||9.36|01-01-2024
G0443||23.12|01-01-2024
G0444||9.36|01-01-2024
G0445||23.12|01-01-2024
G0446||23.5|01-01-2024
G0447||23.12|01-01-2024
G0455||71.46|01-01-2024
G0473||11.81|01-01-2024
G0500||5.55|01-01-2024
G0506||45.23|01-01-2024
G0513||60.77|01-01-2024
G0514||61.16|01-01-2024
G0516||99.9|01-01-2024
G0517||113.78|01-01-2024
G0518||185.72|01-01-2024
G2010||9.36|01-01-2024
G2012||13.09|01-01-2024
G2082||35.68|01-01-2024
G2083||35.68|01-01-2024
G2086||411.89|01-01-2024
G2087||396.15|01-01-2024
G2088||39.07|01-01-2024
G2212||32.02|01-01-2024
G2213||61.13|01-01-2024
G2214||39.33|01-01-2024
G2250||9.36|01-01-2024
G2251||13.09|01-01-2024
G2252||25.57|01-01-2024
G3002||76.24|01-01-2024
G3003||26.56|01-01-2024
G9978||28.64|01-01-2024
G9979||48.44|01-01-2024
G9980||77.46|01-01-2024
G9981||130.53|01-01-2024
G9982||174.35|01-01-2024
G9983||28.64|01-01-2024
G9984||56.41|01-01-2024
G9985||85.53|01-01-2024
G9986||124.77|01-01-2024
Q0091||18.67|01-01-2024
0446T||58.0|01-01-2024
0447T||68.03|01-01-2024
0448T||96.73|01-01-2024
10004||43.59|01-01-2024
10005||73.38|01-01-2024
10006||50.45|01-01-2024
