SVC_CD|Modifier_1|FEE|ASOFDATE
G0011||27.77|01-01-2024
G0012||15.61|01-01-2024
G0013||26.02|01-01-2024
G0017||219.98|01-01-2024
G0018||108.75|01-01-2024
G0019||87.38|01-01-2024
G0022||54.02|01-01-2024
G0023||87.38|01-01-2024
G0024||54.02|01-01-2024
G0076||51.27|01-01-2024
G0077||76.01|01-01-2024
G0078||124.74|01-01-2024
G0079||163.45|01-01-2024
G0080||215.56|01-01-2024
G0081||50.16|01-01-2024
G0082||81.23|01-01-2024
G0083||127.78|01-01-2024
G0084||180.39|01-01-2024
G0085||215.56|01-01-2024
G0086||77.83|01-01-2024
G0087||108.78|01-01-2024
G0101||42.18|01-01-2024
G0102||26.02|01-01-2024
G0104||210.13|01-01-2024
G0105||370.65|01-01-2024
G0105|53|185.13|01-01-2024
G0106||246.8|01-01-2024
G0106|TC|186.15|01-01-2024
G0106|26|60.65|01-01-2024
G0108||57.82|01-01-2024
G0109||16.75|01-01-2024
G0117||71.32|01-01-2024
G0118||47.76|01-01-2024
G0120||246.8|01-01-2024
G0120|TC|186.15|01-01-2024
G0120|26|60.65|01-01-2024
G0121||370.86|01-01-2024
G0121|53|185.34|01-01-2024
G0124||26.38|01-01-2024
G0127||26.84|01-01-2024
G0128||11.06|01-01-2024
G0130||41.13|01-01-2024
G0130|TC|30.04|01-01-2024
G0130|26|11.09|01-01-2024
G0136||20.98|01-01-2024
G0140||87.38|01-01-2024
G0141||26.38|01-01-2024
G0146||54.02|01-01-2024
G0166||118.61|01-01-2024
G0168||139.14|01-01-2024
G0179||45.97|01-01-2024
G0180||58.05|01-01-2024
G0181||110.65|01-01-2024
G0182||110.44|01-01-2024
G0237||13.0|01-01-2024
G0238||11.83|01-01-2024
G0239||14.93|01-01-2024
G0245||69.93|01-01-2024
G0246||42.66|01-01-2024
G0247||95.08|01-01-2024
G0248||115.51|01-01-2024
G0249||76.14|01-01-2024
G0250||8.97|01-01-2024
G0268||56.11|01-01-2024
G0270||34.31|01-01-2024
G0271||17.91|01-01-2024
G0276||374.24|01-01-2024
G0277||211.19|01-01-2024
G0278||13.16|01-01-2024
G0279||51.4|01-01-2024
G0279|TC|22.47|01-01-2024
G0279|26|28.93|01-01-2024
G0281||12.46|01-01-2024
G0283||12.46|01-01-2024
G0288||49.18|01-01-2024
G0289||85.56|01-01-2024
G0296||28.96|01-01-2024
G0316||32.97|01-01-2024
G0317||32.97|01-01-2024
G0318||32.02|01-01-2024
G0323||58.09|01-01-2024
G0329||11.91|01-01-2024
G0341||1786.62|01-01-2024
G0342||764.34|01-01-2024
G0343||1245.67|01-01-2024
G0372||9.02|01-01-2024
G0396||35.69|01-01-2024
G0397||68.7|01-01-2024
G0402||176.58|01-01-2024
G0403||15.43|01-01-2024
G0404||7.19|01-01-2024
G0405||8.25|01-01-2024
G0406||42.17|01-01-2024
G0407||73.66|01-01-2024
G0408||107.44|01-01-2024
G0409||27.33|01-01-2024
G0412||758.14|01-01-2024
G0413||1107.26|01-01-2024
G0414||1046.53|01-01-2024
G0415||1410.4|01-01-2024
G0416||401.42|01-01-2024
G0416|TC|221.86|01-01-2024
G0416|26|179.55|01-01-2024
G0420||112.34|01-01-2024
G0421||28.28|01-01-2024
G0422||137.17|01-01-2024
G0423||137.17|01-01-2024
G0425||93.52|01-01-2024
G0426||133.26|01-01-2024
G0427||188.68|01-01-2024
G0429||107.27|01-01-2024
G0438||176.19|01-01-2024
G0439||139.32|01-01-2024
G0442||20.98|01-01-2024
G0443||26.22|01-01-2024
G0444||20.98|01-01-2024
G0445||27.77|01-01-2024
G0446||26.6|01-01-2024
G0447||26.6|01-01-2024
G0451||13.38|01-01-2024
G0452||51.64|01-01-2024
G0452|TC|3.7|01-01-2024
G0452|26|47.94|01-01-2024
G0453||32.84|01-01-2024
G0454||8.97|01-01-2024
G0455||142.73|01-01-2024
G0459||43.05|01-01-2024
G0473||12.98|01-01-2024
G0500||65.59|01-01-2024
G0506||67.31|01-01-2024
G0508||210.58|01-01-2024
G0509||192.88|01-01-2024
G0513||65.8|01-01-2024
G0514||66.19|01-01-2024
G0516||217.27|01-01-2024
G0517||240.84|01-01-2024
G0518||422.01|01-01-2024
G2001||51.27|01-01-2024
G2002||76.01|01-01-2024
G2003||124.74|01-01-2024
G2004||163.45|01-01-2024
G2005||215.56|01-01-2024
G2006||50.16|01-01-2024
G2007||81.23|01-01-2024
G2008||127.78|01-01-2024
G2009||180.39|01-01-2024
G2010||13.23|01-01-2024
G2011||17.15|01-01-2024
G2012||14.64|01-01-2024
G2013||215.56|01-01-2024
G2014||77.83|01-01-2024
G2015||108.78|01-01-2024
G2082||929.33|01-01-2024
G2083||1316.69|01-01-2024
G2086||485.88|01-01-2024
G2087||445.34|01-01-2024
G2088||63.09|01-01-2024
G2211||16.94|01-01-2024
G2212||33.57|01-01-2024
G2213||65.39|01-01-2024
G2214||61.8|01-01-2024
G2250||13.23|01-01-2024
G2251||14.64|01-01-2024
G2252||27.51|01-01-2024
G3002||86.7|01-01-2024
G3003||31.98|01-01-2024
G6001||205.67|01-01-2024
G6001|TC|172.59|01-01-2024
G6001|26|33.08|01-01-2024
G6002||85.02|01-01-2024
G6002|TC|63.74|01-01-2024
G6002|26|21.28|01-01-2024
G6003||178.79|01-01-2024
G6004||146.64|01-01-2024
G6005||147.02|01-01-2024
G6006||145.86|01-01-2024
G6007||267.11|01-01-2024
G6008||202.24|01-01-2024
G6009||201.86|01-01-2024
G6010||200.31|01-01-2024
G6011||266.16|01-01-2024
G6012||266.55|01-01-2024
G6013||267.71|01-01-2024
G6014||265.77|01-01-2024
G6015||412.66|01-01-2024
G6016||411.59|01-01-2024
G9157||93.24|01-01-2024
G9187||53.95|01-01-2024
G9481||17.4|01-01-2024
