SVC_CD|MODIFIER_1|FEE
64786||1291.28
64787||330.56
64788||363.13
64790||866.19
64792||1122.52
64795||228.56
64802||774.35
64804||1068.05
64809||1068.05
64818||801.04
64820||569.8
64831||405.33
64832||219.49
64834||483.82
64835||605.06
64836||725.75
64837||502.51
64840||1015.71
64856||725.75
64857||1120.93
64858||1375.12
64861||1573.25
64862||1580.72
64864||972.47
64865||1194.08
64866||1388.47
64868||1388.47
64872||162.88
64874||238.71
64876||249.93
64885||999.16
64886||1191.41
64890||929.2
64891||884.88
64892||859.25
64893||995.96
64895||1102.77
64896||1255.5
64897||1049.89
64898||1135.87
64901||687.82
64902||799.98
64905||754.58
64907||989.55
65091||605.06
65093||725.75
65101||605.06
65103||653.11
65105||725.75
65110||1209.57
65112||1639.99
65114||1354.83
65125||374.88
65130||562.33
65135||671.27
65140||841.09
65150||759.92
65175||719.34
65205||159.68
65210||168.21
65220||206.67
65222||28.99
65235||655.25
65260||725.75
65265||967.66
65270||132.97
65272||221.61
65273||221.08
65275||475.82
65280||688.35
65285||1214.91
65286||621.07
65290||280.37
65400||483.82
65410||77.43
65420||363.13
65426||573.01
65430||197.59
65435||60.35
65436||234.44
65450||251.52
65600||427.22
65710||1281.67
65730||1602.08
65750||1602.08
65755||1602.08
65800||112.69
65810||483.82
65815||326.83
65820||605.06
65850||725.75
65855||309.2
65860||452.32
65865||592.77
65870||562.33
65875||562.33
65880||562.33
65900||1182.33
65920||739.63
65930||796.24
66020||121.22
66030||82.23
66130||675.01
66150||725.75
66155||725.75
66160||725.75
66170||967.66
66172||1253.9
66180||1602.08
66185||409.59
66225||1281.67
66250||639.23
66500||302.26
66505||302.26
66600||832.01
66605||1150.83
66625||605.06
66630||605.06
66635||593.84
66680||535.63
66682||605.06
66700||483.82
66710||356.74
66720||363.13
66740||640.83
66761||302.26
66762||302.26
66770||453.39
66820||302.26
66821||267.01
66825||730.01
66830||694.24
66840||650.97
66850||725.75
66852||725.75
66920||1068.05
66930||1068.05
66940||1068.05
66983||1441.87
66984||1441.87
66985||677.68
66986||725.75
67005||801.04
67010||1602.08
67015||483.82
67025||725.75
67027||843.76
67028||522.28
67030||554.32
67031||348.19
67036||1655.48
67039||1815.69
67101||418.14
67105||377.02
67107||1424.24
67108||1509.16
67110||1335.07
67115||520.67
67120||605.06
67121||605.06
67141||584.23
67145||534.03
67208||605.06
67210||605.06
67220||905.18
67227||367.41
67228||430.42
67250||1068.05
67255||1281.67
67311||747.64
67312||747.64
67334||499.85
67340||625.34
67343||750.84
67345||217.89
67400||725.75
67405||725.75
67412||760.99
67413||645.11
67414||661.13
67415||120.16
67420||1330.79
67430||1330.79
67440||1209.57
67445||1068.05
67450||1306.24
67500||214.14
67505||173.03
67515||163.95
67550||786.09
67560||1067.52
67570||720.4
67700||178.9
67710||175.7
67715||45.4
67800||184.78
67801||204.53
67805||217.89
67808||188.51
67810||155.4
67820||60.88
67825||224.3
67830||439.5
67835||529.22
67840||208.81
67850||221.61
67875||302.26
67880||637.63
67882||821.87
67900||473.15
67901||854.44
67902||640.83
67903||854.44
67904||862.99
67906||854.44
67908||621.61
67909||672.88
67911||592.77
67914||347.12
67915||305.47
67916||483.82
67917||605.06
67921||336.97
67922||300.65
67923||484.37
67924||605.06
67930||349.79
67935||499.85
67938||391.98
67950||614.67
67961||601.85
67966||662.72
67971||725.75
67973||907.32
67974||1038.15
67975||410.67
68020||182.1
68040||306.53
68100||186.37
68110||215.22
68115||223.22
68130||339.64
68135||202.92
68200||158.6
68320||640.83
68325||747.64
68326||695.84
68330||559.13
68335||630.69
68340||771.13
68360||302.26
68362||605.06
68400||261.68
68420||286.78
68440||170.89
68500||725.75
68505||725.75
68510||683.02
68520||651.52
68525||367.94
68530||708.65
68540||882.21
68550||1190.35
68700||1190.35
68705||214.67
68720||750.84
68745||801.04
68750||801.04
68760||197.06
68761||179.97
68770||514.26
68801||195.98
68810||266.48
68811||160.74
68815||317.22
68840||222.69
68850||348.72
69000||81.17
69005||131.74
69020||84.37
69100||57.68
69105||52.87
69110||181.57
69120||427.22
69140||703.32
69145||259.01
69150||1105.43
69155||1801.28
69200||49.66
69205||115.35
69210||43.79
69220||60.35
69222||160.21
69300||534.03
69310||907.32
69320||967.66
69420||80.11
69424||90.78
69433||85.98
69436||173.03
69440||605.06
69450||272.35
69501||725.75
69502||725.75
69505||1075.53
69511||1113.45
69530||1602.08
69535||3034.34
69540||74.76
69550||1095.29
69552||1696.06
69554||2731.54
69601||907.32
69602||1117.18
69603||1151.36
69604||1281.67
69610||204.53
69620||694.24
69631||1174.86
69632||1174.86
69633||1174.86
69635||1281.67
69636||1281.67
69637||1602.08
69641||1281.67
69642||1385.8
69643||1281.67
69644||1392.75
69645||1350.01
69646||1451.48
69650||725.75
69660||1068.05
69661||1281.67
69662||725.75
69666||1153.5
69667||1153.5
69676||817.59
69700||423.48
69720||1281.67
69725||1572.7
69740||1602.08
69745||1708.89
69801||247.79
69805||1114.51
69806||1068.05
69905||1104.37
69910||1116.65
69915||1890.45
69930||1617.03
69960||2277.63
69970||2535.56
69990||263.27
70010||71.78
70015||127.68
70030||35.4
70100||36.0
70110||48.83
70120||37.27
70130||65.75
70134||65.75
70140||37.27
70150||53.47
70160||35.56
70170||62.08
70190||37.27
70200||54.35
70210||31.01
70220||47.84
70240||31.01
70250||37.27
70260||57.69
70300||12.38
70310||24.82
70320||49.64
70328||35.07
70330||54.64
70332||97.54
70350||20.87
70355||23.01
70360||24.82
70370||54.64
70380||39.73
70390||59.28
70450||145.26
70460||204.88
70470||241.04
70480||218.52
70481||251.61
70482||295.89
70486||176.93
70487||210.35
70490||206.57
70491||256.11
70492||308.17
70540||319.83
70551||272.77
70552||379.01
70553||446.18
71100||38.96
71101||46.36
71110||47.78
71111||60.82
71120||37.27
71130||37.27
71250||182.63
71260||230.85
71270||274.85
71550||485.69
72020||24.82
72040||37.27
72050||57.38
72052||72.16
72070||40.22
72072||44.22
72074||50.36
72080||39.29
72100||43.45
72110||62.9
72114||75.89
72120||49.64
72125||179.29
72126||233.92
72127||275.95
72128||178.84
72129||235.73
72130||277.04
72131||178.35
72132||233.92
72133||275.51
72141||266.3
72142||388.22
72146||265.87
72147||384.05
72148||266.8
72149||380.88
72156||449.31
72157||449.8
72158||447.95
72170||31.01
72190||45.26
72192||183.02
72193||293.26
72194||339.01
72196||380.16
72200||31.01
72202||42.42
72220||35.89
72240||125.58
72255||124.82
72265||117.59
72270||161.97
72285||144.11
72295||125.48
73000||29.81
73010||30.68
73020||24.82
73030||37.09
73040||72.71
73050||37.15
73060||29.81
73070||29.81
73080||37.27
73085||103.02
73090||29.81
73092||29.81
73100||24.82
73110||36.06
73115||59.01
73120||24.82
73130||36.06
73140||22.36
73200||227.45
73201||282.25
73202||354.8
73220||560.1
73221||282.95
73525||108.0
73560||27.28
73562||33.54
73564||39.73
73565||27.28
73580||99.29
73590||29.81
73592||29.81
73600||27.28
73610||36.06
73615||108.0
73620||24.82
73630||34.74
73650||27.28
73660||22.36
73700||178.35
73701||231.34
73702||271.78
73720||477.76
73721||282.46
74022||56.54
74150||188.16
74160||299.45
74170||340.87
74181||273.91
74185||476.26
74190||49.53
74210||54.64
74220||54.64
74230||74.46
74235||172.87
74240||146.35
74246||165.31
74250||135.72
74251||522.14
74270||74.46
74280||90.14
74290||55.12
74300||62.08
74301||31.01
74328||165.14
74329||165.14
74330||165.14
74340||90.63
74355||147.83
74360||156.32
74363||189.58
74400||94.3
74410||124.1
74415||142.46
74420||80.93
74425||71.99
74430||47.56
74440||54.64
74445||74.46
74450||59.56
74455||86.91
74470||62.08
74485||119.07
74710||47.06
74740||67.02
75600||255.55
75605||158.57
75625||164.93
75630||204.0
75705||303.17
75710||195.28
75716||210.84
75726||186.84
75731||200.06
75733||222.03
75736||185.54
75741||170.74
75743||192.98
75746||176.1
75756||208.55
75774||108.33
75801||186.19
75803||186.19
75805||187.56
75807||198.64
75809||35.62
75810||562.57
75820||87.67
75822||134.58
75825||148.49
75827||156.71
75842||208.06
75870||191.72
75885||177.09
75898||149.03
75984||97.15
75989||149.92
76000||40.11
76010||33.48
76080||59.94
76098||20.77
76100||81.92
76120||75.62
76125||43.45
76140||26.68
76506||89.26
76511||73.37
76512||61.81
76513||95.29
76516||60.66
76519||78.63
76529||84.27
76536||85.69
76700||119.34
76705||87.13
76770||115.78
76775||73.7
76805||135.29
76810||115.34
76815||90.3
76816||74.36
76825||116.87
76826||85.42
76827||82.58
76828||48.77
76830||97.04
76831||108.33
76856||97.04
76857||60.49
76870||85.75
76872||97.04
76873||154.84
76885||109.14
76886||97.27
76932||96.0
76941||162.03
76942||72.61
76946||41.1
76965||113.42
76975||68.71
77261||87.67
77262||133.1
77263||206.9
77280||114.95
77285||182.2
77290||223.61
77295||616.43
77300||80.5
77321||117.2
77331||76.6
77332||49.26
77333||65.6
77334||160.93
77336||79.01
77370||136.54
77401||27.34
77402||60.82
77407||55.61
77412||61.97
77417||14.09
77427||164.05
77431||113.81
77432||407.83
77470||166.73
77600||242.96
77610||242.96
77615||326.3
77750||193.7
77761||462.57
77762||613.09
77763||865.63
77778||1053.7
77789||153.09
77790||20.23
78015||116.06
78016||157.04
78018||186.19
78020||41.91
78070||137.86
78075||312.44
78102||133.76
78110||49.64
78111||75.18
78120||74.46
78121||101.15
78122||126.69
78130||124.1
78140||124.1
78185||124.1
78191||165.47
78195||271.89
78201||111.73
78202||172.33
78215||124.1
78216||163.23
78230||86.91
78231||100.65
78232||124.1
78258||185.54
78261||155.12
78262||155.12
78264||424.11
78278||186.19
78282||74.46
78290||155.12
78291||202.41
78300||116.06
78305||161.97
78306||202.29
78315||188.05
78414||148.93
78445||173.32
78456||213.21
78457||99.29
78458||135.29
78466||125.54
78468||166.36
78472||240.65
78473||359.78
78481||226.68
78483||308.77
78494||292.27
78496||54.95
78580||161.37
78600||168.33
78601||197.65
78605||192.38
78606||228.33
78610||57.69
78630||242.69
78635||214.24
78645||214.24
78650||212.22
78660||124.1
78700||111.73
78701||171.88
78707||276.77
78708||223.18
78709||261.96
78725||110.46
78740||96.82
78761||124.1
78800||127.83
78801||189.91
78802||222.19
79200||148.93
79300||372.38
80168||20.83
80170||20.88
80176||18.73
80178||8.43
80184||12.05
80185||16.9
80186||17.54
80188||21.16
80190||26.16
80192||21.36
80194||18.62
80197||17.51
80198||18.03
80200||20.55
80201||15.19
80202||17.27
80299||18.06
81000||3.7
81001||3.97
81002||3.08
81003||2.81
81005||2.54
81007||4.0
81015||3.59
81025||4.02
81050||2.02
82009||5.39
82010||10.26
82013||14.24
82016||18.92
82017||21.5
82024||49.24
82030||32.89
82040||5.77
82042||4.06
82043||7.29
82044||5.62
82085||12.38
82088||51.95
82103||17.13
82104||18.45
82105||121.92
82106||17.26
82108||28.29
82120||5.75
82127||17.69
82128||17.69
82131||26.34
82135||20.99
82136||22.51
82139||21.5
82140||18.58
82143||10.73
82150||8.22
82154||36.76
82157||37.32
82160||31.89
82164||18.62
82172||18.86
82175||24.18
82180||12.61
82232||20.63
82239||20.88
82240||33.89
82247||5.87
82248||6.33
82252||5.81
82261||19.88
82270||4.19
82286||6.57
82300||29.51
82306||35.56
82308||34.15
82310||5.88
82330||17.44
82331||8.08
82340||7.69
82355||14.76
82360||16.41
82365||16.44
82370||15.96
82374||1.95
82375||15.71
82376||7.63
82378||24.17
82379||21.5
82380||11.76
82382||26.85
82383||33.36
82384||32.2
82387||23.01
82390||13.7
82397||18.0
82415||16.15
82435||4.32
82436||6.3
82438||6.23
82441||7.66
82465||5.55
82480||10.04
82482||11.25
82485||26.34
82495||25.86
82507||35.44
82523||23.83
82525||15.82
82528||28.72
82530||21.3
82533||20.78
82540||5.91
82542||22.02
82550||8.31
82552||17.07
82553||14.53
82554||15.13
82565||6.18
82570||6.6
82575||12.05
82585||13.4
82595||7.63
82600||24.73
82607||19.12
82608||18.26
82615||10.96
82626||32.23
82627||28.14
82633||39.5
82634||37.32
82638||15.62
82652||47.59
82657||25.45
82658||28.2
82664||34.44
82668||23.97
82670||35.44
82671||41.18
82672||27.66
82677||30.83
82679||31.81
82693||19.01
82696||30.11
82705||6.5
82710||21.43
82715||26.35
82725||20.8
82726||23.02
82728||17.31
82735||23.64
82746||18.75
82747||16.48
82759||27.35
82760||14.27
82775||26.87
82776||11.33
82784||8.72
82785||20.94
82787||10.23
82800||9.57
82803||17.0
82805||34.86
82810||11.22
82820||15.31
82938||22.56
82941||22.49
82943||18.22
82946||20.4
82947||4.73
82948||3.89
82950||6.01
82951||16.17
82952||4.96
82955||12.36
82960||7.72
82962||2.87
82963||27.4
82965||12.08
82977||9.18
82978||18.17
82979||10.76
82985||19.24
83001||23.54
83002||23.5
83003||21.26
83010||15.76
83012||26.85
83013||85.89
83014||10.03
83015||17.44
83018||28.0
83020||15.68
83021||22.09
83026||3.7
83030||12.32
83033||9.17
83036||12.25
83045||7.44
83050||9.09
83051||9.32
83060||10.54
83065||10.33
83068||10.87
83069||5.03
83070||6.05
83080||21.5
83088||37.65
83150||16.35
83491||22.35
83497||16.44
83498||34.33
83500||28.87
83505||30.98
83516||12.34
83518||8.51
83519||17.6
83520||14.69
83525||14.57
83527||16.51
83528||22.74
83540||8.2
83550||9.88
83570||11.29
83582||18.07
83586||16.32
83593||33.54
83605||13.5
83615||7.7
83625||16.31
83632||25.79
83633||8.58
83655||15.25
83661||28.03
83662||24.1
83670||11.69
83690||8.72
83718||9.68
83719||14.83
83721||11.79
83727||21.92
83735||8.55
83775||9.4
83785||31.36
83789||23.44
83825||20.25
83835||21.6
83857||13.68
83864||22.86
83872||7.47
83873||21.93
83874||16.47
83883||17.34
83885||31.26
83915||14.21
83916||31.41
83918||25.69
83919||20.99
83930||8.43
83935||8.64
83945||16.58
83970||49.97
83986||4.56
84030||7.01
84035||4.66
84060||9.41
84066||12.32
84075||5.92
84078||8.72
84080||18.85
84081||21.06
84085||10.53
84087||13.17
84100||6.04
84105||6.63
84106||6.67
84110||10.76
84119||13.45
84120||18.76
84126||39.78
84132||4.93
84133||5.49
84134||17.89
84135||24.41
84138||24.16
84140||26.36
84143||29.09
84144||26.25
84146||24.54
84150||38.97
84153||23.45
84154||23.45
84155||4.25
84160||6.6
84165||13.7
84181||21.72
84182||28.1
84202||18.29
84203||11.17
84206||27.81
84207||35.82
84210||16.61
84220||12.03
84228||14.83
84233||88.92
84234||76.21
84235||81.73
84238||46.62
84244||28.04
84252||25.8
84255||32.55
84260||39.5
84270||26.85
84275||17.13
84285||30.01
84295||5.03
84300||6.2
84305||26.38
84307||23.31
84311||9.29
84315||3.76
84375||30.61
84376||6.73
84377||7.01
84378||14.69
84379||14.69
84392||6.3
84402||32.47
84403||32.7
84425||27.07
84430||14.83
84432||20.48
84436||8.65
84437||8.25
84439||11.35
84442||18.85
84443||21.17
84445||64.83
84446||17.21
84450||6.33
84460||6.57
84466||15.79
84478||7.2
84479||8.15
84480||18.06
84481||21.47
84482||20.1
84484||12.15
84485||9.18
84488||9.31
84490||11.39
84510||13.27
84512||11.58
84520||4.52
84525||5.88
84540||4.75
84545||8.43
84550||5.75
84560||6.05
84577||19.48
84578||5.08
84580||10.96
84583||6.94
84585||19.77
84588||43.28
84590||14.65
84597||17.5
84600||20.5
84620||15.1
84630||14.52
84681||25.58
84702||18.99
84703||9.27
84830||13.91
85002||5.75
85007||3.89
85008||0.75
85009||5.81
85013||2.91
85014||3.03
85018||2.97
85025||9.68
85027||8.19
85041||3.83
85044||3.79
85045||5.09
85046||6.61
85048||3.24
85060||18.12
85097||50.56
85130||15.16
85170||5.65
85175||7.1
85210||16.55
85220||22.51
85230||22.82
85240||22.75
85244||26.03
85245||29.25
85246||29.25
85247||29.25
85250||24.28
85260||22.82
85270||22.82
85280||24.67
85290||20.83
85291||11.35
85292||24.14
85293||24.14
85300||15.02
85301||13.78
85302||15.32
85303||17.64
85305||14.8
85306||19.54
85335||16.41
85337||16.28
85345||5.49
85347||5.24
85348||5.15
85360||10.71
85362||8.48
85366||12.29
85370||14.49
85378||9.32
85379||12.98
85384||10.94
85385||13.27
85390||8.08
85400||9.81
85410||9.83
85415||21.92
85420||8.33
85421||8.78
85441||5.35
85445||8.69
85460||9.01
85461||5.98
85475||11.32
85520||16.45
85525||14.49
85530||16.7
85540||10.97
85547||10.97
85549||23.91
85555||8.58
85557||17.03
85576||17.07
85597||22.92
85610||5.01
85611||5.03
85612||14.95
85613||12.12
85635||12.55
85651||3.4
85652||3.44
85660||6.48
85670||7.16
85675||8.72
85705||12.28
85730||7.66
85732||8.25
85810||14.87
86000||7.63
86003||6.66
86021||19.19
86022||23.42
86023||15.88
86038||15.25
86039||14.23
86060||9.31
86063||7.36
86077||49.52
86078||62.9
86079||62.48
86140||6.6
86147||28.72
86148||20.48
86155||20.38
86156||9.27
86157||10.28
86160||15.08
86161||15.31
86162||25.92
86171||12.77
86215||16.88
86225||17.51
86226||15.43
86235||20.93
86255||15.36
86256||14.9
86277||20.07
86280||10.44
86308||6.44
86309||8.25
86310||9.4
86316||26.54
86317||19.11
86318||20.23
86320||34.33
86325||28.52
86327||34.33
86329||17.92
86331||8.46
86332||31.07
86334||28.49
86337||27.3
86340||19.22
86341||25.95
86343||15.88
86344||11.92
86353||62.51
86359||48.1
86360||59.9
86361||34.14
86376||18.55
86382||21.56
86384||15.62
86403||13.24
86406||13.56
86430||7.23
86431||7.2
86490||5.77
86510||7.4
86580||4.82
86590||14.53
86592||5.45
86593||5.61
86602||12.98
86603||16.41
86606||19.19
86609||16.42
86612||16.45
86615||16.81
86617||19.75
86618||21.72
86619||17.06
86622||11.39
86625||16.73
86628||15.31
86631||15.08
86632||16.18
86635||14.63
86638||15.46
86641||18.37
86644||17.76
86645||20.6
86648||19.39
86651||16.81
86652||16.81
86653||16.81
86654||16.81
86658||16.61
86663||16.73
86664||19.51
86665||22.69
86668||16.24
86671||15.62
86674||18.76
86677||18.58
86682||16.58
86684||20.2
86687||10.7
86688||17.86
86689||24.67
86692||21.87
86694||14.93
86695||16.81
86698||15.94
86701||11.33
86702||16.94
86703||17.16
86704||15.36
86705||14.87
86706||13.64
86707||6.71
86708||15.79
86709||14.21
86710||17.28
86713||19.51
86717||15.62
86720||17.54
86723||16.81
86727||16.41
86732||17.21
86735||16.62
86738||16.88
86741||16.81
86744||18.35
86747||19.16
86750||16.81
86753||15.79
86756||16.05
86759||20.6
86762||18.35
86765||16.42
86768||16.81
86771||20.6
86774||18.86
86777||18.35
86778||18.36
86784||16.02
86787||16.32
86790||16.42
86793||16.81
86800||20.24
86803||18.03
86804||19.75
86805||69.6
86806||52.7
86807||54.85
86808||37.84
86812||32.91
86813||73.94
86816||35.52
86817||82.92
86821||27.96
86850||3.73
86860||28.44
86870||23.7
86880||6.87
86885||7.3
86886||6.05
86900||3.41
86901||3.53
86904||9.81
86905||4.81
86906||7.47
86940||10.46
86941||15.18
86945||36.09
86970||24.79
86971||24.79
86972||23.88
86975||23.88
86976||23.88
86977||23.88
86978||28.64
87003||21.47
87015||8.33
87040||12.88
87045||11.93
87070||10.77
87075||12.08
87076||10.3
87081||8.15
87084||13.45
87086||10.26
87088||8.72
87101||9.83
87102||10.67
87103||11.49
87106||11.65
87109||19.62
87110||24.8
87116||13.08
87118||16.75
87140||7.1
87143||15.96
87147||5.61
87158||8.18
87176||7.5
87177||11.35
87181||1.66
87184||6.07
87186||10.86
87187||16.18
87188||8.46
87190||6.54
87197||19.16
87205||4.96
87206||6.87
87207||7.65
87210||5.11
87220||5.35
87230||25.17
87250||24.94
87252||30.54
87253||22.95
87260||14.49
87265||14.49
87270||14.49
87272||14.49
87274||14.49
87276||8.56
87278||14.49
87280||12.68
87285||14.49
87290||14.49
87299||14.49
87301||14.49
87320||14.49
87324||12.62
87328||12.36
87332||14.49
87335||14.49
87340||13.08
87350||14.69
87380||21.07
87385||14.49
87390||23.67
87391||25.13
87420||4.19
87425||12.71
87430||11.73
87449||12.05
87471||44.74
87472||54.62
87475||25.56
87476||44.74
87480||25.58
87481||44.74
87482||63.96
87485||25.56
87486||44.74
87487||54.62
87490||24.63
87491||44.71
87492||54.59
87495||31.31
87496||44.74
87497||54.62
87510||25.58
87511||44.74
87512||53.24
87516||44.74
87517||54.62
87520||31.31
87521||44.74
87522||54.62
87525||31.31
87526||45.05
87527||53.24
87528||25.56
87529||44.08
87530||54.62
87531||31.31
87532||44.74
87533||53.24
87534||25.58
87535||44.74
87536||108.5
87537||25.56
87538||44.74
87539||66.89
87540||25.58
87541||44.74
87542||53.24
87550||25.58
87551||54.81
87552||54.62
87555||30.84
87556||47.82
87557||54.62
87560||31.31
87561||44.74
87562||54.62
87580||25.58
87581||44.74
87582||65.21
87590||18.09
87591||44.57
87592||54.62
87650||25.58
87651||44.74
87652||53.24
87797||31.31
87798||43.25
87799||54.62
87810||14.49
87850||14.49
87880||10.03
87899||6.99
88104||37.04
88106||37.04
88108||41.48
88130||22.91
88140||10.18
88141||15.1
88142||25.82
88143||26.44
88147||17.77
88148||19.36
88150||16.5
88152||16.5
88153||16.5
88155||9.35
88160||45.83
88161||29.63
88162||69.86
88164||13.84
88165||16.5
88166||16.5
88167||16.5
88172||40.58
88173||74.56
88230||144.85
88233||179.41
88235||107.62
88237||142.92
88239||188.08
88240||11.46
88241||11.46
88245||217.63
88248||220.8
88249||220.8
88261||272.54
88262||154.64
88263||191.62
88264||165.93
88267||229.22
88269||212.06
88271||24.1
88272||41.81
88273||40.97
88274||48.63
88275||45.44
88280||27.5
88283||13.93
88285||10.9
88289||17.33
88291||19.54
88300||12.01
88302||30.04
88304||43.72
88305||58.8
88307||125.71
88309||266.04
88311||11.33
88312||47.09
88313||55.31
88314||62.01
88319||98.66
88321||87.47
88342||77.16
88346||80.4
88348||340.97
88355||168.27
88358||95.79
88362||258.92
88371||28.34
88372||30.08
89050||5.09
89051||6.97
89060||9.12
89125||6.74
89160||5.57
89190||6.64
90853||4.98
90870||108.68
90880||74.75
90945||103.51
90947||155.26
90989||957.32
90993||39.96
90997||125.75
91010||99.13
91020||132.09
91030||58.04
91065||38.77
91122||86.59
92002||53.29
92004||71.4
92012||53.29
92014||55.12
92018||68.68
92019||61.82
92020||27.55
92060||48.45
92081||47.26
92082||48.87
92083||43.76
92100||41.5
92230||66.61
92235||117.23
92240||106.13
92250||60.43
92260||47.05
92265||60.59
92270||47.75
92283||24.08
92284||29.25
92511||59.94
92512||35.26
92516||28.19
92520||43.22
92526||48.51
92533||39.96
92541||20.9
92542||19.98
92544||19.98
92545||19.98
92546||19.98
92547||19.98
92551||14.63
92552||17.86
92553||29.26
92555||16.07
92556||38.73
92557||58.61
92562||11.04
92563||10.27
92565||13.33
92568||13.31
92571||13.67
92572||2.98
92575||10.67
92576||17.31
92577||19.52
92579||36.48
92582||54.59
92587||58.81
92588||73.53
92590||49.29
92591||49.29
92594||29.15
92595||53.5
92597||117.46
92950||164.96
92953||29.26
92960||175.66
92961||247.84
92970||270.37
92971||113.66
92975||483.09
92977||357.78
92978||323.01
92979||197.65
92986||1385.46
92987||1497.3
92990||1174.8
93000||41.17
93005||23.52
93010||17.64
93015||137.57
93016||35.24
93017||75.31
93018||27.02
93024||149.94
93040||18.75
93041||7.36
93042||12.24
93224||158.99
93225||42.77
93227||35.97
93268||202.88
93270||42.77
93272||31.2
93303||218.96
93304||119.74
93307||215.3
93308||107.65
93312||223.39
93315||277.17
93320||109.83
93321||55.86
93325||111.71
93350||137.87
93503||182.14
93505||341.04
93571||348.29
93572||322.41
93600||234.45
93602||151.87
93603||228.51
93609||421.66
93610||151.87
93612||151.87
93615||117.62
93616||134.09
93618||253.77
93619||855.56
93620||1003.13
93621||1003.13
93622||1003.13
93624||409.69
93631||805.63
93640||693.4
93641||778.97
93642||752.84
93650||1026.61
93724||394.43
93880||224.68
93882||109.36
93886||280.97
93888||186.7
93922||74.73
93923||139.65
93924||152.65
93925||138.95
93926||121.77
93930||133.41
93931||118.85
93970||241.32
93971||121.29
93975||269.44
93976||221.93
93978||235.46
93979||113.79
93980||237.57
93981||178.3
93990||102.92
94010||35.29
94014||54.38
94015||20.7
94016||33.68
94060||64.59
94150||7.99
94200||23.52
94375||33.31
94450||34.71
94621||142.88
94640||16.78
94642||123.21
94660||58.52
94662||40.16
94664||12.34
94667||28.54
94668||16.78
94680||58.81
94681||117.62
94690||21.32
94760||8.02
94772||62.83
95004||2.73
95024||4.02
95027||4.02
95028||6.02
95044||5.31
95052||6.6
95056||4.59
95060||9.32
95065||5.88
95070||59.1
95115||7.03
95180||87.5
95805||280.74
95807||303.07
95808||335.43
95810||499.27
95811||513.11
95812||117.36
95813||159.71
95816||108.41
95819||93.25
95822||93.25
95824||58.55
95829||319.13
95830||113.81
95851||21.32
95852||11.73
95857||42.63
95860||94.1
95861||141.14
95863||159.86
95864||235.24
95867||69.18
95868||116.77
95869||37.64
95870||29.05
95872||105.07
95875||73.41
95925||121.57
95926||176.65
95927||176.65
95930||49.4
95937||31.97
95955||159.45
95957||166.89
95958||354.67
95970||28.39
95971||48.37
95972||92.85
96105||73.44
96110||78.75
96405||56.39
96406||74.22
96420||60.49
96422||53.29
96423||23.98
96425||219.52
96440||238.66
96450||187.39
96542||122.67
96900||10.61
96910||35.29
96912||22.89
96913||46.8
97010||14.11
97012||15.98
97014||15.98
97016||15.98
97018||14.11
97022||15.98
97024||14.11
97026||14.11
97028||14.11
97032||12.42
97033||13.17
97034||11.23
97035||10.66
97036||15.98
97039||20.47
97110||15.72
97112||17.53
97113||19.98
97116||16.18
97124||14.76
97139||10.97
97140||31.86
97530||15.98
97750||16.5
99082||72.29
99170||156.06
99183||133.26
99195||23.52
99202||49.2
99203||82.05
99204||98.83
99205||118.62
99211||17.21
99212||25.96
99213||34.43
99214||53.79
99215||82.05
X3900||24.44
X3902||5.21
X3904||30.39
X3906||9.84
X3908||30.39
X3910||9.84
X3912||49.97
X3914||9.84
X3916||59.8
X3918||9.84
X3920||49.97
X3922||24.44
X3924||49.97
X3926||30.39
X3928||30.39
X3930||9.84
X3932||9.42
X3934||2.54
X4100||49.97
X4102||24.44
X4104||30.39
X4106||9.84
X4108||49.97
X4110||30.39
X4112||9.84
X4114||9.42
X4116||2.54
X4120||30.39
X4300||94.74
X4301||94.74
X4302||38.11
X4303||64.89
X4304||32.46
X4306||11.86
X4308||47.38
X4310||64.89
X4500||94.74
X4501||51.34
X4502||47.38
X4522||229.65
X4526||65.12
X4530||47.54
X4532||33.45
X4540||32.91
X4542||61.41
X4544||121.57
Z4300||103.28
Z4301||24.1
Z4302||12.05
Z4303||43.03
Z4304||77.46
Z4307||24.1
Z4308||24.1
Z4309||24.1
Z4310||12.05
Z4311||12.05
Z4312||12.05
Z4313||41.31
Z4314||19.18
Z5406||12.05
Z5408||54.51
Z5410||32.7
Z5412||2.44
Z5850||20.94
Z5900||102.56
Z5902||93.24
Z5904||83.91
Z5906||55.94
Z5908||52.21
Z5910||46.62
Z5912||121.57
Z5914||229.65
Z5916||51.71
Z5918||21.7
Z5920||21.7
Z5922||47.28
Z5924||69.65
Z5928||47.36
Z5930||33.45
Z5932||48.48
Z5934||67.49
Z5936||84.4
Z5940||80.56
Z5942||80.56
Z5944||80.56
Z5950||161.11
Z5952||47.36
Z5954||30.58
Z5956||30.58
Z5958||161.11
Z5964||80.56
Z5966||161.11
Z5968||47.36
Z6200||24.14
Z6202||12.06
Z6204||12.06
Z6206||4.03
Z6208||12.06
Z6300||24.14
Z6302||12.06
Z6304||12.06
Z6306||4.03
Z6308||12.06
Z6400||12.06
Z6402||24.14
Z6404||12.06
Z6406||12.06
Z6408||4.03
Z6410||12.06
Z6412||4.03
Z6414||12.06
Z6500||194.83
Z7500||34.1
Z7502||49.6
Z7504||49.6
