SVC_CD|MODIFIER_1|FEE
33249||1283.8
33250||2196.45
33251||2359.86
33261||1775.64
33300||1451.48
33305||1754.29
33310||1451.48
33315||2136.11
33320||1003.97
33321||1773.51
33322||1754.29
33330||1754.29
33335||2474.15
33404||2747.56
33405||2776.94
33406||2640.76
33410||2124.89
33412||3162.51
33413||2614.06
33414||2240.25
33415||2007.94
33416||2007.94
33417||2007.94
33420||1708.89
33422||2207.67
33425||2776.94
33426||2776.94
33427||2733.68
33430||2776.94
33460||2670.14
33463||1846.66
33464||1978.04
33465||2776.94
33468||2709.65
33471||1614.36
33474||2670.14
33475||2092.32
33476||1974.29
33478||2371.08
33496||2428.22
33500||2135.05
33501||1564.7
33502||1935.32
33503||1754.29
33504||2670.14
33505||1938.52
33506||1938.52
33510||2599.1
33511||2859.72
33512||3114.99
33513||3369.71
33514||3622.84
33516||3877.57
33517||254.19
33518||508.93
33519||763.13
33521||1017.32
33522||1272.05
33523||1526.79
33530||828.28
33533||2685.08
33534||3019.38
33535||3353.15
33536||3687.99
33542||2813.26
33545||3352.62
33572||393.04
33600||2166.55
33602||2092.32
33606||2240.25
33608||2293.65
33610||2240.25
33611||2386.04
33612||2452.25
33615||2332.64
33617||2460.27
33619||2705.91
33641||2456.52
33645||2007.94
33660||2670.14
33665||2497.1
33670||2659.45
33681||2007.94
33684||2482.69
33688||2242.91
33690||1451.48
33692||2670.14
33694||2670.14
33697||2460.27
33702||2670.14
33710||2670.14
33720||2319.28
33730||2670.14
33732||2070.43
33735||1814.63
33736||1522.52
33737||2029.3
33750||1642.66
33755||1607.42
33762||1657.62
33764||1702.48
33766||1814.63
33767||1789.53
33770||2447.44
33771||2384.96
33774||2511.53
33775||2659.45
33776||2782.28
33777||2782.28
33778||2848.5
33779||2835.68
33780||3011.91
33781||3011.91
33786||2659.45
33788||1754.29
33800||1315.3
33802||1209.57
33803||1503.28
33813||1451.48
33814||2670.14
33820||1003.97
33822||1356.96
33824||1922.5
33840||2136.11
33845||2007.94
33851||2115.81
33852||2007.94
33853||2315.54
33863||2908.32
33875||2509.93
33877||3324.85
33910||2056.54
33915||1586.06
33916||2056.54
33917||1789.53
33920||2350.25
33922||1719.03
33924||370.62
33935||4903.97
33968||38.46
33970||667.54
33971||943.09
33973||659.52
33974||767.93
33975||1491.0
33976||2014.89
33977||1303.55
33978||1491.0
34001||846.97
34051||846.97
34101||747.64
34111||747.64
34151||1178.6
34201||747.64
34203||846.97
34401||725.75
34421||725.75
34451||1068.05
34471||886.49
34490||886.49
34501||934.01
34502||1877.64
34510||1149.76
34520||1068.05
34530||907.32
35001||1495.28
35002||1573.78
35005||1334.54
35021||1602.08
35022||1803.41
35081||2136.11
35082||2310.73
35091||2153.19
35092||2875.74
35102||2136.11
35103||2403.12
35111||1281.67
35112||1433.87
35121||1800.2
35122||2460.8
35131||1708.89
35132||1706.22
35141||1495.28
35142||2538.76
35151||1495.28
35152||1335.07
35180||1495.28
35182||1304.1
35188||1126.79
35189||1417.3
35190||914.79
35201||1495.28
35206||735.89
35207||874.74
35211||1948.66
35216||1571.11
35221||1815.69
35226||763.13
35231||1495.28
35236||1495.28
35241||2538.76
35246||2041.05
35251||1207.43
35256||1708.89
35261||1708.89
35266||796.24
35271||1948.13
35276||1931.58
35281||1815.69
35286||1495.28
35301||1602.08
35311||1755.35
35321||1602.08
35331||2136.11
35341||2136.11
35351||1708.89
35355||1708.89
35361||1708.89
35363||1712.09
35371||1495.28
35372||1495.28
35390||210.41
35400||201.86
35501||1602.08
35506||1602.08
35508||1708.89
35509||1708.89
35511||1196.22
35515||1304.1
35516||1602.08
35518||1602.08
35521||1602.08
35526||1708.89
35531||1765.49
35533||1610.09
35536||1708.89
35556||1520.38
35558||1495.28
35560||1708.89
35563||1708.89
35565||1602.08
35566||1609.02
35571||1708.89
35583||1609.02
35585||2056.54
35587||1708.89
35601||1345.21
35606||1312.1
35612||1118.26
35616||1602.08
35621||1602.08
35623||1026.4
35626||1708.89
35631||1708.89
35636||1708.89
35642||1238.95
35645||1238.95
35646||1796.47
35650||1602.08
35654||2136.11
35656||1155.09
35661||1019.99
35663||1281.67
35666||1258.17
35671||1388.47
35681||273.43
35682||539.36
35683||620.54
35691||1471.78
35693||1032.28
35694||1189.81
35695||1189.81
35700||205.61
35701||534.03
35800||569.27
35820||874.21
35840||721.47
35860||445.91
35870||1563.09
35875||416.54
35876||927.07
35879||929.74
35881||1017.32
35901||658.46
35903||711.86
35905||1024.79
35907||1054.7
36000||37.38
36005||412.28
36010||121.22
36011||115.89
36012||162.88
36013||115.89
36014||139.38
36015||162.88
36100||267.01
36140||121.22
36160||160.21
36200||213.61
36215||258.46
36216||314.0
36217||377.02
36218||61.95
36245||291.04
36246||349.25
36247||415.47
36248||66.23
36260||854.44
36261||387.17
36262||320.42
36400||24.03
36405||25.63
36406||33.64
36410||15.49
36420||60.35
36425||85.98
36440||50.73
36455||166.09
36470||96.66
36471||119.63
36481||417.61
36500||163.41
36510||36.85
36600||18.16
36620||60.35
36625||84.92
36640||121.22
36660||45.4
36680||74.76
36800||181.57
36810||480.62
36815||320.42
36819||780.21
36821||623.2
36825||886.49
36830||834.68
36831||506.26
36832||886.49
36833||782.35
36835||886.49
37140||1708.89
37145||1708.89
37160||1708.89
37180||1708.89
37181||1770.84
37195||356.19
37200||197.59
37565||379.15
37600||534.03
37605||534.03
37606||534.03
37607||390.9
37609||216.81
37617||1108.63
37650||747.64
37660||854.44
37700||290.51
37735||641.36
37760||605.06
37780||175.7
37785||270.21
38100||876.88
38101||964.45
38102||296.39
38115||967.66
38120||774.35
38200||121.22
38230||317.22
38300||134.58
38305||306.89
38308||463.54
38380||605.06
38381||1190.88
38382||1068.05
38500||137.77
38505||101.47
38510||207.2
38520||302.26
38525||212.0
38530||423.48
38542||363.13
38550||363.13
38555||901.43
38564||869.93
38570||549.52
38571||691.04
38572||861.92
38700||725.75
38720||1149.23
38724||1149.23
38740||483.82
38745||747.64
38746||270.76
38747||301.73
38760||483.82
38765||1205.83
38770||915.32
38780||1495.28
38790||648.84
38794||241.91
39000||410.14
39010||725.75
39200||1088.88
39220||1088.88
39501||1025.34
39503||1330.79
39540||1057.12
39541||1028.01
39545||1238.95
39560||783.96
39561||1070.19
40490||69.42
40500||560.74
40510||560.74
40520||363.13
40527||802.1
40530||363.13
40650||381.82
40652||463.0
40654||538.3
40700||967.66
40701||1209.57
40702||846.97
40720||967.66
40761||1364.98
40800||71.03
40801||220.02
40804||87.58
40805||134.04
40808||67.82
40812||123.36
40814||340.18
40816||363.13
40818||289.45
40819||261.68
40820||83.31
40830||98.26
40831||219.49
40840||707.06
40842||706.51
40843||929.74
40844||1194.63
40845||1418.38
41000||82.23
41005||77.43
41006||317.75
41007||301.2
41008||314.0
41009||328.97
41015||192.25
41016||352.46
41017||363.13
41018||440.05
41100||97.19
41105||86.51
41108||139.38
41110||191.72
41112||274.49
41114||668.07
41116||256.33
41120||483.82
41130||725.75
41135||1572.7
41140||1088.88
41145||1572.7
41150||1581.25
41153||2104.59
41155||2188.98
41250||107.34
41251||110.0
41252||274.49
41510||534.03
41800||71.56
41805||136.71
41806||236.04
41822||229.1
41823||311.34
41825||160.21
41826||224.83
41827||320.42
41828||283.57
41830||303.33
41872||246.72
41874||275.02
42000||83.31
42100||83.84
42104||173.56
42106||213.61
42107||396.25
42120||541.5
42140||116.42
42145||692.63
42160||108.41
42180||224.83
42182||306.0
42200||967.66
42205||1068.05
42210||1174.86
42215||854.44
42220||907.85
42225||907.85
42226||907.85
42227||907.85
42235||854.44
42260||779.68
42280||136.71
42281||161.27
42300||106.27
42305||587.96
42310||92.39
42320||127.1
42330||116.95
42335||165.01
42340||363.13
42400||72.09
42405||157.54
42408||390.9
42409||272.89
42410||417.08
42415||876.88
42420||1088.88
42425||725.75
42426||1665.09
42440||582.62
42450||332.69
42500||401.06
42505||554.85
42507||623.75
42510||677.68
42550||313.47
42600||490.77
42650||43.26
42660||56.07
42665||278.76
42700||104.67
42720||248.85
42725||878.47
42800||95.06
42804||89.72
42806||199.73
42808||283.04
42809||213.08
42810||241.91
42815||605.06
42820||241.91
42821||290.51
42825||241.91
42826||290.51
42830||169.29
42831||169.29
42835||169.29
42836||169.29
42842||739.09
42844||1266.72
42845||2099.26
42860||169.29
42870||290.51
42890||1072.33
42892||1276.33
42894||1984.45
42900||221.61
42950||372.76
42953||889.16
42955||693.7
42960||106.27
42961||481.69
42962||591.7
42970||221.08
42971||597.04
42972||652.58
43020||747.64
43030||747.64
43045||1149.23
43100||1014.65
43101||1149.23
43107||2431.95
43108||2818.07
43112||2493.91
43113||2861.86
43116||2687.22
43117||2633.82
43118||2774.8
43121||2391.37
43122||2391.37
43123||2774.8
43124||2323.03
43130||846.97
43135||1209.57
43200||241.91
43202||260.07
43204||400.53
43205||254.19
43215||320.42
43216||284.1
43217||204.0
43220||256.33
43226||256.33
43227||247.25
43235||321.48
43239||335.91
43243||437.91
43244||308.14
43245||347.12
43246||347.12
43247||366.35
43248||212.0
43249||319.89
43250||351.38
43255||412.81
43259||297.98
43260||443.24
43261||489.17
43262||531.36
43263||382.9
43264||550.58
43280||1149.23
43300||834.15
43305||1330.79
43310||1554.56
43312||1814.63
43320||1269.39
43325||1107.04
43330||1149.23
43331||1149.23
43340||1281.67
43341||1451.48
43351||846.97
43352||846.97
43360||2319.28
43361||2687.22
43400||1198.89
43405||1434.4
43410||999.71
43415||1149.23
43420||846.97
43425||1388.47
43450||66.76
43453||144.19
43460||131.91
43500||624.28
43501||1060.05
43502||1228.79
43510||784.49
43520||605.06
43605||648.84
43610||793.04
43611||955.91
43620||1556.68
43621||1585.53
43622||1680.06
43631||1343.07
43632||1339.87
43633||1367.64
43634||1784.72
43635||1121.46
43640||1028.01
43641||1140.15
43651||516.4
43652||620.01
43653||550.05
43761||113.75
43800||755.64
43810||789.82
43820||829.34
43825||1017.32
43830||694.24
43831||483.82
43832||856.58
43840||786.09
43842||1162.58
43843||1134.28
43846||1496.88
43847||1459.5
43860||1209.57
43865||1391.14
43870||640.83
43880||1476.59
44005||876.88
44010||774.88
44020||835.22
44021||864.05
44025||852.84
44050||802.65
44055||914.79
44100||160.21
44110||854.44
44111||879.55
44120||1002.37
44121||287.84
44125||846.97
44130||864.58
44139||144.19
44140||1088.88
44141||1354.83
44143||1258.17
44144||1209.57
44145||1451.48
44146||1657.09
44150||1572.7
44151||1555.62
44155||1814.63
44156||1772.98
44202||1378.33
44300||514.26
44310||876.88
44312||484.37
44314||948.43
44316||1372.45
44320||725.75
44322||1034.95
44340||245.12
44345||462.46
44346||931.34
44360||218.42
44361||256.33
44363||242.44
44364||291.04
44365||372.76
44366||336.97
44369||378.09
44372||343.91
44373||303.86
44376||362.07
44377||382.9
44378||499.31
44380||120.69
44382||156.46
44385||172.49
44386||174.62
44388||229.63
44389||259.54
44390||252.07
44391||332.16
44392||342.85
44394||445.38
44500||27.77
44602||752.97
44603||971.94
44604||981.55
44605||967.66
44615||812.26
44620||605.06
44625||846.97
44626||1486.2
44640||860.86
44650||846.97
44660||846.97
44661||1170.59
44680||1068.05
44700||1023.2
44800||605.06
44820||796.77
44850||694.24
44900||423.48
44950||574.61
44960||725.75
44970||391.98
45000||199.73
45005||181.57
45020||290.51
45100||241.91
45108||492.37
45110||1572.7
45111||1185.0
45112||1572.7
45113||1985.51
45114||1770.84
45116||1562.03
45119||1787.92
45120||1572.7
45121||1572.7
45123||1241.62
45126||2504.59
45130||876.88
45135||1388.47
45150||524.95
45160||993.82
45190||632.83
45300||51.8
45303||58.74
45305||72.62
45307||111.08
45308||140.99
45309||140.99
45315||134.04
45317||123.36
45320||144.19
45321||124.96
45330||78.5
45331||103.61
45332||134.58
45333||152.2
45334||176.76
45337||178.9
45338||205.61
45378||423.48
45379||527.08
45380||473.68
45382||595.98
45384||537.77
45385||574.08
45500||534.03
45505||587.43
45520||57.68
45540||961.25
45541||961.25
45550||1269.39
45562||938.81
45563||1481.39
45800||1068.05
45805||1174.86
45820||1068.05
45825||1209.04
45900||65.68
45905||216.28
45910||151.66
45915||295.31
46030||100.92
46040||256.33
46045||177.29
46050||114.28
46060||507.33
46070||134.58
46080||149.52
46083||273.96
46200||290.51
46220||71.56
46221||110.55
46230||167.15
46250||290.51
46255||423.48
46257||455.52
46258||477.43
46260||548.44
46261||597.57
46262||631.22
46270||215.75
46275||507.33
46280||558.05
46285||198.66
46288||428.83
46320||132.97
46500||104.67
46600||31.51
46604||56.6
46606||41.65
46608||154.87
46610||130.3
46611||109.47
46612||218.95
46614||171.43
46615||195.45
46700||527.62
46705||535.63
46716||725.75
46730||967.66
46735||1209.57
46740||1330.79
46742||2094.98
46744||2196.45
46746||2539.83
46748||2732.62
46750||598.12
46751||672.35
46753||503.06
46754||297.45
46760||439.5
46761||438.97
46900||130.83
46910||135.11
46916||127.63
46917||154.33
46922||136.71
46924||338.58
46940||242.99
46942||215.22
46945||147.38
46946||363.13
47000||241.38
47001||69.96
47010||790.9
47015||720.94
47100||585.82
47120||1149.23
47122||1334.54
47125||1405.02
47130||1335.07
47135||16246.01
47300||774.35
47350||846.97
47360||1258.17
47361||2098.2
47362||753.52
47400||1209.57
47420||1028.01
47425||1149.23
47460||1075.53
47480||714.53
47490||624.28
47550||158.6
47552||238.18
47553||347.12
47554||435.23
47555||331.1
47556||493.45
47562||668.6
47563||769.53
47564||943.09
47570||752.97
47600||827.2
47605||886.49
47610||1028.01
47620||1209.57
47700||876.88
47701||1930.5
47711||1377.25
47712||1740.93
47715||1163.11
47720||876.88
47721||1107.04
47740||967.66
47741||1353.76
47760||1209.57
47765||1663.49
47780||1330.79
47785||1829.05
47800||1209.57
47801||969.25
47802||1439.74
47900||1265.11
48000||786.09
48001||1115.58
48020||1068.05
48100||826.67
48102||543.11
48120||1008.77
48140||1209.57
48145||1330.79
48146||1716.89
48148||1218.12
48150||2056.54
48152||2563.86
48153||2694.16
48154||2563.86
48155||1815.69
48400||123.89
48500||876.88
48510||912.12
48520||985.28
48540||1149.23
48545||1052.03
48547||1520.38
49000||605.06
49010||605.06
49020||665.4
49040||725.75
49060||665.4
49062||834.15
49180||358.33
49215||848.56
49255||671.27
49320||335.91
49321||357.8
49322||372.21
49323||614.67
49400||60.35
49421||375.43
49422||451.25
49423||98.26
49424||51.27
49425||846.97
49426||730.01
49427||58.74
49428||153.27
49429||490.77
49495||458.19
49496||634.42
49500||373.82
49501||546.31
49505||493.45
49507||594.9
49520||605.06
49521||678.21
49525||552.19
49540||605.06
49550||538.3
49553||569.27
49555||582.62
49557||680.88
49600||574.61
49605||910.51
49606||1293.41
49610||725.75
49611||697.98
49650||379.7
49651||463.0
49900||480.09
49905||452.32
50010||886.49
50020||846.97
50040||1148.17
50045||1082.47
50060||1209.57
50065||1407.69
50070||1386.86
50075||1572.7
50080||810.65
50081||907.32
50100||1028.01
50120||1106.51
50125||1158.84
50130||1193.55
50135||1311.04
50200||101.47
50205||483.82
50220||1197.82
50225||1382.59
50230||1489.94
50234||1451.48
50236||1451.48
50240||1451.48
50280||1088.88
50290||1042.95
50320||1451.48
50340||1068.05
50360||1814.63
50365||2670.14
50370||834.68
50380||1602.08
50390||101.47
50396||65.68
50400||1330.79
50405||1572.7
50500||1209.57
50520||1209.57
50525||1451.48
50526||1451.48
50540||1495.28
50541||832.01
50544||1145.48
50546||1062.17
50547||1364.98
50548||1246.42
50551||249.93
50553||567.66
50555||482.23
50557||626.95
50561||605.59
50570||314.54
50572||338.05
50574||362.07
50575||857.64
50576||363.13
50580||391.45
50590||961.25
50600||1088.88
50605||1095.82
50610||1121.46
50620||1058.97
50630||1068.05
50650||1209.57
50660||1209.57
50684||362.07
50686||151.66
50688||64.62
50690||385.57
50700||1084.61
50715||967.66
50722||967.66
50725||1388.47
50727||534.03
50728||787.16
50740||1280.6
50750||1330.79
50760||1281.13
50770||1341.48
50780||1274.19
50782||1332.93
50783||1368.7
50785||1409.83
50800||1174.86
50810||1602.08
50815||1602.08
50820||1602.08
50825||1814.63
50840||1602.08
50845||1222.93
50860||1088.88
50900||1068.05
50920||1068.05
50930||1287.55
50940||1074.47
50945||879.55
50951||261.68
50953||578.35
50955||483.82
50957||486.51
50961||716.12
50970||236.58
50972||226.97
50974||302.26
50976||299.06
50980||224.3
51020||774.35
51030||774.35
51040||640.83
51045||640.83
51050||774.35
51060||961.25
51065||774.35
51080||483.82
51500||747.64
51520||854.44
51525||1068.05
51530||899.3
51535||917.99
51550||1088.88
51555||1088.88
51565||1451.48
51570||1572.7
51575||2056.54
51580||2056.54
51585||2368.94
51590||2349.72
51595||2670.14
51596||2631.15
51600||368.48
51605||375.43
51610||394.65
51700||112.69
51705||84.37
51710||150.6
51715||234.44
51720||143.12
51725||60.88
51726||130.83
51736||42.19
51741||60.35
51784||104.14
51785||90.78
51792||152.2
51797||84.92
51800||1209.57
51820||1602.08
51840||779.15
51841||876.88
51845||713.46
51860||876.88
51865||1077.66
51880||483.82
51900||1174.86
51920||1068.05
51925||1126.26
51940||1864.29
51960||1614.9
51980||961.25
51990||683.55
51992||743.89
52000||124.43
52005||217.89
52010||217.89
52204||195.98
52214||238.18
52224||220.55
52234||363.13
52235||640.83
52240||961.25
52250||320.42
52260||181.57
52265||157.54
52270||241.91
52275||284.1
52276||546.85
52277||350.85
52281||181.57
52282||471.54
52283||245.12
52285||247.25
52290||241.91
52300||326.3
52301||336.44
52305||325.75
52310||422.95
52315||526.96
52317||740.7
52318||747.64
52320||373.82
52325||747.64
52330||601.85
52332||789.82
52334||241.91
52450||474.74
52500||605.06
52601||1068.05
52630||1068.05
52640||543.11
52647||709.73
52648||838.95
52700||483.82
53000||221.61
53010||337.5
53020||142.58
53025||134.58
53040||388.23
53060||212.55
53080||362.07
53085||1019.99
53200||190.12
53210||846.97
53215||1088.88
53230||605.06
53235||725.75
53240||275.56
53250||630.15
53260||210.41
53265||223.75
53270||214.67
53275||185.84
53400||605.06
53405||846.97
53410||967.66
53415||1209.57
53420||1068.05
53425||1127.34
53430||846.97
53440||1068.05
53442||662.72
53449||765.8
53450||261.13
53460||294.25
53502||594.37
53505||580.49
53510||756.19
53515||1019.99
53520||363.13
53600||124.96
53601||118.02
53605||42.19
53620||182.1
53621||175.15
53660||107.34
53661||108.94
53665||25.1
54000||168.76
54001||194.39
54015||316.14
54050||87.04
54055||182.1
54056||99.86
54057||94.53
54060||173.03
54065||263.48
54100||132.97
54105||232.83
54110||471.54
54111||967.66
54112||1176.47
54115||405.33
54120||605.06
54125||1068.05
54130||1439.21
54135||1814.63
54161||181.57
54200||83.31
54205||471.54
54220||193.84
54230||88.12
54240||113.22
54250||142.58
54300||483.82
54304||801.57
54308||944.17
54312||1058.44
54316||1088.88
54318||786.09
54322||967.66
54324||967.66
54326||967.66
54328||1088.88
54332||1209.57
54336||1330.79
54340||408.53
54344||642.44
54348||846.97
54352||1330.79
54380||804.24
54385||1234.14
54390||1631.46
54400||747.64
54420||701.71
54430||701.71
54435||619.47
54500||170.35
54505||181.57
54520||363.13
54530||483.82
54535||725.75
54550||471.54
54560||713.46
54600||483.82
54620||241.91
54640||640.83
54650||747.11
54670||469.94
54680||580.49
54690||691.04
54692||681.96
54700||284.64
54800||196.53
54830||363.13
54840||427.22
54860||472.08
54861||605.06
55000||80.11
55040||427.22
55041||640.83
55060||363.13
55100||279.84
55110||419.22
55120||404.26
55180||770.6
55200||217.89
55250||373.82
55300||217.89
55500||363.13
55520||363.13
55530||427.22
55535||507.33
55540||560.19
55550||358.87
55600||471.54
55605||710.26
55650||1068.05
55680||1068.05
55700||125.5
55705||427.22
55720||483.82
55725||747.64
55801||1209.57
55810||1528.38
55812||1874.98
55815||2136.11
55821||1068.05
55831||1090.49
55840||1572.7
55842||1633.05
55845||1928.91
55860||695.84
55862||786.09
55865||1391.14
56405||130.1
56420||90.12
56440||290.72
56441||108.3
56501||114.84
56515||175.89
56605||84.31
56606||50.15
56620||872.17
56625||1090.22
56630||1453.62
56631||2121.56
56632||2075.78
56633||1673.84
56634||2188.42
56637||2231.31
56640||1889.71
56700||197.69
56740||348.87
56800||348.87
56805||1269.01
56810||356.13
57000||290.72
57010||329.25
57020||73.41
57061||84.31
57065||133.73
57100||58.87
57106||423.74
57107||1465.25
57109||1793.77
57110||1017.53
57111||1797.4
57120||872.17
57150||36.35
57160||53.79
57170||54.51
57180||92.3
57210||211.26
57220||508.77
57230||508.77
57240||617.8
57250||508.77
57260||872.17
57265||1017.53
57268||654.13
57270||1017.53
57280||1026.99
57284||1166.53
57288||1112.02
57289||857.64
57292||917.96
57300||1053.88
57305||1308.26
57307||1453.62
57308||924.5
57310||1053.88
57311||619.24
57320||1053.88
57330||929.59
57335||1273.37
57400||86.49
57410||107.57
57415||135.19
57452||74.13
57454||123.56
57460||268.19
57500||58.15
57505||72.68
57510||121.38
57511||103.21
57513||315.44
57520||369.95
57522||321.98
57530||377.94
57531||2176.07
57540||872.17
57545||956.49
57550||872.17
57555||1053.88
57556||1053.88
57700||436.09
57720||436.09
57800||49.43
58100||58.87
58120||319.8
58140||1017.53
58150||1162.9
58152||1388.21
58180||1162.9
58200||1487.77
58210||2180.43
58260||1162.9
58262||1158.54
58263||1237.03
58267||1511.77
58270||1264.65
58275||1308.26
58280||1308.26
58285||1744.35
58301||69.77
58340||266.01
58350||82.13
58520||872.17
58555||231.12
58558||251.48
58559||377.22
58560||393.93
58561||545.83
58562||261.65
58611||71.16
58615||799.53
58660||402.65
58661||701.38
58662||438.44
58670||604.44
58671||639.63
58700||872.17
58720||872.17
58740||1017.53
58800||329.25
58805||872.17
58820||329.25
58822||872.17
58900||872.17
58920||872.17
58925||872.17
58940||872.17
58943||1283.54
58950||1083.67
58951||1503.05
58952||1708.01
58960||1040.07
59000||82.13
59012||215.13
59015||159.18
59020||72.68
59025||32.7
59030||82.13
59050||116.29
59051||106.83
59100||1017.53
59120||1017.53
59121||1017.53
59130||994.28
59136||1206.5
59140||427.37
59150||552.37
59151||569.82
59160||290.72
59300||32.58
59325||315.44
59350||1003.0
59400||1994.02
59409||780.72
59414||127.53
59510||1995.21
59514||781.35
59525||342.95
59610||1994.02
59612||780.72
59618||1995.21
59620||781.35
59812||241.91
59820||241.91
59821||241.91
59830||453.93
59840||359.82
59841||508.39
59850||470.57
59851||470.57
59852||1046.7
59855||406.81
59856||586.73
59857||1183.41
59870||436.09
59871||193.33
60000||97.19
60100||76.37
60200||574.61
60210||811.18
60212||1049.89
60220||794.63
60225||846.97
60240||967.66
60252||1338.27
60254||1693.4
60260||907.32
60270||1306.24
60271||1133.74
60280||587.43
60281||701.71
60500||1088.88
60502||1426.93
60505||1451.48
60512||291.04
60520||1088.88
60521||1356.43
60522||1512.9
60540||1149.23
60545||1330.79
60600||1028.01
60605||1451.48
60650||1262.44
61000||121.22
61001||84.92
61020||121.22
61026||186.92
61050||108.94
61055||202.92
61070||187.45
61105||423.48
61107||448.58
61108||725.75
61120||605.06
61140||1155.09
61150||1370.84
61151||544.71
61154||1388.47
61156||1388.47
61210||402.12
61215||302.26
61250||786.09
61253||1048.29
61304||1815.69
61305||2136.11
61312||1693.4
61313||1693.4
61314||1693.4
61315||1693.4
61320||1693.4
61321||1693.4
61330||1572.7
61333||2131.3
61340||967.66
61343||1250.15
61345||1158.84
61450||1693.4
61458||2056.54
61460||2056.54
61500||970.47
61501||1367.11
61510||2056.54
61512||2056.54
61514||1964.68
61516||1932.64
61518||2419.14
61519||2419.14
61520||2419.14
61521||2419.14
61522||2305.93
61524||2180.96
61526||2419.14
61530||2419.14
61531||1347.89
61533||1665.63
61534||1712.63
61535||1001.3
61536||2912.58
61538||2115.28
61539||2298.45
61541||2355.6
61543||2262.68
61544||1814.63
61545||1827.97
61546||2056.54
61548||2108.34
61550||1281.67
61552||1602.08
61556||1457.9
61557||1451.48
61558||1814.63
61559||2539.3
61563||1164.72
61564||1808.22
61570||1868.03
61571||2029.3
61575||2669.07
61576||4236.44
61580||2146.79
61581||2436.23
61582||2210.34
61583||2521.68
61584||2441.03
61585||2734.22
61586||1939.05
61590||2972.92
61591||3118.18
61592||2824.46
61595||2087.51
61596||2539.3
61597||2683.49
61598||2359.86
61600||1810.36
61601||1942.79
61605||2053.33
61606||2751.31
61607||2568.14
61608||2985.75
61611||435.23
61613||2927.01
61615||2257.33
61616||3066.92
61618||1154.56
61619||1447.75
61624||1197.29
61626||973.0
61680||2403.65
61682||4687.69
61684||3125.66
61686||4942.43
61690||2409.0
61692||3929.91
61700||2419.14
61702||2419.14
61703||1445.62
61705||2720.34
61708||2486.96
61710||1983.37
61711||2310.73
61720||2029.3
61735||2029.3
61750||1495.28
61751||1735.6
61760||1422.11
61790||795.7
61791||1281.67
61880||558.6
61885||556.99
61886||543.11
61888||436.83
62000||961.25
62005||1281.67
62010||1548.68
62100||1748.94
62115||1209.57
62117||2112.61
62120||1602.61
62121||1700.34
62140||1086.74
62141||1203.69
62142||885.96
62143||1068.05
62145||1815.69
62146||1284.33
62147||1504.89
62180||1708.89
62190||1388.47
62192||1388.47
62194||534.03
62200||1708.89
62201||1708.89
62220||1388.47
62223||1388.47
62225||534.03
62230||1068.05
62256||581.55
62258||713.46
62263||408.0
62268||459.27
62269||534.03
62270||117.49
62272||118.02
62273||108.94
62280||177.29
62281||153.8
62282||192.78
62284||127.1
62287||1068.05
62290||183.17
62291||184.23
62292||662.72
62294||884.88
62350||374.35
62351||553.25
62355||311.87
62360||119.63
62361||287.31
62362||375.96
62365||310.28
62367||31.51
62368||49.13
63001||1708.89
63003||1708.89
63005||1388.47
63011||1174.86
63012||1495.28
63015||1708.89
63016||1676.31
63017||1474.98
63020||1388.47
63030||1281.67
63035||283.04
63040||1538.54
63045||1376.19
63046||1426.93
63047||1309.44
63048||294.78
63055||1893.12
63056||1629.85
63057||434.69
63064||1935.32
63066||280.37
63075||1403.42
63076||300.65
63077||1724.38
63078||279.84
63081||1934.25
63082||388.77
63085||2161.21
63086||289.98
63087||2747.56
63088||381.82
63090||2191.65
63091||258.46
63170||1626.11
63172||1489.39
63173||1800.75
63185||1495.28
63190||1493.67
63191||1464.31
63197||1708.89
63200||1786.32
63250||3001.77
63251||3139.54
63252||3326.99
63265||1945.99
63266||1904.34
63267||1615.97
63268||1695.53
63270||2094.98
63271||2268.02
63272||1970.56
63273||1904.87
63275||2091.79
63276||1829.58
63277||1630.91
63278||1608.49
63280||2208.2
63281||2179.37
63282||2064.55
63283||1003.97
63285||2779.08
63286||2931.81
63287||2842.09
63290||2872.0
63300||1992.98
63301||2107.28
63302||2126.5
63303||2460.27
63304||2435.7
63305||2588.43
63306||2543.03
63307||2467.21
63308||421.34
63600||1281.67
63610||332.69
63650||625.89
63655||1113.98
63685||542.58
63688||434.16
63700||1209.57
63702||1209.57
63704||1451.48
63706||1451.48
63707||1602.08
63709||1602.08
63710||1206.9
63740||1388.47
63741||1110.77
63744||605.06
63746||534.03
64400||81.17
64405||90.25
64408||95.06
64415||103.61
64417||93.45
64418||87.04
64420||85.45
64421||121.22
64425||98.8
64430||100.39
64435||104.67
64445||112.69
64450||70.49
64479||221.61
64480||201.33
64483||205.61
64484||191.18
64505||87.04
64510||87.04
64520||120.16
64530||201.33
64600||162.88
64605||228.03
64610||294.25
64612||119.63
64620||142.58
64630||140.99
64640||179.97
64680||169.29
64702||290.51
64704||427.22
64708||640.83
64712||636.56
64714||724.14
64716||571.94
64718||640.83
64719||425.08
64721||454.46
64726||290.51
64727||252.6
64732||378.09
64734||396.78
64736||373.82
64738||534.03
64740||534.03
64742||544.71
64744||423.48
64746||302.26
64755||846.97
64760||747.64
64763||363.13
64766||605.06
64771||423.48
64772||581.55
64774||218.95
64776||219.49
64778||115.35
64782||363.13
64783||299.59
64784||605.06
