SVC_CD|Modifier_1|FEE|ASOFDATE
G0101||29.3|01-01-2023
G0102||9.3|01-01-2023
G0104||59.82|01-01-2023
G0105||192.9|01-01-2023
G0105|53|96.45|01-01-2023
G0121||193.13|01-01-2023
G0121|53|96.68|01-01-2023
G0127||7.75|01-01-2023
G0168||14.99|01-01-2023
G0245||41.57|01-01-2023
G0246||20.93|01-01-2023
G0247||22.67|01-01-2023
G0268||35.17|01-01-2023
G0270||29.9|01-01-2023
G0271||16.94|01-01-2023
G0296||27.04|01-01-2023
G0316||32.17|01-01-2023
G0317||32.17|01-01-2023
G0318||31.37|01-01-2023
G0323||30.57|01-01-2023
G0341||314.73|01-01-2023
G0396||33.16|01-01-2023
G0397||68.46|01-01-2023
G0402||138.71|01-01-2023
G0429||72.23|01-01-2023
G0442||9.7|01-01-2023
G0443||24.2|01-01-2023
G0444||9.7|01-01-2023
G0445||23.8|01-01-2023
G0446||24.2|01-01-2023
G0447||24.2|01-01-2023
G0455||74.62|01-01-2023
G0473||12.24|01-01-2023
G0500||5.55|01-01-2023
G0506||46.49|01-01-2023
G0513||62.6|01-01-2023
G0514||63.0|01-01-2023
G0516||103.13|01-01-2023
G0517||117.11|01-01-2023
G0518||191.85|01-01-2023
G2010||9.7|01-01-2023
G2012||13.17|01-01-2023
G2082||36.8|01-01-2023
G2083||36.8|01-01-2023
G2086||296.46|01-01-2023
G2087||317.46|01-01-2023
G2088||36.68|01-01-2023
G2212||32.97|01-01-2023
G2213||64.49|01-01-2023
G2214||40.14|01-01-2023
G2250||9.7|01-01-2023
G2251||13.17|01-01-2023
G2252||26.74|01-01-2023
G3002||77.61|01-01-2023
G3003||26.74|01-01-2023
Q0091||19.35|01-01-2023
0446T||59.32|01-01-2023
0447T||69.71|01-01-2023
0448T||99.46|01-01-2023
10004||44.42|01-01-2023
10005||76.79|01-01-2023
10006||52.34|01-01-2023
10007||92.24|01-01-2023
10008||53.04|01-01-2023
10009||113.4|01-01-2023
10010||73.07|01-01-2023
10021||57.52|01-01-2023
10030||140.1|01-01-2023
10035||88.18|01-01-2023
10036||44.32|01-01-2023
10040||55.22|01-01-2023
10060||117.3|01-01-2023
10061||201.13|01-01-2023
10080||115.33|01-01-2023
10081||183.72|01-01-2023
10120||116.46|01-01-2023
10121||198.28|01-01-2023
10140||128.89|01-01-2023
10160||105.9|01-01-2023
10180||193.21|01-01-2023
11000||28.22|01-01-2023
11001||15.38|01-01-2023
11010||295.17|01-01-2023
11011||310.16|01-01-2023
11012||436.56|01-01-2023
11042||63.57|01-01-2023
11043||161.34|01-01-2023
11044||234.71|01-01-2023
11045||26.07|01-01-2023
11046||56.29|01-01-2023
11047||99.63|01-01-2023
11055||16.32|01-01-2023
11056||22.74|01-01-2023
11057||29.56|01-01-2023
11102||40.21|01-01-2023
11103||22.96|01-01-2023
11104||49.63|01-01-2023
11105||27.07|01-01-2023
11106||59.56|01-01-2023
11107||32.43|01-01-2023
11200||85.3|01-01-2023
11201||17.43|01-01-2023
11300||36.12|01-01-2023
11301||54.47|01-01-2023
11302||63.52|01-01-2023
11303||75.19|01-01-2023
11305||39.08|01-01-2023
11306||51.75|01-01-2023
11307||66.18|01-01-2023
11308||73.22|01-01-2023
11310||48.59|01-01-2023
11311||66.7|01-01-2023
11312||79.63|01-01-2023
11313||101.32|01-01-2023
11400||93.75|01-01-2023
11401||117.18|01-01-2023
11402||127.34|01-01-2023
11403||163.99|01-01-2023
11404||179.66|01-01-2023
11406||266.55|01-01-2023
11420||90.84|01-01-2023
11421||120.2|01-01-2023
11422||149.65|01-01-2023
11423||171.24|01-01-2023
11424||194.13|01-01-2023
11426||289.59|01-01-2023
11440||119.55|01-01-2023
11441||147.73|01-01-2023
11442||162.22|01-01-2023
11443||195.93|01-01-2023
11444||244.96|01-01-2023
11446||340.71|01-01-2023
11450||285.02|01-01-2023
11451||359.42|01-01-2023
11462||271.26|01-01-2023
11463||362.15|01-01-2023
11470||312.96|01-01-2023
11471||378.73|01-01-2023
11600||133.5|01-01-2023
11601||161.52|01-01-2023
11602||175.69|01-01-2023
11603||209.17|01-01-2023
11604||229.39|01-01-2023
11606||335.76|01-01-2023
11620||134.25|01-01-2023
11621||162.5|01-01-2023
11622||183.83|01-01-2023
11623||226.03|01-01-2023
11624||255.15|01-01-2023
11626||310.02|01-01-2023
11640||138.43|01-01-2023
11641||169.07|01-01-2023
11642||196.87|01-01-2023
11643||244.56|01-01-2023
11644||301.92|01-01-2023
11646||414.37|01-01-2023
11719||7.75|01-01-2023
11720||14.87|01-01-2023
11721||24.53|01-01-2023
11730||56.49|01-01-2023
11732||17.76|01-01-2023
11740||35.42|01-01-2023
11750||109.42|01-01-2023
11755||63.45|01-01-2023
11760||119.99|01-01-2023
11762||201.6|01-01-2023
11765||101.62|01-01-2023
11770||198.4|01-01-2023
11771||484.69|01-01-2023
11772||630.36|01-01-2023
11900||31.9|01-01-2023
11901||48.52|01-01-2023
11920||116.93|01-01-2023
11921||140.17|01-01-2023
11922||30.59|01-01-2023
11950||55.21|01-01-2023
11951||76.97|01-01-2023
11952||107.84|01-01-2023
11954||117.95|01-01-2023
11976||96.33|01-01-2023
11980||57.86|01-01-2023
11981||65.15|01-01-2023
11982||76.88|01-01-2023
11983||107.63|01-01-2023
12001||46.41|01-01-2023
12002||60.42|01-01-2023
12004||74.83|01-01-2023
12005||96.01|01-01-2023
12006||118.33|01-01-2023
12007||147.62|01-01-2023
12011||56.72|01-01-2023
12013||59.1|01-01-2023
12014||75.65|01-01-2023
12015||95.39|01-01-2023
12016||129.59|01-01-2023
12020||203.81|01-01-2023
12021||153.62|01-01-2023
12031||165.89|01-01-2023
12032||207.73|01-01-2023
12034||221.96|01-01-2023
12035||258.41|01-01-2023
12036||299.29|01-01-2023
12037||346.87|01-01-2023
12041||157.2|01-01-2023
12042||212.39|01-01-2023
12044||230.15|01-01-2023
12045||297.03|01-01-2023
12046||339.35|01-01-2023
12047||375.55|01-01-2023
12051||184.54|01-01-2023
12052||216.51|01-01-2023
12053||232.75|01-01-2023
12054||234.47|01-01-2023
12055||320.63|01-01-2023
12056||415.54|01-01-2023
12057||450.94|01-01-2023
13100||216.3|01-01-2023
13101||268.65|01-01-2023
13102||75.21|01-01-2023
13120||252.22|01-01-2023
13121||276.75|01-01-2023
13122||86.87|01-01-2023
13131||259.75|01-01-2023
13132||324.87|01-01-2023
13133||131.75|01-01-2023
13151||298.52|01-01-2023
13152||359.1|01-01-2023
13153||143.66|01-01-2023
14000||549.53|01-01-2023
14001||706.71|01-01-2023
14020||619.67|01-01-2023
14021||770.51|01-01-2023
14040||678.77|01-01-2023
14041||827.31|01-01-2023
14060||724.37|01-01-2023
14061||889.19|01-01-2023
14301||935.68|01-01-2023
15002||230.25|01-01-2023
15003||46.45|01-01-2023
15004||273.99|01-01-2023
15005||92.54|01-01-2023
15040||130.67|01-01-2023
15050||507.68|01-01-2023
15100||772.3|01-01-2023
15101||116.69|01-01-2023
15110||761.12|01-01-2023
15111||104.77|01-01-2023
15115||734.98|01-01-2023
15116||143.47|01-01-2023
15120||742.68|01-01-2023
15121||141.78|01-01-2023
15130||652.33|01-01-2023
15131||94.13|01-01-2023
15135||821.63|01-01-2023
15136||94.13|01-01-2023
15150||677.25|01-01-2023
15151||111.13|01-01-2023
15152||146.14|01-01-2023
15155||788.86|01-01-2023
15156||152.24|01-01-2023
15157||166.34|01-01-2023
15200||727.42|01-01-2023
15201||79.79|01-01-2023
15220||664.92|01-01-2023
15221||72.1|01-01-2023
15240||869.16|01-01-2023
15241||110.32|01-01-2023
15260||921.84|01-01-2023
15261||144.08|01-01-2023
15271||87.36|01-01-2023
15272||17.22|01-01-2023
15273||203.02|01-01-2023
15274||46.05|01-01-2023
15275||97.34|01-01-2023
15276||25.84|01-01-2023
15277||233.26|01-01-2023
15278||57.65|01-01-2023
15570||787.69|01-01-2023
15572||798.23|01-01-2023
15574||794.74|01-01-2023
15576||704.83|01-01-2023
15600||237.24|01-01-2023
15610||272.63|01-01-2023
15620||361.76|01-01-2023
15630||380.15|01-01-2023
15650||443.99|01-01-2023
15730||992.94|01-01-2023
15731||1080.86|01-01-2023
15740||912.56|01-01-2023
15760||761.44|01-01-2023
15771||552.19|01-01-2023
15772||155.71|01-01-2023
15773||544.86|01-01-2023
15774||151.38|01-01-2023
15775||271.14|01-01-2023
15776||369.82|01-01-2023
15780||728.25|01-01-2023
15781||473.7|01-01-2023
15782||408.92|01-01-2023
15783||391.47|01-01-2023
15786||145.56|01-01-2023
15787||17.55|01-01-2023
15788||242.26|01-01-2023
15789||452.56|01-01-2023
15792||236.36|01-01-2023
15793||394.18|01-01-2023
15820||571.36|01-01-2023
15821||607.24|01-01-2023
15822||443.23|01-01-2023
15823||609.53|01-01-2023
15837||780.33|01-01-2023
15839||799.65|01-01-2023
15851||69.5|01-01-2023
16000||47.45|01-01-2023
16020||60.33|01-01-2023
16025||117.69|01-01-2023
16030||138.96|01-01-2023
17000||61.05|01-01-2023
17003||2.19|01-01-2023
17004||108.08|01-01-2023
17106||302.31|01-01-2023
17107||392.22|01-01-2023
17108||570.1|01-01-2023
17110||75.22|01-01-2023
17111||91.32|01-01-2023
17250||40.48|01-01-2023
17260||77.37|01-01-2023
17261||94.49|01-01-2023
17262||119.76|01-01-2023
17263||132.11|01-01-2023
17264||140.76|01-01-2023
17266||165.45|01-01-2023
17270||103.68|01-01-2023
17271||114.39|01-01-2023
17272||131.01|01-01-2023
17273||147.86|01-01-2023
17274||180.62|01-01-2023
17276||216.93|01-01-2023
17280||94.09|01-01-2023
17281||128.07|01-01-2023
17282||147.51|01-01-2023
17283||183.17|01-01-2023
17284||213.35|01-01-2023
17286||287.12|01-01-2023
17311||377.43|01-01-2023
17312||201.06|01-01-2023
17313||338.31|01-01-2023
17314||185.94|01-01-2023
17315||53.42|01-01-2023
17340||53.14|01-01-2023
17360||100.4|01-01-2023
19000||44.21|01-01-2023
19001||21.55|01-01-2023
19020||342.17|01-01-2023
19030||79.63|01-01-2023
19081||170.06|01-01-2023
19082||85.64|01-01-2023
19083||159.95|01-01-2023
19084||80.72|01-01-2023
19085||186.75|01-01-2023
19086||93.72|01-01-2023
19100||70.41|01-01-2023
19101||238.85|01-01-2023
19105||214.9|01-01-2023
19110||382.31|01-01-2023
19112||352.08|01-01-2023
19120||446.96|01-01-2023
19125||492.5|01-01-2023
19281||103.02|01-01-2023
19282||51.94|01-01-2023
19283||103.49|01-01-2023
19284||51.78|01-01-2023
19285||88.18|01-01-2023
19286||44.32|01-01-2023
19287||131.1|01-01-2023
19288||65.92|01-01-2023
19296||216.51|01-01-2023
19298||339.65|01-01-2023
19300||473.49|01-01-2023
19350||732.4|01-01-2023
19355||670.25|01-01-2023
19396||152.03|01-01-2023
20101||220.74|01-01-2023
20102||267.58|01-01-2023
20103||368.01|01-01-2023
20200||99.47|01-01-2023
20205||161.39|01-01-2023
20206||60.8|01-01-2023
20220||92.21|01-01-2023
20225||135.53|01-01-2023
20500||96.94|01-01-2023
20501||38.09|01-01-2023
20520||161.67|01-01-2023
20525||266.44|01-01-2023
20526||60.13|01-01-2023
20527||70.05|01-01-2023
20550||40.84|01-01-2023
20551||40.84|01-01-2023
20552||39.24|01-01-2023
20553||44.84|01-01-2023
20560||15.77|01-01-2023
20561||23.58|01-01-2023
