SVC_CD|Modifier_1|FEE|ASOFDATE
20955||2659.35|01-01-2023
20956||2832.62|01-01-2023
20957||2952.37|01-01-2023
20962||2884.2|01-01-2023
20969||2930.75|01-01-2023
20970||3052.83|01-01-2023
20972||3043.68|01-01-2023
20973||3212.58|01-01-2023
20974||93.99|01-01-2023
20975||187.13|01-01-2023
20979||63.36|01-01-2023
20982||4209.92|01-01-2023
20983||6164.62|01-01-2023
20985||152.84|01-01-2023
21010||821.2|01-01-2023
21011||429.61|01-01-2023
21012||374.42|01-01-2023
21013||608.22|01-01-2023
21014||575.61|01-01-2023
21015||767.86|01-01-2023
21016||1095.31|01-01-2023
21025||884.82|01-01-2023
21026||605.6|01-01-2023
21029||868.03|01-01-2023
21030||521.91|01-01-2023
21031||440.43|01-01-2023
21032||424.98|01-01-2023
21034||1442.13|01-01-2023
21040||529.23|01-01-2023
21044||948.53|01-01-2023
21045||1315.0|01-01-2023
21046||1096.13|01-01-2023
21047||1324.99|01-01-2023
21048||1100.54|01-01-2023
21049||1251.69|01-01-2023
21050||963.82|01-01-2023
21060||871.65|01-01-2023
21070||677.07|01-01-2023
21073||430.01|01-01-2023
21076||947.33|01-01-2023
21077||2317.88|01-01-2023
21079||1591.04|01-01-2023
21080||1833.77|01-01-2023
21081||1692.59|01-01-2023
21082||1564.55|01-01-2023
21083||1497.96|01-01-2023
21084||1706.53|01-01-2023
21085||752.35|01-01-2023
21086||1725.37|01-01-2023
21087||1725.37|01-01-2023
21100||717.19|01-01-2023
21110||1004.98|01-01-2023
21116||256.73|01-01-2023
21120||763.11|01-01-2023
21121||711.55|01-01-2023
21122||837.02|01-01-2023
21123||946.91|01-01-2023
21125||3103.33|01-01-2023
21127||4769.98|01-01-2023
21137||826.68|01-01-2023
21138||1002.58|01-01-2023
21139||1197.91|01-01-2023
21141||1473.8|01-01-2023
21142||1511.26|01-01-2023
21143||1555.9|01-01-2023
21145||1705.2|01-01-2023
21146||1781.21|01-01-2023
21147||1873.45|01-01-2023
21150||1794.49|01-01-2023
21151||1971.47|01-01-2023
21154||2120.9|01-01-2023
21155||2348.09|01-01-2023
21159||2805.82|01-01-2023
21160||3040.01|01-01-2023
21172||2254.36|01-01-2023
21175||2396.59|01-01-2023
21179||1652.86|01-01-2023
21180||1843.51|01-01-2023
21181||814.85|01-01-2023
21182||2288.0|01-01-2023
21183||2486.76|01-01-2023
21184||2672.14|01-01-2023
21188||1748.75|01-01-2023
21193||1355.84|01-01-2023
21194||1568.51|01-01-2023
21195||1487.21|01-01-2023
21196||1586.17|01-01-2023
21198||1122.5|01-01-2023
21199||1111.68|01-01-2023
21206||1065.06|01-01-2023
21208||1911.56|01-01-2023
21209||937.8|01-01-2023
21210||2056.53|01-01-2023
21215||4875.38|01-01-2023
21230||820.29|01-01-2023
21235||835.14|01-01-2023
21240||1159.14|01-01-2023
21242||1121.19|01-01-2023
21243||1853.41|01-01-2023
21244||1120.12|01-01-2023
21245||1395.45|01-01-2023
21246||936.52|01-01-2023
21247||1738.28|01-01-2023
21248||1096.84|01-01-2023
21249||1476.79|01-01-2023
21255||1487.61|01-01-2023
21256||1355.13|01-01-2023
21260||1511.19|01-01-2023
21261||2655.39|01-01-2023
21263||2460.6|01-01-2023
21267||1769.47|01-01-2023
21268||2209.69|01-01-2023
21270||1142.98|01-01-2023
21275||926.55|01-01-2023
21280||656.95|01-01-2023
21282||449.72|01-01-2023
21295||224.49|01-01-2023
21296||459.98|01-01-2023
21315||175.9|01-01-2023
21320||252.29|01-01-2023
21325||510.25|01-01-2023
21330||607.44|01-01-2023
21335||800.91|01-01-2023
21336||722.28|01-01-2023
21337||482.72|01-01-2023
21338||765.42|01-01-2023
21339||859.7|01-01-2023
21340||827.96|01-01-2023
21343||1213.86|01-01-2023
21344||1530.01|01-01-2023
21345||908.0|01-01-2023
21346||1160.0|01-01-2023
21347||1161.35|01-01-2023
21348||1195.27|01-01-2023
21355||512.05|01-01-2023
21356||622.62|01-01-2023
21360||583.62|01-01-2023
21365||1183.3|01-01-2023
21366||1392.19|01-01-2023
21385||811.17|01-01-2023
21386||760.57|01-01-2023
21387||845.75|01-01-2023
21390||888.09|01-01-2023
21395||1101.18|01-01-2023
21400||248.63|01-01-2023
21401||589.03|01-01-2023
21406||647.72|01-01-2023
21407||716.18|01-01-2023
21408||989.67|01-01-2023
21421||738.11|01-01-2023
21422||697.25|01-01-2023
21423||878.85|01-01-2023
21431||785.81|01-01-2023
21432||796.68|01-01-2023
21433||1880.52|01-01-2023
21435||1536.64|01-01-2023
21436||2213.26|01-01-2023
21440||809.54|01-01-2023
21445||909.44|01-01-2023
21450||691.71|01-01-2023
21451||893.58|01-01-2023
21452||887.02|01-01-2023
21453||1277.75|01-01-2023
21454||538.58|01-01-2023
21461||2152.76|01-01-2023
21462||2323.54|01-01-2023
21465||871.29|01-01-2023
21470||1271.78|01-01-2023
21480||167.1|01-01-2023
21485||1143.8|01-01-2023
21490||858.11|01-01-2023
21497||827.25|01-01-2023
21501||559.48|01-01-2023
21502||546.28|01-01-2023
21510||491.67|01-01-2023
21550||308.16|01-01-2023
21552||485.79|01-01-2023
