SVC_CD|MODIFIER_1|FEE|AGE_UNIT|FROM_AGE|THROUGH_AGE|PLACE_OF_SERVICE_CODE
A9513||270.76||||
A9542||3490.46||||
A9543||61774.82||||
A9590||315.52||||
A9592||929.46||||
A9595||530.9||||
A9596||968.2||||
A9602||7.03||||
A9604||16287.34||||
A9606||154.6||||
A9607||209.88||||
A9800||800.0||||
P9023||5.31||||
P9048||57.36||||
Q0138||4.99||||
Q0139||4.99||||
Q2041||84804.46||||
Q2043||53509.99||||
Q2049||506.46||||
Q2050||116.45||||
Q2053||84800.0||||
Q2054||82060.0||||
Q2055||83900.0||||
Q2056||93000.0||||
Q4081||5.3||||
Q5101||4.73||||
Q5103||35.41||||
Q5104||53.11||||
Q5105||5.27||||
Q5106||12.59||||
Q5107||34.77||||
Q5108||145.57||||
Q5110||4.86||||
Q5111||168.06||||
Q5112||67.58||||
Q5113||57.43||||
Q5114||49.78||||
Q5115||57.48||||
Q5116||44.47||||
Q5117||37.16||||
Q5118||43.12||||
Q5119||44.2||||
Q5120||140.01||||
Q5121||40.88||||
Q5122||175.84||||
Q5123||53.06||||
Q5124||230.46||||
Q5125||5.22||||
Q5126||76.32||||
Q5127||352.38||||
Q5128||276.46||||
Q5129||72.2||||
Q5130||212.79||||
Q9956||34.9||||
Q9957||50.21||||
Q9968||21.99||||
Q9991||1846.64||||
Q9992||1846.64||||
